"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.920636278E1,3.697126389E1,1.072362900E1,1.452322769E1
8.921637240E1,4.283226776E1,1.635718536E1,1.446097851E1
8.922638224E1,4.254735947E1,2.095405388E1,1.073560047E1
8.923636155E1,3.560896301E1,2.267069626E1,6.454767704E0
8.924637140E1,2.956839180E1,2.335783195E1,3.691859007E0
8.925638101E1,2.583104134E1,2.349190712E1,2.920926094E0
8.926636032E1,2.479674721E1,2.302024841E1,3.730166197E0
8.927637017E1,2.303461456E1,2.237860298E1,4.675876141E0
8.928637978E1,1.986708641E1,2.111685944E1,4.687847137E0
8.929638963E1,1.651041412E1,1.934514999E1,4.113238335E0
8.930636894E1,1.345301914E1,1.769554520E1,3.088520288E0
8.931637855E1,1.205480576E1,1.632606125E1,2.389413357E0
8.932638840E1,1.086488724E1,1.530373764E1,2.006340981E0
8.933636771E1,9.380482674E0,1.436760426E1,1.455674648E0
8.934637732E1,7.706935406E0,1.337401104E1,1.086967587E0
8.935638717E1,6.007051945E0,1.255998230E1,9.840168953E-1
8.936636648E1,4.498704910E0,1.176031876E1,8.283938169E-1
8.937637632E1,2.760514498E0,1.086488724E1,8.906430602E-1
8.938638594E1,1.482010841E0,1.023521233E1,1.316810966E0
8.939636524E1,4.525041282E-1,9.696516991E0,2.130839586E0
8.940637486E1,-1.891419291E-1,9.548076630E0,3.217807055E0
8.941638471E1,-8.379706144E-1,9.648633003E0,4.206612587E0
8.942636401E1,-1.613691926E0,9.964667320E0,4.888959885E0
8.943637363E1,-2.379836559E0,1.054885292E1,5.193023682E0
8.944638348E1,-2.322375536E0,1.117134476E1,5.216965675E0
8.945636278E1,-1.968033791E0,1.159511852E1,5.204994678E0
8.946637263E1,-9.528923035E-1,1.163821411E1,5.923254967E0
8.947638225E1,2.489969730E-1,1.153286934E1,7.785943985E0
8.948636155E1,2.037465572E0,1.128626728E1,1.008916569E1
8.949637140E1,4.481945515E0,1.124077702E1,1.202846909E1
8.950638101E1,7.826645374E0,1.097502041E1,1.299333286E1
8.951636032E1,1.092713642E1,1.063025570E1,1.295741940E1
8.952637017E1,1.402283955E1,1.073799419E1,1.189918232E1
8.953637978E1,1.609861183E1,1.153526402E1,1.064222622E1
8.954638963E1,1.747288322E1,1.364694977E1,9.411606789E0
8.955636894E1,1.852633286E1,1.657505798E1,8.355764389E0
8.956637855E1,2.176089859E1,1.865562057E1,8.429984093E0
8.957638840E1,2.563711166E1,2.024536896E1,1.135569859E1
8.958636771E1,2.832579994E1,2.073618126E1,1.469321537E1
8.959637732E1,2.922362518E1,1.807861710E1,1.632606125E1
8.960638717E1,2.818214798E1,1.572272301E1,1.685039139E1
8.961636648E1,2.696349907E1,1.270363426E1,1.557188797E1
8.962637609E1,2.412637138E1,9.531316757E0,1.215775585E1
8.963638594E1,2.025973511E1,6.421248913E0,8.365341187E0
8.964636525E1,1.561737728E1,3.878606796E0,5.164293289E0
8.965637486E1,1.123838234E1,2.219424963E0,2.703053713E0
8.966638471E1,7.769184589E0,1.082179189E0,8.858546019E-1
8.967636401E1,6.279991150E0,4.285621047E-1,3.351882398E-1
8.968637363E1,6.184223175E0,-3.256114423E-1,5.937620401E-1
8.969638348E1,5.597643375E0,-1.209071875E0,9.983820915E-1
8.970636278E1,5.482721806E0,-2.217030764E0,8.954314590E-1
8.971637240E1,5.935225964E0,-3.641580820E0,5.243301988E-1
8.972638225E1,6.224924564E0,-4.843470097E0,-4.261679053E-1
8.973636155E1,6.660669327E0,-6.311115742E0,-1.711854219E0
8.974637140E1,6.732495308E0,-7.563282967E0,-1.980004787E0
8.975638101E1,6.411672115E0,-8.719682693E0,-2.051830769E0
8.976636032E1,5.341464043E0,-1.010831928E1,-2.578555346E0
8.977637017E1,3.988739967E0,-1.144428444E1,-3.435679436E0
8.978637978E1,2.473210335E0,-1.242590714E1,-4.627991676E0
8.979638963E1,1.424550056E0,-1.331415558E1,-5.530605793E0
8.980638071E1,9.576806426E-2,-1.380736160E1,-6.004657745E0
8.981637855E1,-9.097966552E-1,-1.383369732E1,-6.030993938E0
8.982638840E1,-1.022324085E0,-1.373074722E1,-5.822698593E0
8.983636771E1,-6.392518282E-1,-1.345301914E1,-5.245696068E0
8.984637732E1,3.830722570E-1,-1.298854446E1,-4.331110954E0
8.985638717E1,2.387019157E0,-1.205001736E1,-3.272873640E0
8.986636648E1,4.728548527E0,-1.078587818E1,-2.389413357E0
8.987637609E1,7.041347027E0,-8.983044624E0,-2.023100376E0
8.988638594E1,8.099584579E0,-7.577648163E0,-3.251325846E0
8.989636525E1,7.182605267E0,-6.416460514E0,-5.856217384E0
8.990637486E1,6.734889507E0,-5.030217648E0,-7.860164165E0
8.991638471E1,8.085219383E0,-3.253720045E0,-7.582436562E0
8.992636402E1,1.128147888E1,-1.106121182E0,-5.820304394E0
8.993637363E1,1.552160931E1,1.788468719E0,-2.837129116E0
8.994638348E1,2.305137444E1,4.912901878E0,1.484405100E-1
8.995636278E1,3.303040695E1,8.896853447E0,1.975216389E0
8.996637263E1,3.798161697E1,1.245463753E1,2.185906172E0
8.997638225E1,4.030638504E1,1.528458405E1,2.545036316E0
8.998636155E1,3.950193405E1,1.734359741E1,3.857059002E0
8.999637140E1,3.607583237E1,1.872265816E1,5.214571476E0
9.000638102E1,3.161782837E1,1.901235580E1,5.815515995E0
9.001636032E1,2.774161530E1,1.897644234E1,6.138733387E0
9.002637017E1,2.422213936E1,1.850957298E1,5.619191170E0
9.003637978E1,2.152387238E1,1.778891945E1,4.537012100E0
9.004638963E1,1.887349129E1,1.703953362E1,3.031059265E0
9.005636894E1,1.640028191E1,1.616086197E1,1.379060149E0
9.006637855E1,1.421916389E1,1.508586502E1,1.292868853E-1
9.007638840E1,1.240435886E1,1.413536644E1,-5.195417404E-1
9.008636771E1,1.067813969E1,1.326387787E1,-6.799532771E-1
9.009637732E1,9.097966194E0,1.217930412E1,-5.602431893E-1
9.010638717E1,7.149086475E0,1.135569859E1,-9.097966552E-2
9.011636648E1,5.061342239E0,1.078587818E1,5.674257874E-1
9.012637609E1,3.591302633E0,1.039322948E1,1.347935557E0
9.013638594E1,2.262520552E0,1.031661510E1,2.494758129E0
9.014636525E1,1.221042871E0,1.053448772E1,3.938461781E0
9.015637486E1,5.506663918E-1,1.124077702E1,5.470750809E0
9.016638471E1,2.298433632E-1,1.216493893E1,6.859387875E0
9.017636402E1,-6.033388376E-1,1.315374374E1,8.094796181E0
9.018637386E1,-1.331176162E0,1.412578964E1,8.781931877E0
9.019638348E1,-1.403002143E0,1.491587639E1,8.997409821E0
9.020636279E1,-1.213860273E0,1.516726780E1,8.995016098E0
9.021637240E1,5.123591423E-1,1.533486176E1,9.318233490E0
9.022638225E1,1.869871497E0,1.517205620E1,9.974244118E0
9.023636155E1,2.889801502E0,1.459505367E1,1.007001209E1
9.024637140E1,4.491522312E0,1.398692608E1,9.502586365E0
9.025638102E1,6.430825710E0,1.369722748E1,8.860940933E0
9.026636032E1,8.882488251E0,1.375708294E1,8.190564156E0
9.027637017E1,1.180102062E1,1.429817295E1,8.087613106E0
9.028637979E1,1.426704788E1,1.557667637E1,8.865729332E0
9.029638963E1,1.691024590E1,1.686954498E1,9.964667320E0
9.030636894E1,2.041057014E1,1.833000755E1,1.117613316E1
9.031637855E1,2.879266930E1,2.016396713E1,1.241872406E1
9.032638840E1,3.533841705E1,2.131078911E1,1.214339066E1
9.033636771E1,3.671987152E1,2.051591492E1,9.428366661E0
9.034637732E1,3.555389404E1,1.825578880E1,5.509057999E0
9.035638717E1,3.366487122E1,1.615128517E1,2.999934673E0
9.036636648E1,3.226426315E1,1.375468922E1,6.919242740E-1
9.037637609E1,2.965458298E1,1.039562416E1,-1.240196466E0
9.038638594E1,2.476322746E1,7.115567684E0,-2.387019157E0
9.039636525E1,2.030522537E1,4.395754337E0,-2.956839085E0
9.040637486E1,1.543781281E1,1.836352706E0,-3.150769472E0
9.041638471E1,1.098220348E1,2.537853718E-1,-2.571372509E0
9.042636402E1,8.769960403E0,-8.475474119E-1,-1.594538331E0
9.043637363E1,8.489839554E0,-1.723825216E0,-8.954314590E-1
9.044638348E1,8.482656479E0,-2.530671120E0,-2.178723514E-1
9.045636279E1,8.432378769E0,-3.605667830E0,5.506663769E-2
9.046637240E1,8.022970200E0,-4.955997467E0,-8.140286058E-2
9.047638225E1,7.005434036E0,-6.203376770E0,-4.860229492E-1
9.048636156E1,5.837063789E0,-7.474697590E0,-8.810662031E-1
9.049637140E1,5.226542473E0,-8.678980827E0,-1.343147159E0
9.050638102E1,4.776432514E0,-9.818621635E0,-1.905784607E0
9.051636032E1,4.448426723E0,-1.085770512E1,-2.600103140E0
9.052637017E1,4.410119534E0,-1.193748951E1,-3.339911461E0
9.053637979E1,3.423708439E0,-1.301488018E1,-4.098873138E0
9.054638963E1,1.776497602E0,-1.393425369E1,-4.683058739E0
9.055636894E1,-2.274491638E-1,-1.468363857E1,-4.786009312E0
9.056637856E1,-1.865083098E0,-1.514332581E1,-4.345476151E0
9.057638840E1,-2.288856745E0,-1.522712326E1,-3.301604033E0
9.058636771E1,-1.929726601E0,-1.500206757E1,-1.881842494E0
9.059637732E1,-7.182604820E-2,-1.446337223E1,-3.016694188E-1
9.060638717E1,2.722207308E0,-1.346499062E1,1.010353088E0
9.061636648E1,4.520252705E0,-1.203804588E1,1.381454349E0
9.062637609E1,5.300762653E0,-1.097262669E1,4.141969085E-1
9.063638594E1,5.693411827E0,-1.025436592E1,-2.118868589E0
9.064636525E1,5.276820660E0,-9.035717010E0,-5.489904404E0
9.065637486E1,4.800374508E0,-7.704541206E0,-8.176198959E0
9.066638471E1,6.081272125E0,-6.318298340E0,-9.198522568E0
9.067636402E1,9.411606789E0,-4.695029736E0,-7.934384346E0
9.068637363E1,1.665885544E1,-2.214636564E0,-4.323928356E0
9.069638348E1,2.717658424E1,1.915361404E0,3.351882398E-1
9.070636279E1,3.845806122E1,6.916848660E0,4.553771496E0
9.071637263E1,4.284423828E1,1.186087513E1,7.237671852E0
9.072638225E1,4.082353210E1,1.601721001E1,6.584054470E0
9.073636156E1,3.744770813E1,1.918713188E1,1.987187386E0
9.074637140E1,3.529292679E1,2.153823853E1,-4.244919777E0
9.075638102E1,3.414849854E1,2.266111946E1,-8.520963669E0
9.076636033E1,3.202723694E1,2.302024841E1,-8.549694061E0
9.077637017E1,2.880942917E1,2.238339233E1,-6.301538944E0
9.078637979E1,2.555092049E1,2.070266151E1,-3.277662039E0
9.079638963E1,2.230917168E1,1.894771194E1,-8.858546615E-2
9.080636894E1,1.910094070E1,1.742021179E1,2.506729126E0
9.081678870E1,1.593341255E1,1.595974827E1,3.636792421E0
9.082679854E1,1.228943729E1,1.459265900E1,3.301604033E0
9.083677785E1,9.375694275E0,1.345780754E1,2.226607561E0
9.084678747E1,7.098807812E0,1.263899040E1,1.417367458E0
9.085679731E1,5.087678432E0,1.210987186E1,1.314416766E0
9.086677662E1,3.275267839E0,1.184650993E1,1.965639591E0
9.087678624E1,2.284068346E0,1.190636539E1,3.397372246E0
9.088679608E1,1.539471745E0,1.241393566E1,5.125985622E0
9.089677539E1,4.285621047E-1,1.322078133E1,7.333439827E0
9.090678524E1,-8.020575643E-1,1.395101357E1,9.277531624E0
9.091679485E1,-2.059013367E0,1.447055531E1,1.044111347E1
9.092677416E1,-2.566584110E0,1.473391724E1,1.067813969E1
9.093678378E1,-2.324769735E0,1.487756920E1,1.048181534E1
9.094679362E1,-1.800439715E0,1.475785923E1,9.797073364E0
9.095677293E1,-6.129156351E-1,1.448970890E1,9.301473618E0
9.096678278E1,1.292868972E0,1.427901936E1,8.858546257E0
9.097679239E1,2.863465309E0,1.381933212E1,8.224082947E0
9.098677170E1,5.643133640E0,1.329979038E1,7.879317760E0
9.099678154E1,7.673416615E0,1.283292103E1,8.293514252E0
9.100679116E1,8.944737434E0,1.211944866E1,8.406042099E0
9.101677047E1,1.092713642E1,1.146104336E1,8.149862289E0
9.102678031E1,1.363258457E1,1.151611042E1,7.920019150E0
9.103678993E1,1.623508263E1,1.267490387E1,7.599195957E0
9.104679978E1,1.914403725E1,1.451125622E1,7.323863029E0
9.105677908E1,2.271139717E1,1.754710388E1,7.046135426E0
9.106678870E1,3.079901123E1,2.038423347E1,7.845798969E0
9.107679854E1,3.774459076E1,2.224213409E1,1.003888798E1
9.108677785E1,3.751235199E1,2.247916031E1,1.054885292E1
9.109678747E1,3.458424377E1,1.960611725E1,7.850587368E0
9.110679731E1,3.188837242E1,1.635479164E1,5.894524574E0
9.111677662E1,2.994188690E1,1.321120453E1,4.932055473E0
9.112678624E1,2.738966751E1,9.897629738E0,3.490746021E0
9.113679608E1,2.320460320E1,6.861782074E0,1.659181833E0
9.114677539E1,1.815762520E1,4.247313976E0,-3.423708379E-1
9.115678524E1,1.343147182E1,2.885013103E0,-2.018311977E0
9.116679485E1,1.153765774E1,1.460463047E0,-2.636016130E0
9.117677416E1,9.988609314E0,-8.619125932E-2,-2.212242365E0
9.118678378E1,8.073247910E0,-1.953668594E0,-1.316810966E0
9.119679362E1,7.062894821E0,-4.290409565E0,-1.012747288E0
9.120677293E1,5.908889771E0,-6.493074894E0,-1.441309452E0
9.121678278E1,4.429273129E0,-8.327033043E0,-2.063801765E0
9.122679239E1,3.411737442E0,-9.713275909E0,-2.142810583E0
9.123677170E1,3.280056238E0,-1.075954247E1,-1.709460020E0
9.124678154E1,3.167528868E0,-1.157835960E1,-1.015141487E0
9.125679116E1,3.033453465E0,-1.247139645E1,-5.937620401E-1
9.126677047E1,2.964021683E0,-1.326387787E1,-8.116343617E-1
9.127678031E1,2.255337954E0,-1.399889755E1,-1.328781962E0
9.128678993E1,1.060631394E0,-1.460463047E1,-2.054224968E0
9.129679978E1,-6.536170840E-1,-1.524148846E1,-2.803610086E0
9.130677908E1,-2.032677174E0,-1.555512810E1,-3.203441858E0
9.131678870E1,-2.992752075E0,-1.528937244E1,-3.145981073E0
9.132679854E1,-2.837129116E0,-1.453998661E1,-2.676717520E0
9.133677785E1,-3.639186621E-1,-1.360864258E1,-2.070984364E0
9.134678747E1,2.746149302E0,-1.238281155E1,-1.458068848E0
9.135679731E1,6.172252178E0,-1.105642319E1,-1.086967587E0
9.136677662E1,8.695740700E0,-9.244012833E0,-1.314416766E0
9.137678624E1,9.979032516E0,-7.716512203E0,-2.331952572E0
9.138679608E1,1.101572227E1,-6.464344501E0,-4.580107689E0
9.139677539E1,1.126950741E1,-4.953603268E0,-7.383718014E0
9.140678501E1,1.252885723E1,-2.719813108E0,-8.913613319E0
9.141679485E1,1.475307083E1,-8.259995580E-1,-8.583212852E0
9.142677416E1,1.753513336E1,1.098938584E0,-6.902483463E0
9.143678378E1,2.136824989E1,3.801992416E0,-3.833117008E0
9.144679362E1,2.800976562E1,6.737283707E0,5.770025849E-1
9.145677293E1,3.539348221E1,9.658209801E0,5.588066578E0
9.146678254E1,4.050989151E1,1.351526833E1,1.018732834E1
9.147679239E1,3.937743378E1,1.728853035E1,1.118570995E1
9.148677170E1,3.504153442E1,1.879687691E1,7.098807812E0
9.149678154E1,3.078225136E1,1.952710915E1,2.288856745E0
9.150679116E1,2.664028168E1,1.970428085E1,-1.893813491E0
9.151677047E1,2.389173889E1,1.920389175E1,-4.477157116E0
9.152678032E1,2.166513062E1,1.856942749E1,-4.733336926E0
9.153678993E1,1.941697502E1,1.780088997E1,-3.514688015E0
9.154679978E1,1.704432106E1,1.640746498E1,-1.668758631E0
9.155677908E1,1.497094345E1,1.530613136E1,-2.394201607E-2
9.156678870E1,1.285207462E1,1.427423096E1,9.433154464E-1
9.157679854E1,1.143949604E1,1.345780754E1,1.288080573E0
9.158677785E1,1.016099167E1,1.320641613E1,1.273715258E0
9.159678747E1,8.858546257E0,1.306755257E1,8.882488012E-1
9.160679732E1,7.443572998E0,1.295263100E1,5.339069963E-1
9.161677662E1,5.762843609E0,1.283292103E1,7.062895298E-1
9.162678624E1,3.816357613E0,1.272996998E1,1.491587639E0
9.163679608E1,2.410961151E0,1.282573891E1,2.669534922E0
9.164677539E1,7.924807668E-1,1.307952404E1,4.027047157E0
9.165678501E1,-9.959878922E-1,1.329739666E1,5.456385612E0
9.166679485E1,-2.669534922E0,1.372595787E1,6.775590897E0
9.167677416E1,-3.327940464E0,1.410663605E1,7.522581577E0
9.168678378E1,-2.772485495E0,1.442267132E1,7.718906403E0
9.169679362E1,-1.884236693E0,1.470039845E1,7.347805023E0
9.170677293E1,-6.584054828E-1,1.476504230E1,6.849811077E0
9.171678255E1,8.547300100E-1,1.478898430E1,6.229712963E0
9.172679239E1,2.185906172E0,1.460702419E1,5.793968201E0
9.173677170E1,3.995922565E0,1.411621284E1,5.861005783E0
9.174678155E1,6.363788128E0,1.371877575E1,7.122750282E0
9.175679116E1,8.413225174E0,1.375468922E1,8.980650902E0
9.176677047E1,1.130302620E1,1.436042213E1,1.076193619E1
9.177678032E1,1.481532001E1,1.584482670E1,1.166215611E1
9.178678993E1,1.935951424E1,1.845929527E1,1.159033012E1
9.179679978E1,2.825157928E1,2.115277290E1,1.113064384E1
9.180677908E1,3.704069519E1,2.321417999E1,1.149216843E1
9.181697201E1,3.951150894E1,2.256056213E1,1.321599293E1
9.182679855E1,3.589387131E1,2.019748497E1,1.554794598E1
9.183677785E1,3.191231537E1,1.606030464E1,1.496854877E1
9.184678747E1,3.021722031E1,1.274912453E1,1.333330917E1
9.185679732E1,2.930502892E1,1.010831928E1,1.107078838E1
9.186677662E1,2.761711693E1,7.311892033E0,7.848193169E0
9.187678647E1,2.428917694E1,4.671087742E0,4.185064793E0
9.188679608E1,1.983117294E1,1.987187386E0,1.024718285E0
9.189677539E1,1.504995155E1,5.027823523E-2,-9.648633003E-1
9.190678501E1,1.217212105E1,-1.709460020E0,-1.762132406E0
9.191679485E1,1.103248119E1,-3.138798475E0,-1.707065821E0
9.192677416E1,1.041477776E1,-4.443638325E0,-1.335964561E0
9.193678401E1,9.586383820E0,-5.853823185E0,-1.345541358E0
9.194679362E1,8.427590370E0,-7.283161640E0,-1.486799240E0
9.195677293E1,7.443572998E0,-8.451532364E0,-1.448492050E0
9.196678255E1,6.993463039E0,-9.540893555E0,-1.278503656E0
9.197679239E1,6.564900875E0,-1.080024433E1,-1.022324085E0
9.198677170E1,5.918466568E0,-1.200692177E1,-6.655880809E-1
9.199678155E1,5.013458252E0,-1.290714169E1,-1.005564690E0
9.200679116E1,3.636792421E0,-1.361582470E1,-2.260126352E0
9.201677047E1,1.814804912E0,-1.443943024E1,-4.065354347E0
9.202678032E1,5.267243832E-2,-1.504755783E1,-5.430049419E0
9.203678993E1,-1.714248419E0,-1.520078659E1,-6.222530365E0
9.204679978E1,-3.440467834E0,-1.503798103E1,-6.153098583E0
9.205677908E1,-4.529829502E0,-1.491827106E1,-5.554547787E0
9.206678870E1,-3.148375273E0,-1.469082165E1,-4.587290287E0
9.207679855E1,2.466027737E-1,-1.374990082E1,-3.107673883E0
9.208677785E1,4.206612587E0,-1.228464890E1,-1.565807939E0
9.209678747E1,7.644686222E0,-1.032858658E1,-5.817909837E-1
9.210679732E1,9.849745750E0,-8.362946510E0,-5.865794420E-1
9.211677662E1,1.171722317E1,-6.619967937E0,-1.802833915E0
9.212678624E1,1.357991219E1,-5.032611847E0,-4.747702122E0
9.213679608E1,1.265575027E1,-4.065354347E0,-8.549694061E0
9.214677539E1,1.131978607E1,-3.488351822E0,-1.125274754E1
9.215678524E1,1.158314800E1,-3.143586874E0,-1.122162342E1
9.216679486E1,1.376905441E1,-2.760514498E0,-7.376535416E0
9.217677416E1,1.874899292E1,-9.935936928E-1,-9.720458984E-1
9.218678378E1,2.872802544E1,2.324769735E0,6.713341713E0
9.219679362E1,3.972220230E1,8.638279915E0,1.484644508E1
9.220677293E1,4.597824860E1,1.516726780E1,1.797327232E1
9.221678278E1,4.343799973E1,1.956781006E1,1.457829380E1
9.222679239E1,3.622666550E1,2.179441833E1,7.496245384E0
9.223677170E1,2.920447159E1,2.290772247E1,2.106897533E-1
9.224678155E1,2.613989449E1,2.282871246E1,-4.340687752E0
9.225679116E1,2.495715904E1,2.250549507E1,-5.018246651E0
9.226677047E1,2.319263268E1,2.182075500E1,-3.275267839E0
9.227678032E1,2.048718452E1,2.025255203E1,-7.110779285E-1
9.228678993E1,1.741781807E1,1.848563194E1,1.031900883E0
9.229679978E1,1.431253815E1,1.666603851E1,2.193088770E0
9.230677909E1,1.129344940E1,1.497333717E1,2.650381327E0
9.231678870E1,8.523358345E0,1.344583702E1,2.573766708E0
9.232679855E1,6.100425720E0,1.224394703E1,2.312798738E0
9.233677786E1,4.077325344E0,1.140118885E1,2.130839586E0
9.234678747E1,2.403778553E0,1.079066753E1,2.214636564E0
9.235679732E1,1.632845521E0,1.055364132E1,2.923320293E0
9.236677662E1,1.280897856E0,1.045547867E1,3.986345768E0
9.237678647E1,1.223437071E0,1.054645824E1,5.580883980E0
9.238679609E1,7.422025204E-1,1.092234802E1,7.431602001E0
9.239677539E1,3.112462163E-2,1.143470764E1,8.760383606E0
9.240678524E1,-7.230489254E-1,1.198776817E1,9.390059471E0
9.241679486E1,-2.343923569E0,1.254801083E1,9.141061783E0
9.242677416E1,-3.394978046E0,1.286883450E1,8.152256966E0
9.243678401E1,-3.605667830E0,1.298375607E1,7.201758862E0
9.244679362E1,-2.774879694E0,1.291193008E1,7.120356083E0
9.245677293E1,-6.799532771E-1,1.293587208E1,8.039729118E0
9.246678278E1,1.489193439E0,1.301966858E1,8.892065048E0
9.247679239E1,3.550601006E0,1.268448067E1,8.894459724E0
9.248677170E1,6.064512730E0,1.268448067E1,8.353369713E0
9.249678155E1,9.710882187E0,1.291671848E1,7.400477409E0
9.250679116E1,1.236365795E1,1.353681660E1,6.684611320E0
9.251677047E1,1.483926201E1,1.500925064E1,7.433996201E0
9.252678032E1,1.697249603E1,1.691024590E1,9.624691010E0
9.253678993E1,1.912248802E1,1.871786880E1,1.263899040E1
9.254679978E1,2.700659561E1,2.107615662E1,1.715924263E1
9.255677909E1,3.573824692E1,2.255337906E1,2.012326622E1
9.256678870E1,3.708378983E1,2.045845413E1,1.662773132E1
9.257679855E1,3.343502808E1,1.691982269E1,1.018972206E1
9.258677786E1,3.066493607E1,1.501882744E1,5.204994678E0
9.259678747E1,3.008074951E1,1.289038181E1,7.661445141E-1
9.260679732E1,2.760754013E1,9.974244118E0,-2.659958124E0
9.261677662E1,2.258450508E1,6.981492043E0,-4.671087742E0
9.262678647E1,1.754710388E1,4.096478939E0,-5.341464043E0
9.263679609E1,1.299812126E1,1.256955862E0,-5.075707436E0
9.264677539E1,9.540893555E0,-4.979939461E-1,-3.703830004E0
9.265678524E1,7.407660007E0,-1.630451322E0,-1.750161409E0
9.266679486E1,7.034164429E0,-3.083731890E0,-3.878606856E-1
9.267677416E1,6.804321289E0,-4.491522312E0,-4.381389022E-1
9.268678378E1,6.019022942E0,-5.904101372E0,-1.197100878E0
9.269679363E1,4.606443882E0,-7.177816868E0,-1.910573006E0
9.270677293E1,3.107673883E0,-8.370129585E0,-2.123656988E0
9.271678255E1,2.683900118E0,-9.253589630E0,-1.968033791E0
9.272679239E1,2.987963676E0,-1.013704967E1,-1.740584612E0
9.273677170E1,3.430891037E0,-1.102529907E1,-1.608903527E0
9.274678155E1,3.440467834E0,-1.195903778E1,-1.752555609E0
9.275679116E1,2.784456491E0,-1.282095051E1,-2.458845139E0
9.276677047E1,1.400607944E0,-1.371638107E1,-3.823540211E0
9.277678032E1,-2.729389966E-1,-1.464293766E1,-5.372588634E0
9.278678993E1,-2.655169725E0,-1.509065342E1,-6.212953568E0
9.279679978E1,-4.182670593E0,-1.505713463E1,-6.253654957E0
9.280677909E1,-3.670311213E0,-1.492066479E1,-5.449203014E0
9.281678870E1,-1.412579060E0,-1.443464184E1,-3.548206806E0
9.282679855E1,1.644816518E0,-1.375947762E1,-1.821987510E0
9.283677786E1,5.228936672E0,-1.276827812E1,-3.399766386E-1
9.284678747E1,8.070854187E0,-1.135809326E1,3.016694188E-1
9.285679732E1,9.952696800E0,-9.701305389E0,-9.935936928E-1
9.286677662E1,9.926360130E0,-8.619126320E0,-4.599261284E0
9.287678647E1,1.101093388E1,-7.055712223E0,-7.410054207E0
9.288679609E1,1.470039845E1,-4.831499100E0,-7.584830761E0
9.289677540E1,1.920149803E1,-2.269703150E0,-5.049371243E0
9.290678501E1,2.514869499E1,9.528923035E-1,-7.900865674E-1
9.291679486E1,3.250607681E1,5.011064053E0,3.699041605E0
9.292677416E1,4.005260086E1,9.550470352E0,7.544129372E0
9.293678401E1,4.262876129E1,1.350569153E1,9.332598686E0
9.294679363E1,3.933433914E1,1.628536034E1,7.577648163E0
9.295677293E1,3.408146286E1,1.764287186E1,3.622427225E0
9.296678255E1,3.105519104E1,1.844253540E1,4.644751251E-1
9.297679240E1,2.970007133E1,1.862210083E1,-1.130063176E0
9.298677170E1,2.760754013E1,1.855266953E1,-1.094150186E0
9.299678155E1,2.426762772E1,1.815044403E1,-1.388636976E-1
9.300679116E1,2.167949677E1,1.758780479E1,6.320692301E-1
9.301677047E1,1.905784607E1,1.704432106E1,1.185129881E0
9.302678032E1,1.641464615E1,1.633085060E1,1.422155857E0
9.303678993E1,1.410663605E1,1.570356941E1,1.493981838E0
9.304679978E1,1.282095051E1,1.523909378E1,1.587355733E0
9.305677909E1,1.154244614E1,1.510741234E1,1.798045516E0
9.306678870E1,1.006522369E1,1.489672279E1,1.841141105E0
9.307679855E1,7.955932140E0,1.463575459E1,1.836352706E0
9.308677786E1,5.468356609E0,1.418325043E1,1.956062794E0
9.309678747E1,3.416525841E0,1.381693840E1,2.463633537E0
9.310679732E1,1.841141105E0,1.368286228E1,3.368641853E0
9.311677663E1,4.237737060E-1,1.367089176E1,4.331110954E0
9.312678647E1,-8.547300100E-1,1.366131496E1,5.200206280E0
9.313679609E1,-2.229001760E0,1.383848572E1,5.968744755E0
9.314677540E1,-3.031059265E0,1.403481007E1,6.440402508E0
9.315678501E1,-2.636016130E0,1.431972027E1,6.433219910E0
9.316679486E1,-2.073378563E0,1.426944256E1,5.901707172E0
9.317677417E1,-1.223437071E0,1.400847435E1,5.252878666E0
9.318678401E1,-1.106121182E0,1.366131496E1,4.525041103E0
9.319679363E1,-5.219359994E-1,1.315135002E1,3.526659012E0
9.320677293E1,6.847416759E-1,1.261265469E1,3.031059265E0
9.321678255E1,2.952050686E0,1.204283428E1,4.050989151E0
9.322679240E1,5.453991413E0,1.168370438E1,6.028599739E0
9.323677170E1,8.480262756E0,1.183693314E1,8.640673637E0
9.324678155E1,1.213620853E1,1.299572659E1,1.141794777E1
9.325679117E1,1.579694271E1,1.478898430E1,1.327105999E1
9.326677047E1,1.937148666E1,1.707305145E1,1.403481007E1
9.327678032E1,2.680548286E1,1.967076111E1,1.446816063E1
9.328678993E1,3.400724030E1,2.102348518E1,1.267011547E1
9.329679978E1,3.567360687E1,2.132994270E1,8.647856712E0
9.330677909E1,3.526180267E1,2.032677269E1,3.964797974E0
9.331678870E1,3.432327652E1,1.811931801E1,6.272808313E-1
9.332679855E1,3.333686447E1,1.570835781E1,-4.261679053E-1
9.333677786E1,3.146459961E1,1.272996998E1,-5.770025849E-1
9.334678747E1,2.812229347E1,9.308655739E0,-1.127668977E0
9.335679732E1,2.308968163E1,5.432443619E0,-2.334346771E0
9.336677663E1,1.799003220E1,3.284844637E0,-3.189076662E0
9.337678647E1,1.425028896E1,1.774103403E0,-3.634398222E0
9.338679609E1,1.198776817E1,-2.394201607E-2,-3.397372246E0
9.339677540E1,9.904812813E0,-1.570596337E0,-2.688688517E0
9.340678501E1,8.990227699E0,-3.330334663E0,-1.685518026E0
