"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.307284496E2,-8.599972725E0,-1.016099167E1,-4.041412354E0
1.307384496E2,-9.258378029E0,-1.058955383E1,-3.663128614E0
1.307484496E2,-1.003170490E1,-1.086728191E1,-3.414131641E0
1.307584496E2,-1.097023201E1,-1.102051067E1,-3.327940464E0
1.307684496E2,-1.189200020E1,-1.086967564E1,-3.131615877E0
1.307784496E2,-1.269166279E1,-1.029267311E1,-3.031059265E0
1.307884496E2,-1.342189503E1,-9.459490776E0,-3.071760893E0
1.307984496E2,-1.425986576E1,-8.530540466E0,-3.134010077E0
1.308084496E2,-1.525824738E1,-7.407660007E0,-3.311181068E0
1.308184496E2,-1.660857773E1,-6.560112476E0,-3.806780815E0
1.308284496E2,-1.750161362E1,-6.014234543E0,-4.606443882E0
1.308384496E2,-1.787750435E1,-5.734113216E0,-5.358223438E0
1.308484496E2,-1.787750435E1,-5.734113216E0,-5.358223438E0
1.308584496E2,-1.670673943E1,-5.078101635E0,-5.815515995E0
1.308684496E2,-1.568441486E1,-5.058948040E0,-5.734113216E0
1.308784496E2,-1.488954067E1,-5.193023682E0,-5.667075634E0
1.308884496E2,-1.443224812E1,-5.389348030E0,-5.638344765E0
1.308984496E2,-1.441069984E1,-5.521028996E0,-5.521028996E0
1.309084496E2,-1.448731422E1,-5.403713226E0,-5.473145008E0
1.309184496E2,-1.447534370E1,-5.049371243E0,-5.578489780E0
1.309284496E2,-1.426704788E1,-4.795586109E0,-5.710171223E0
1.309384496E2,-1.408269405E1,-4.793191910E0,-5.662287235E0
1.309484496E2,-1.377144814E1,-4.886565685E0,-5.240907669E0
1.309584496E2,-1.343865395E1,-5.011064053E0,-4.290409565E0
1.309684496E2,-1.319205093E1,-5.049371243E0,-3.500322819E0
1.309784496E2,-1.355118179E1,-5.434837818E0,-2.971204281E0
1.309884496E2,-1.420479870E1,-5.875370979E0,-2.430114746E0
1.309984496E2,-1.477940750E1,-6.270414352E0,-1.953668594E0
1.310084496E2,-1.535880375E1,-6.849811077E0,-1.563413739E0
1.310184496E2,-1.569638634E1,-7.620744228E0,-1.264138460E0
1.310284496E2,-1.549766731E1,-8.631096840E0,-1.070208192E0
1.310384496E2,-1.529416084E1,-9.701305389E0,-1.034295082E0
1.310484496E2,-1.504995155E1,-1.094868469E1,-9.888052940E-1
1.310584496E2,-1.470518684E1,-1.218648624E1,-8.882488012E-1
1.310684496E2,-1.426944256E1,-1.327345467E1,-7.924807668E-1
1.310784496E2,-1.363737297E1,-1.399889755E1,-5.650315881E-1
1.310884496E2,-1.283770943E1,-1.420001030E1,-4.165911078E-1
1.310984496E2,-1.200213337E1,-1.395101357E1,-2.418143749E-1
1.311084496E2,-1.116416264E1,-1.355357552E1,-4.094084799E-1
1.311184496E2,-1.067335129E1,-1.315135002E1,-7.062895298E-1
1.311284496E2,-1.031422138E1,-1.276827812E1,-9.935936928E-1
1.311384496E2,-9.964667320E0,-1.259350109E1,-1.355118155E0
1.311484496E2,-9.964667320E0,-1.259350109E1,-1.355118155E0
1.311584496E2,-8.853757858E0,-1.236126328E1,-2.008735180E0
1.311684496E2,-8.149862289E0,-1.237562847E1,-2.221819162E0
1.311784496E2,-7.311892033E0,-1.235408115E1,-2.422932148E0
1.311884496E2,-6.481103897E0,-1.219606304E1,-2.609679937E0
1.311984496E2,-5.633556366E0,-1.201171017E1,-2.750937700E0
1.312084496E2,-4.987122059E0,-1.184172153E1,-2.858676910E0
1.312184496E2,-4.268861771E0,-1.157357121E1,-2.949656487E0
1.312284496E2,-3.804386616E0,-1.126711273E1,-2.808398485E0
1.312384496E2,-3.608062029E0,-1.092713642E1,-2.552218914E0
1.312484496E2,-3.569754839E0,-1.053448772E1,-2.161964178E0
1.312584496E2,-3.433285236E0,-1.014423275E1,-1.807622313E0
1.312684496E2,-3.390189648E0,-9.763554573E0,-1.410184860E0
1.312784496E2,-3.208230257E0,-9.390059471E0,-1.216254473E0
1.312884496E2,-2.774879694E0,-9.155426979E0,-1.553836942E0
1.312984496E2,-2.379836559E0,-9.021351814E0,-2.114080191E0
1.313084496E2,-2.109291792E0,-8.848969460E0,-2.540247917E0
1.313184496E2,-1.922544003E0,-8.781931877E0,-2.944868088E0
1.313284496E2,-1.845929503E0,-8.829815865E0,-3.208230257E0
1.313384496E2,-1.893813491E0,-8.911218643E0,-3.385401249E0
1.313484496E2,-2.260126352E0,-9.234436035E0,-3.390189648E0
1.313584496E2,-2.621650934E0,-9.768342972E0,-3.464409828E0
1.313684496E2,-2.712630510E0,-1.024957752E1,-3.406949043E0
1.313784496E2,-2.600103140E0,-1.069968700E1,-2.839523315E0
1.313884496E2,-2.430114746E0,-1.097980881E1,-2.056619167E0
1.313984496E2,-2.130839586E0,-1.112106705E1,-1.180341482E0
1.314084496E2,-1.855506301E0,-1.128147888E1,-3.160346150E-1
1.314184496E2,-1.515529633E0,-1.108994198E1,5.889736414E-1
1.314284496E2,-8.954314590E-1,-1.005085850E1,1.592144132E0
1.314384496E2,-5.817909837E-1,-8.616731644E0,2.504334927E0
1.314484496E2,-1.201889277E0,-7.513004780E0,3.002328873E0
1.314584496E2,-2.161964178E0,-7.096413612E0,2.889801502E0
1.314684496E2,-3.098097086E0,-7.326257229E0,1.544260144E0
1.314784496E2,-3.751713991E0,-8.106766701E0,-6.464344859E-1
1.314884496E2,-4.625597477E0,-9.208099365E0,-3.248931646E0
1.314984496E2,-5.681440830E0,-9.983820915E0,-5.691017628E0
1.315084496E2,-6.481103897E0,-1.010113716E1,-7.558494568E0
1.315184496E2,-6.849811077E0,-9.718064308E0,-8.681375504E0
1.315284496E2,-7.062894821E0,-9.311050415E0,-9.332598686E0
1.315384496E2,-7.400477409E0,-9.062053680E0,-9.885659218E0
1.315484496E2,-7.345410824E0,-9.062053680E0,-9.974244118E0
1.315584496E2,-6.933608055E0,-8.916007042E0,-9.531316757E0
1.315684496E2,-6.483498096E0,-8.741230011E0,-8.726864815E0
1.315784496E2,-6.169857979E0,-8.583212852E0,-7.752425194E0
1.315884496E2,-6.088454723E0,-8.418013573E0,-6.770802498E0
1.315984496E2,-6.038176537E0,-8.322244644E0,-5.849034786E0
1.316084496E2,-6.002263546E0,-8.216899872E0,-4.853046894E0
1.316184496E2,-6.045359135E0,-8.135497093E0,-4.192247391E0
1.316284496E2,-6.263231754E0,-8.236053467E0,-3.873818398E0
1.316384496E2,-6.754043102E0,-8.355764389E0,-3.711012602E0
1.316484496E2,-7.232883453E0,-8.463502884E0,-3.665522814E0
1.316584496E2,-8.209717751E0,-8.568847656E0,-3.567360640E0
1.316684496E2,-9.081207275E0,-8.686163902E0,-3.411737442E0
1.316784496E2,-9.880870819E0,-8.762778282E0,-3.157952070E0
1.316884496E2,-1.045547867E1,-8.841787338E0,-2.861071110E0
1.316984496E2,-1.090080070E1,-8.918401718E0,-2.636016130E0
1.317084496E2,-1.119768143E1,-9.066842079E0,-2.487575531E0
1.317184496E2,-1.128387260E1,-9.131484985E0,-2.322375536E0
1.317284496E2,-1.128866100E1,-9.172186852E0,-2.157175779E0
1.317384496E2,-1.124795914E1,-9.210494041E0,-1.989581585E0
1.317484496E2,-1.122641182E1,-9.100360870E0,-1.912967205E0
1.317584496E2,-1.130063248E1,-8.911218643E0,-1.893813491E0
1.317684496E2,-1.128387260E1,-8.676587105E0,-1.948880196E0
1.317784496E2,-1.134133339E1,-8.470685959E0,-2.190694571E0
1.317884496E2,-1.158793640E1,-8.489839554E0,-2.559401512E0
1.317984496E2,-1.189200020E1,-8.499416351E0,-2.849100113E0
1.318084496E2,-1.198297977E1,-8.425195694E0,-2.913743496E0
1.318184496E2,-1.192312431E1,-8.176198959E0,-2.736572504E0
1.318284496E2,-1.188242340E1,-8.173804283E0,-2.612074137E0
1.318384496E2,-1.183932781E1,-8.094796181E0,-2.487575531E0
1.318484496E2,-1.186326981E1,-7.869740963E0,-2.475604534E0
1.318584496E2,-1.232056236E1,-7.615955830E0,-2.700659513E0
1.318684496E2,-1.290474701E1,-7.539340973E0,-3.031059265E0
1.318784496E2,-1.331415558E1,-7.218518257E0,-3.318363667E0
1.318884496E2,-1.359188271E1,-6.430825710E0,-3.411737442E0
1.318984496E2,-1.404678154E1,-5.331887245E0,-3.478775024E0
1.319084496E2,-1.464293766E1,-4.582501888E0,-3.622427225E0
1.319184496E2,-1.502361584E1,-3.914519787E0,-3.689464808E0
1.319284496E2,-1.503079796E1,-3.428496838E0,-3.596091032E0
1.319384496E2,-1.461420727E1,-2.750937700E0,-3.368641853E0
1.319484496E2,-1.454238129E1,-2.576161146E0,-2.995146275E0
1.319584496E2,-1.492784786E1,-2.772485495E0,-2.602497339E0
1.319684496E2,-1.551442719E1,-3.134010077E0,-2.384624958E0
1.319784496E2,-1.592862415E1,-3.541024208E0,-2.334346771E0
1.319884496E2,-1.613931274E1,-4.146757126E0,-2.298433542E0
1.319984496E2,-1.601242065E1,-4.927267075E0,-2.341529369E0
1.320084496E2,-1.545936012E1,-5.954379559E0,-2.542642117E0
1.320184496E2,-1.499488544E1,-7.206547260E0,-2.844311714E0
1.320284496E2,-1.453040981E1,-8.506598473E0,-3.083731890E0
1.320384496E2,-1.402044487E1,-9.902418137E0,-3.069366693E0
1.320484496E2,-1.335725117E1,-1.078348446E1,-2.885013103E0
1.320584496E2,-1.252167511E1,-1.116655636E1,-2.557007313E0
1.320684496E2,-1.171722317E1,-1.106839466E1,-2.063801765E0
1.320784496E2,-1.094389629E1,-1.060631371E1,-1.623268723E0
1.320884496E2,-1.048899746E1,-1.022563553E1,-1.443703651E0
1.320984496E2,-1.015380955E1,-9.746794701E0,-1.268926859E0
1.321084496E2,-9.816226959E0,-9.665391922E0,-1.393425345E0
1.321184496E2,-9.433155060E0,-9.849745750E0,-1.613691926E0
1.321284496E2,-9.102754593E0,-1.013704967E1,-1.771709204E0
1.321384496E2,-8.805873871E0,-1.050815105E1,-1.905784607E0
1.321484496E2,-8.494627953E0,-1.084333992E1,-1.879448295E0
1.321584496E2,-7.955932140E0,-1.110909557E1,-1.958456993E0
1.321684496E2,-7.489062786E0,-1.131499767E1,-2.142810583E0
1.321784496E2,-6.940790653E0,-1.149695683E1,-2.233790159E0
1.321884496E2,-6.086060524E0,-1.146583176E1,-2.317587137E0
1.321984496E2,-5.408501625E0,-1.137724686E1,-2.528276920E0
1.322084496E2,-4.929661274E0,-1.127190113E1,-2.736572504E0
1.322184496E2,-4.541800499E0,-1.104445267E1,-2.947262287E0
1.322284496E2,-4.690241337E0,-1.090558910E1,-2.870647907E0
1.322384496E2,-5.070919037E0,-1.079545593E1,-2.633621931E0
1.322484496E2,-5.358223438E0,-1.060631371E1,-2.300827742E0
1.322584496E2,-5.492298603E0,-1.042435455E1,-2.008735180E0
1.322684496E2,-5.506663799E0,-1.030703831E1,-1.996764183E0
1.322784496E2,-5.664681435E0,-1.032619190E1,-2.080561161E0
1.322884496E2,-5.530605793E0,-1.038125896E1,-2.288856745E0
1.322984496E2,-5.269638062E0,-1.056561184E1,-2.410961151E0
1.323084496E2,-4.908113480E0,-1.087925243E1,-2.547430515E0
1.323184496E2,-4.390965939E0,-1.122401714E1,-2.643198729E0
1.323284496E2,-3.519476414E0,-1.157357121E1,-2.700659513E0
1.323384496E2,-2.750937700E0,-1.176510715E1,-2.573766708E0
1.323484496E2,-1.996764183E0,-1.181777954E1,-2.305616140E0
1.323584496E2,-1.187524080E0,-1.160469532E1,-2.073378563E0
1.323684496E2,-7.422025204E-1,-1.130542088E1,-1.829170108E0
1.323784496E2,-1.173158810E-1,-1.056561184E1,-1.285686255E0
1.323884496E2,2.633621991E-1,-9.988609314E0,-7.565677166E-1
1.323984496E2,6.009446383E-1,-9.775525093E0,-3.160346150E-1
1.324084496E2,1.070208192E0,-9.871294022E0,-4.596867263E-1
1.324184496E2,1.268926859E0,-1.008677197E1,-1.022324085E0
1.324284496E2,8.331822157E-1,-1.032379818E1,-1.470039845E0
1.324384496E2,-9.097966552E-2,-1.059434223E1,-2.008735180E0
1.324484496E2,-1.625662923E0,-1.078827286E1,-2.612074137E0
1.324584496E2,-3.462015629E0,-1.088882923E1,-3.148375273E0
1.324684496E2,-5.073313236E0,-1.091755962E1,-3.768473387E0
1.324784496E2,-6.512228489E0,-1.090798283E1,-4.285621166E0
1.324884496E2,-7.374141216E0,-1.086728191E1,-4.817133904E0
1.324984496E2,-7.757213593E0,-1.074996567E1,-5.228936672E0
1.325084496E2,-7.809885979E0,-1.069250488E1,-5.492298603E0
1.325184496E2,-7.328651428E0,-1.058237171E1,-5.645527840E0
1.325284496E2,-6.641515732E0,-1.035492229E1,-5.700594425E0
1.325384496E2,-5.353435040E0,-9.928754807E0,-5.427655220E0
1.325484496E2,-4.642356873E0,-9.574412346E0,-4.915296078E0
1.325584496E2,-4.458003521E0,-9.306262016E0,-4.422090530E0
1.325684496E2,-4.443638325E0,-9.002198219E0,-3.957615376E0
1.325784496E2,-4.750096321E0,-8.722076416E0,-3.653551817E0
1.325884496E2,-5.331887245E0,-8.485051155E0,-3.579331636E0
1.325984496E2,-5.331887245E0,-8.485051155E0,-3.579331636E0
1.325984496E2,-6.040570736E0,-8.370129585E0,-3.560178041E0
1.326184496E2,-7.524975777E0,-8.549694061E0,-3.430891037E0
1.326284496E2,-8.123526573E0,-8.805873871E0,-3.229778051E0
1.326384496E2,-8.731653214E0,-9.220070839E0,-2.978386879E0
1.326484496E2,-9.052476883E0,-9.583989143E0,-2.647987127E0
1.326584496E2,-9.531316757E0,-9.979032516E0,-2.219424963E0
1.326684496E2,-1.001973438E1,-1.027591324E1,-1.941697598E0
1.326784496E2,-1.001973438E1,-1.027591324E1,-1.941697598E0
1.326884496E2,-1.065180302E1,-1.076672459E1,-1.441309452E0
1.326984496E2,-1.093192482E1,-1.096783829E1,-1.312022567E0
1.327084496E2,-1.128626728E1,-1.117373943E1,-9.313444495E-1
1.327184496E2,-1.163103199E1,-1.105163479E1,-4.477157295E-1
1.327284496E2,-1.184650993E1,-1.078827286E1,-1.340752989E-1
1.327384496E2,-1.221521664E1,-1.064701462E1,-1.244984865E-1
1.327484496E2,-1.247857952E1,-1.055842972E1,-2.298433632E-1
1.327584496E2,-1.258871269E1,-1.018972206E1,-1.939303428E-1
1.327684496E2,-1.258871269E1,-9.849745750E0,-1.915361285E-1
1.327784496E2,-1.259828949E1,-9.490615845E0,-1.819593310E-1
1.327884496E2,-1.302206326E1,-9.279925346E0,-1.316810995E-1
1.327984496E2,-1.352484512E1,-8.990227699E0,-1.556231081E-1
1.328084496E2,-1.427183628E1,-8.836998940E0,-2.705447972E-1
1.328184496E2,-1.497094345E1,-8.619126320E0,-9.265560508E-1
1.328284496E2,-1.504995155E1,-8.276755333E0,-2.339135170E0
1.328384496E2,-1.464533138E1,-7.970297337E0,-4.630385876E0
1.328484496E2,-1.388158131E1,-7.168240070E0,-6.507440090E0
1.328584496E2,-1.328303146E1,-5.987898350E0,-8.042123795E0
1.328684496E2,-1.300051498E1,-4.994304657E0,-9.095572472E0
1.328784496E2,-1.311783123E1,-4.268861771E0,-9.452308655E0
1.328884496E2,-1.332852077E1,-3.756502390E0,-9.315838814E0
1.328984496E2,-1.352723980E1,-3.447650433E0,-8.954314232E0
1.329084496E2,-1.356075859E1,-3.383007050E0,-8.370129585E0
1.329184496E2,-1.338358784E1,-3.610456228E0,-7.553706169E0
1.329284496E2,-1.310346603E1,-3.912125587E0,-6.823474884E0
1.329384496E2,-1.241154194E1,-4.661510944E0,-5.544970989E0
1.329484496E2,-1.193748951E1,-5.267243862E0,-4.596867085E0
1.329584496E2,-1.162863731E1,-5.987898350E0,-3.727771997E0
1.329684496E2,-1.158793640E1,-6.777985096E0,-3.045424461E0
1.329784496E2,-1.172679996E1,-7.795520782E0,-2.588132143E0
1.329884496E2,-1.176750088E1,-8.678980827E0,-2.272097349E0
1.329984496E2,-1.162624359E1,-9.222464561E0,-1.893813491E0
1.330084496E2,-1.133893967E1,-9.416395187E0,-1.527500629E0
1.330184496E2,-1.104445267E1,-9.263166428E0,-1.089361787E0
1.330284496E2,-1.073560047E1,-9.045293808E0,-7.302315235E-1
1.330384496E2,-1.042914295E1,-8.841787338E0,-4.764461517E-1
1.330484496E2,-1.011071396E1,-8.753201485E0,-3.734954596E-1
1.330584496E2,-9.876082420E0,-8.779537201E0,-2.609679997E-1
1.330684496E2,-9.619902611E0,-8.939949036E0,-1.292868853E-1
1.330784496E2,-9.208099365E0,-9.200917244E0,-2.394201700E-3
1.330884496E2,-8.939949036E0,-9.430760384E0,1.388636976E-1
1.330984496E2,-8.619126320E0,-9.890447617E0,4.165911078E-1
1.331084496E2,-8.398859978E0,-1.030224991E1,5.650315881E-1
1.331184496E2,-8.176198959E0,-1.064940929E1,6.607996821E-1
1.331284496E2,-7.905653954E0,-1.095107841E1,6.153098345E-1
1.331384496E2,-7.601590633E0,-1.123838234E1,4.716577232E-1
1.331484496E2,-7.316680431E0,-1.143949604E1,2.466027737E-1
1.331584496E2,-7.127538681E0,-1.161906052E1,-4.788403399E-3
1.331684496E2,-6.897695065E0,-1.184890461E1,-3.447650373E-1
1.331784496E2,-6.540958881E0,-1.199495029E1,-6.440402865E-1
1.331884496E2,-6.337451935E0,-1.215057373E1,-8.834604025E-1
1.331984496E2,-6.057330132E0,-1.218648624E1,-1.132457376E0
1.332084496E2,-5.844246387E0,-1.207395935E1,-1.168370485E0
1.332184496E2,-5.714959621E0,-1.187763500E1,-1.333570361E0
1.332284496E2,-5.463568211E0,-1.165736771E1,-1.915361404E0
1.332384496E2,-5.202600479E0,-1.158554173E1,-2.576161146E0
1.332484496E2,-4.707000732E0,-1.157835960E1,-2.944868088E0
1.332584496E2,-4.096478939E0,-1.160230160E1,-2.877830505E0
1.332684496E2,-3.179499865E0,-1.166694450E1,-2.662352324E0
1.332784496E2,-2.082955360E0,-1.164779091E1,-2.456450939E0
1.332884496E2,-1.228225470E0,-1.151371574E1,-2.444479942E0
1.332984496E2,-7.709329724E-1,-1.128866100E1,-2.559401512E0
1.333084496E2,-6.512228847E-1,-1.094389629E1,-2.583343744E0
1.333184496E2,-5.746083856E-1,-1.030703831E1,-2.193088770E0
1.333284496E2,-5.841852427E-1,-9.548076630E0,-1.630451322E0
1.333384496E2,-8.259995580E-1,-9.217676163E0,-1.024718285E0
1.333484496E2,-9.672574997E-1,-9.251194954E0,-6.248866320E-1
1.333584496E2,-1.039083481E0,-9.495404243E0,-2.992752194E-1
1.333684496E2,-1.151610970E0,-9.691728592E0,-1.675941236E-2
1.333784496E2,-1.726219416E0,-9.959878922E0,4.932055473E-1
1.333884496E2,-2.533065319E0,-1.010831928E1,8.499416113E-1
1.333984496E2,-3.524264812E0,-1.035731697E1,9.720458984E-1
1.334084496E2,-4.520252705E0,-1.048181534E1,8.068459630E-1
1.334184496E2,-5.468356609E0,-1.033098030E1,3.711012602E-1
1.334284496E2,-6.382941723E0,-1.014902115E1,-3.998316824E-1
1.334384496E2,-7.170634270E0,-1.004846478E1,-1.426944256E0
1.334484496E2,-7.333439827E0,-9.926360130E0,-2.382230759E0
1.334584496E2,-6.849811077E0,-9.672574997E0,-3.186682463E0
1.334684496E2,-5.829881191E0,-9.279925346E0,-3.818751812E0
1.334784496E2,-4.560954094E0,-8.784325600E0,-4.134786129E0
1.334884496E2,-3.337517262E0,-8.343792915E0,-3.969586372E0
1.334984496E2,-2.683900118E0,-8.018181801E0,-3.524264812E0
1.335084496E2,-2.547430515E0,-7.773972988E0,-2.916137695E0
1.335184496E2,-2.827552319E0,-7.493851185E0,-2.327163935E0
1.335284496E2,-3.292027235E0,-7.304709435E0,-2.008735180E0
1.335384496E2,-3.912125587E0,-6.845022678E0,-2.219424963E0
1.335484496E2,-4.192247391E0,-6.411672115E0,-3.066972494E0
1.335584496E2,-4.683058739E0,-6.241683960E0,-4.244919777E0
1.335684496E2,-5.214571476E0,-6.306327343E0,-5.142745018E0
1.335784496E2,-5.755661011E0,-6.495469093E0,-5.475539207E0
1.335884496E2,-6.481103897E0,-6.928819656E0,-5.169081688E0
1.335984496E2,-7.115567684E0,-7.386112213E0,-4.510675907E0
1.336084496E2,-7.565677166E0,-7.999027729E0,-4.127603531E0
1.336184496E2,-8.010998726E0,-8.949525833E0,-3.914519787E0
1.336284496E2,-8.458714485E0,-1.011071396E1,-3.531447411E0
1.336384496E2,-8.884882927E0,-1.111867237E1,-3.059789658E0
1.336484496E2,-9.179368973E0,-1.175792408E1,-2.695871115E0
1.336584496E2,-9.536105156E0,-1.241393566E1,-1.783680320E0
1.336684496E2,-9.744400978E0,-1.268687439E1,-1.237802267E0
1.336784496E2,-9.873687744E0,-1.275151825E1,-8.068459630E-1
1.336884496E2,-1.019211674E1,-1.260786629E1,-5.434837937E-1
1.336984496E2,-1.072841740E1,-1.210987186E1,-2.370259613E-1
1.337084496E2,-1.140118885E1,-1.163342571E1,-7.182604820E-2
1.337184496E2,-1.221042824E1,-1.115219116E1,-8.379705995E-2
1.337284496E2,-1.326387787E1,-1.080982113E1,-2.106897533E-1
1.337384496E2,-1.452801609E1,-1.060870743E1,-5.626373887E-1
1.337484496E2,-1.576581860E1,-1.031900978E1,-1.072602391E0
1.337584496E2,-1.671392250E1,-9.928754807E0,-1.711854219E0
1.337684496E2,-1.735317421E1,-9.627084732E0,-2.748543501E0
1.337784496E2,-1.758062363E1,-9.138668060E0,-3.708618402E0
1.337884496E2,-1.728134727E1,-8.341399193E0,-4.649539471E0
1.337984496E2,-1.669955635E1,-7.381323814E0,-5.446808815E0
1.338084496E2,-1.611058235E1,-6.698976517E0,-5.944802761E0
1.338184496E2,-1.510262394E1,-5.940014362E0,-6.607996464E0
1.338284496E2,-1.407790565E1,-5.267243862E0,-6.988674641E0
1.338384496E2,-1.278264332E1,-4.678270340E0,-7.431602001E0
1.338484496E2,-1.161187840E1,-4.395754337E0,-8.082824707E0
1.338584496E2,-1.083855152E1,-4.601655483E0,-8.743624687E0
1.338684496E2,-1.007719517E1,-5.114014626E0,-9.414001465E0
1.338784496E2,-9.476250648E0,-5.573701382E0,-9.246406555E0
1.338884496E2,-9.241618156E0,-6.057330132E0,-8.327033043E0
1.338984496E2,-9.437943459E0,-6.799532890E0,-7.362170219E0
1.339084496E2,-9.873687744E0,-7.697358608E0,-6.464344501E0
1.339184496E2,-1.027830791E1,-8.602366447E0,-5.365406036E0
1.339284496E2,-1.031661510E1,-9.047688484E0,-4.534617901E0
1.339384496E2,-1.003888798E1,-9.241618156E0,-3.555389643E0
1.339484496E2,-9.830592155E0,-9.064447403E0,-2.636016130E0
1.339584496E2,-9.543288231E0,-8.717288017E0,-1.841141105E0
1.339684496E2,-9.263166428E0,-8.379706383E0,-1.134851575E0
1.339784496E2,-8.975862503E0,-8.068459511E0,-5.626373887E-1
1.339884496E2,-8.664615631E0,-7.814674377E0,-1.987187415E-1
1.339984496E2,-8.279149055E0,-7.735665798E0,-3.351882473E-2
1.340084496E2,-7.872135162E0,-7.790732384E0,-6.943184882E-2
1.340184496E2,-7.431602001E0,-7.922413349E0,-2.370259613E-1
1.340284496E2,-6.940790653E0,-8.080430984E0,-5.027823448E-1
1.340384496E2,-6.533776283E0,-8.259995461E0,-7.230489254E-1
1.340484496E2,-6.191405773E0,-8.434772491E0,-9.361328483E-1
1.340584496E2,-5.944802761E0,-8.583212852E0,-1.225831270E0
1.340684496E2,-5.691017628E0,-8.743624687E0,-1.297657371E0
1.340784496E2,-5.568912983E0,-8.963891029E0,-1.424550056E0
1.340884496E2,-5.559336185E0,-9.181763649E0,-1.551442742E0
1.340984496E2,-5.343858242E0,-9.550470352E0,-1.742978811E0
1.341084496E2,-5.090072632E0,-9.794678688E0,-1.642422318E0
1.341184496E2,-4.625597477E0,-9.885659218E0,-1.493981838E0
1.341284496E2,-4.098873138E0,-1.005085850E1,-1.319205165E0
1.341384496E2,-3.658340216E0,-1.010353088E1,-1.182735682E0
1.341484496E2,-3.622427225E0,-1.016099167E1,-1.175553083E0
1.341584496E2,-3.976768970E0,-1.028070164E1,-1.285686255E0
1.341684496E2,-4.769249916E0,-1.042195988E1,-1.455674648E0
1.341784496E2,-5.600037575E0,-1.057040024E1,-1.572990537E0
1.341884496E2,-6.452373505E0,-1.074996567E1,-1.661576033E0
1.341984496E2,-7.146692276E0,-1.083136845E1,-1.790862918E0
1.342084496E2,-7.216124058E0,-1.065659142E1,-1.929726601E0
1.342184496E2,-7.151480675E0,-1.040520096E1,-2.315192938E0
1.342284496E2,-6.871358871E0,-1.042914295E1,-2.489969730E0
1.342384496E2,-5.990292549E0,-1.045547867E1,-2.391807556E0
1.342484496E2,-4.809951305E0,-1.025197124E1,-2.054224968E0
1.342584496E2,-3.708618402E0,-1.012507915E1,-1.460463047E0
1.342684496E2,-2.343923569E0,-1.027351952E1,-6.272808313E-1
1.342784496E2,-2.343923569E0,-1.027351952E1,-6.272808313E-1
1.342884496E2,1.084573388E0,-1.021127033E1,1.594538331E0
1.342984496E2,1.668758631E0,-1.008437729E1,2.521094322E0
1.343084496E2,1.343147159E0,-1.014662647E1,3.016694069E0
1.343184496E2,4.213795066E-1,-1.018493366E1,2.999934673E0
1.343284496E2,-1.216254473E0,-1.040041256E1,2.272097349E0
1.343384496E2,-2.875436306E0,-1.059194851E1,1.120486379E0
1.343484496E2,-4.627991676E0,-1.068292809E1,-4.189853072E-1
1.343584496E2,-6.148310184E0,-1.088643551E1,-1.960851192E0
1.343684496E2,-6.919242859E0,-1.092713642E1,-2.961627483E0
1.343784496E2,-7.139509678E0,-1.060152531E1,-4.462791920E0
1.343884496E2,-6.411672115E0,-9.892841339E0,-5.204994678E0
1.343984496E2,-5.420472622E0,-9.119514465E0,-5.501875401E0
1.344084496E2,-4.529829502E0,-8.437167168E0,-5.513846397E0
1.344184496E2,-3.830722809E0,-7.855375767E0,-5.319916248E0
1.344284496E2,-3.564966440E0,-7.513004780E0,-4.941632271E0
1.344384496E2,-3.667917013E0,-7.173028469E0,-4.436455727E0
1.344484496E2,-3.790021181E0,-6.763619900E0,-4.022258759E0
1.344584496E2,-4.091690540E0,-6.454767704E0,-3.785232782E0
1.344684496E2,-4.553771496E0,-6.258443356E0,-3.615244627E0
1.344784496E2,-5.082890034E0,-6.155492783E0,-3.464409828E0
1.344884496E2,-5.731719017E0,-6.287173748E0,-3.268085241E0
1.344984496E2,-6.399701118E0,-6.358999729E0,-2.861071110E0
1.345084496E2,-6.744466305E0,-6.426037312E0,-2.564189911E0
1.345184496E2,-7.055712223E0,-6.797138691E0,-2.432508945E0
1.345284496E2,-7.220912457E0,-7.237671852E0,-2.432508945E0
1.345384496E2,-7.663839817E0,-8.118738174E0,-2.415749550E0
1.345484496E2,-7.884106159E0,-8.724471092E0,-2.355894566E0
1.345584496E2,-8.097189903E0,-9.112331390E0,-2.209848166E0
1.345684496E2,-8.511386871E0,-9.346963882E0,-2.205059767E0
1.345784496E2,-8.801085472E0,-9.490615845E0,-2.212242365E0
1.345884496E2,-9.208099365E0,-9.708487511E0,-2.319981337E0
1.345984496E2,-9.533711433E0,-9.943120003E0,-2.437297344E0
1.346084496E2,-9.821015358E0,-1.002452278E1,-2.528276920E0
1.346184496E2,-1.023281765E1,-9.945513725E0,-2.619256735E0
1.346284496E2,-1.075475407E1,-9.672574997E0,-2.875436306E0
1.346384496E2,-1.149935055E1,-9.179368973E0,-3.289633036E0
1.346484496E2,-1.199255657E1,-8.834604263E0,-3.612850428E0
1.346584496E2,-1.342668343E1,-8.312667847E0,-4.376600742E0
1.346684496E2,-1.461660099E1,-7.905653954E0,-4.726154327E0
1.346784496E2,-1.630690765E1,-7.584830761E0,-5.125985622E0
1.346884496E2,-1.810495377E1,-7.225700855E0,-5.530605793E0
