"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.672060976E2,5.231237833E1,4.946773333E0,-4.013267589E0,2.419194430E-1,2.564999962E1,3.900000095E0,4.750000000E1
2.682060976E2,5.231239333E1,4.946836667E0,-4.113210286E0,0.000000000E0,2.562999916E1,3.900000095E0,4.779999924E1
2.692060976E2,5.231239667E1,4.946863333E0,-4.113190402E0,0.000000000E0,3.236999893E1,3.900000095E0,4.870000076E1
2.702060976E2,5.231238000E1,4.946910000E0,-4.413187628E0,0.000000000E0,4.922000122E1,3.900000095E0,4.970000076E1
2.712060976E2,5.231238000E1,4.946910000E0,-4.413187628E0,0.000000000E0,4.922000122E1,3.900000095E0,4.859999847E1
2.722060976E2,5.231238000E1,4.946910000E0,-4.413187628E0,0.000000000E0,4.922000122E1,3.900000095E0,4.600000000E1
2.732060976E2,5.231232167E1,4.947103333E0,-4.913160888E0,2.589052916E-1,9.137000275E1,3.900000095E0,4.670000076E1
2.742060976E2,5.231229833E1,4.947181667E0,-5.313149626E0,0.000000000E0,1.105199966E2,3.799999952E0,4.759999847E1
2.752060976E2,5.231228167E1,4.947238333E0,-5.513141176E0,0.000000000E0,1.276900024E2,3.799999952E0,4.840000153E1
2.762060976E2,5.231227333E1,4.947253333E0,-5.613144521E0,3.896447122E-1,1.367200012E2,3.900000095E0,4.940000153E1
2.772060976E2,5.231226667E1,4.947280000E0,-5.713138871E0,4.375138879E-1,1.311900024E2,3.900000095E0,5.050000000E1
2.782060976E2,5.231227167E1,4.947308333E0,-5.813115669E0,4.853830636E-1,1.354700012E2,3.900000095E0,4.929999924E1
2.792060976E2,5.231226833E1,4.947330000E0,-5.713108113E0,5.682533383E-1,1.291399994E2,3.900000095E0,5.029999924E1
2.802060976E2,5.231226000E1,4.947356667E0,-5.613104835E0,6.521530747E-1,1.351000061E2,3.900000095E0,5.140000153E1
2.812060976E2,5.231226000E1,4.947371667E0,-5.513096320E0,7.056841850E-1,1.480099945E2,3.900000095E0,5.259999847E1
2.822060976E2,5.231225667E1,4.947390000E0,-5.513090656E0,7.278172374E-1,1.493500061E2,3.900000095E0,5.390000153E1
2.832060976E2,5.231224833E1,4.947398333E0,-5.413097786E0,7.185522318E-1,8.620999908E1,3.900000095E0,5.070000076E1
2.842060976E2,5.231222667E1,4.947415000E0,-5.213119162E0,7.257583141E-1,2.690999985E1,3.799999952E0,5.029999924E1
2.852060976E2,5.231221667E1,4.947446667E0,-5.113115417E0,6.727419496E-1,9.733000183E1,3.799999952E0,4.620000076E1
2.862060976E2,5.231217667E1,4.947475000E0,-4.913156264E0,6.078869700E-1,3.674000168E1,3.700000048E0,4.500000000E1
2.872060976E2,5.231214000E1,4.947506667E0,-4.613190475E0,5.636208057E-1,9.359999847E1,3.599999905E0,4.520000076E1
2.882060976E2,5.231212667E1,4.947525000E0,-4.613199045E0,5.121486187E-1,1.020699997E2,3.599999905E0,4.570000076E1
2.892060976E2,5.231212000E1,4.947560000E0,-4.813188665E0,4.478083253E-1,1.267799988E2,3.599999905E0,4.459999847E1
2.902060976E2,5.231211333E1,4.947595000E0,-5.013178285E0,4.745738804E-1,1.576100006E2,3.500000000E0,4.290000153E1
2.912060976E2,5.231209167E1,4.947621667E0,-4.813193986E0,6.104605794E-1,1.555099945E2,3.500000000E0,4.320000076E1
2.922060976E2,5.231206833E1,4.947638333E0,-4.813217735E0,8.487769365E-1,1.571799927E2,3.500000000E0,4.370000076E1
2.932060976E2,5.231204500E1,4.947665000E0,-4.813235809E0,1.130844712E0,1.488600006E2,3.500000000E0,3.840000153E1
2.942060976E2,5.231202333E1,4.947686667E0,-4.813254348E0,1.321806669E0,1.511399994E2,3.500000000E0,3.879999924E1
2.952060976E2,5.231201000E1,4.947718333E0,-4.713255350E0,1.494753361E0,1.499400024E2,3.500000000E0,3.940000153E1
2.962060976E2,5.231199667E1,4.947768333E0,-4.613245946E0,1.631669402E0,1.465599976E2,3.500000000E0,4.029999924E1
2.972060976E2,5.231199167E1,4.947816667E0,-4.613225626E0,1.703215837E0,1.381399994E2,3.500000000E0,4.090000153E1
2.982060976E2,5.231199500E1,4.947831667E0,-4.713212367E0,1.716598630E0,1.219100037E2,3.500000000E0,4.170000076E1
2.992060976E2,5.231198667E1,4.947843333E0,-4.613217606E0,1.710936666E0,1.274400024E2,3.500000000E0,4.179999924E1
3.002060976E2,5.231198167E1,4.947856667E0,-4.613217154E0,1.662038088E0,1.518600006E2,3.500000000E0,4.209999847E1
3.012060976E2,5.231197667E1,4.947868333E0,-4.513217648E0,1.541593075E0,1.659100037E2,3.500000000E0,4.300000000E1
3.022060976E2,5.231197000E1,4.947875000E0,-4.513223353E0,1.346513391E0,1.731900024E2,3.500000000E0,4.190000153E1
3.032060976E2,5.231196500E1,4.947890000E0,-4.513221955E0,1.131359458E0,1.594499969E2,3.500000000E0,4.129999924E1
3.042060976E2,5.231195667E1,4.947901667E0,-4.513227194E0,9.944433570E-1,1.646100006E2,3.500000000E0,4.170000076E1
3.052060976E2,5.231194667E1,4.947921667E0,-4.513230075E0,9.218674898E-1,1.405099945E2,3.500000000E0,4.229999924E1
3.062060976E2,5.231193833E1,4.947936667E0,-4.413233422E0,8.580419421E-1,1.461900024E2,3.500000000E0,4.300000000E1
3.072060976E2,5.231192833E1,4.947956667E0,-4.413236303E0,8.683363795E-1,1.479900055E2,3.500000000E0,4.320000076E1
3.082060976E2,5.231194667E1,4.947993333E0,-4.013189394E0,8.848075271E-1,1.695500031E2,3.000000000E0,4.290000153E1
3.092060976E2,5.231194333E1,4.947998333E0,-4.113191301E0,8.765719533E-1,1.621000061E2,3.000000000E0,4.359999847E1
3.102060976E2,5.231194000E1,4.948005000E0,-4.013192261E0,8.106874824E-1,1.508899994E2,3.000000000E0,4.400000000E1
3.112060976E2,5.231194000E1,4.948010000E0,-4.013189423E0,7.329644561E-1,1.032099991E2,3.000000000E0,4.479999924E1
3.122060976E2,5.231193667E1,4.948015000E0,-3.913191330E0,6.578149796E-1,1.366399994E2,3.099999905E0,4.500000000E1
3.132060976E2,5.231193500E1,4.948026667E0,-3.913187080E0,6.027397513E-1,1.194199982E2,3.099999905E0,4.390000153E1
3.142060976E2,5.231193000E1,4.948033333E0,-3.913190412E0,5.373700261E-1,1.353000031E2,3.099999905E0,4.309999847E1
3.152060976E2,5.231192500E1,4.948040000E0,-3.913193745E0,4.756033421E-1,1.524799957E2,3.099999905E0,4.359999847E1
3.162060976E2,5.231191500E1,4.948051667E0,-3.913201357E0,4.802358449E-1,1.550000000E2,3.200000048E0,4.320000076E1
3.172060976E2,5.231190500E1,4.948060000E0,-3.913210861E0,4.786916673E-1,1.544299927E2,3.200000048E0,4.379999924E1
3.182060976E2,5.231189333E1,4.948070000E0,-4.013221791E0,5.363405347E-1,1.612799988E2,3.200000048E0,4.220000076E1
3.192060976E2,5.231189333E1,4.948108333E0,-3.813200032E0,6.413438916E-1,1.527500000E2,2.799999952E0,4.229999924E1
3.202060976E2,5.231188833E1,4.948128333E0,-3.713195796E0,7.587005496E-1,1.640899963E2,2.599999905E0,4.259999847E1
3.212060976E2,5.231187667E1,4.948133333E0,-3.713209565E0,8.472327590E-1,1.700000000E2,2.700000048E0,6.619999695E1
3.222060976E2,5.231186833E1,4.948141667E0,-3.813216696E0,9.033374786E-1,1.680099945E2,2.700000048E0,6.509999847E1
3.232060976E2,5.231186167E1,4.948151667E0,-3.713220510E0,9.033374786E-1,1.531000061E2,2.700000048E0,6.559999847E1
3.242060976E2,5.231185333E1,4.948161667E0,-3.713226695E0,9.393680692E-1,1.564499969E2,2.799999952E0,6.640000153E1
3.252060976E2,5.231184833E1,4.948175000E0,-3.713226244E0,9.666483402E-1,1.552299957E2,2.599999905E0,6.730000305E1
3.262060976E2,5.231184167E1,4.948186667E0,-3.713229111E0,1.004737735E0,1.560800018E2,2.500000000E0,6.819999695E1
3.272060976E2,5.231182667E1,4.948198333E0,-3.713243841E0,1.042827249E0,1.569600067E2,2.599999905E0,6.909999847E1
3.282060976E2,5.231180167E1,4.948215000E0,-3.713269966E0,1.156066060E0,1.573999939E2,2.599999905E0,7.019999695E1
3.292060976E2,5.231178000E1,4.948233333E0,-3.713290402E0,1.234303832E0,1.549700012E2,2.700000048E0,6.700000000E1
3.302060976E2,5.231176333E1,4.948248333E0,-3.713305612E0,1.277540565E0,1.562599945E2,2.700000048E0,6.750000000E1
3.312060976E2,5.231174500E1,4.948265000E0,-3.713322248E0,1.366072774E0,1.534799957E2,2.700000048E0,6.600000000E1
3.322060976E2,5.231173000E1,4.948273333E0,-3.713338870E0,1.444310546E0,1.615500031E2,2.799999952E0,6.590000153E1
3.332060976E2,5.231171500E1,4.948281667E0,-3.713355492E0,1.522033572E0,1.500599976E2,2.799999952E0,6.220000076E1
3.342060976E2,5.231170833E1,4.948286667E0,-3.713362143E0,1.511739135E0,1.540099945E2,2.900000095E0,6.270000076E1
3.352060976E2,5.231169833E1,4.948293333E0,-3.713372594E0,1.493723869E0,1.554299927E2,2.900000095E0,6.320000076E1
3.362060976E2,5.231168667E1,4.948298333E0,-3.713386363E0,1.433501363E0,1.595800018E2,2.900000095E0,6.309999847E1
3.372060976E2,5.231167500E1,4.948315000E0,-3.813393510E0,1.393353105E0,1.437200012E2,2.900000095E0,6.190000153E1
3.382060976E2,5.231166333E1,4.948340000E0,-3.313395928E0,1.292467475E0,1.467100067E2,2.700000048E0,6.250000000E1
3.392060976E2,5.231164000E1,4.948341667E0,-2.313428196E0,1.198273301E0,1.410099945E2,2.500000000E0,3.029999924E1
3.402060976E2,5.231162333E1,4.948343333E0,-1.013450974E0,1.169448853E0,1.403999939E2,2.299999952E0,3.050000000E1
3.412060976E2,5.231160833E1,4.948346667E0,-1.347043426E-2,1.095843554E0,1.423600006E2,2.200000048E0,3.060000038E1
3.422060976E2,5.231159667E1,4.948348333E0,8.865139046E-1,1.089152217E0,1.586399994E2,2.200000048E0,3.089999962E1
3.432060976E2,5.231158667E1,4.948351667E0,1.586501562E0,1.091725826E0,1.579600067E2,2.200000048E0,3.139999962E1
3.442060976E2,5.231157667E1,4.948358333E0,2.286491111E0,1.120550275E0,1.562400055E2,2.200000048E0,3.179999924E1
3.452060976E2,5.231157167E1,4.948365000E0,2.986487777E0,1.105623364E0,1.381799927E2,2.200000048E0,3.209999847E1
3.462060976E2,5.231156500E1,4.948370000E0,3.986481125E0,1.075254679E0,1.598300018E2,2.099999905E0,3.160000038E1
3.472060976E2,5.231156167E1,4.948380000E0,4.786482056E0,1.009370327E0,1.411199951E2,2.000000000E0,3.179999924E1
3.482060976E2,5.231156000E1,4.948390000E0,5.686485359E0,9.280441403E-1,1.215699997E2,2.000000000E0,3.150000000E1
3.492060976E2,5.231155000E1,4.948398333E0,6.586475854E0,8.930430412E-1,1.464700012E2,2.000000000E0,3.160000038E1
3.502060976E2,5.231152667E1,4.948415000E0,7.286452099E0,8.971608281E-1,1.559499969E2,2.000000000E0,3.170000076E1
3.512060976E2,5.231149667E1,4.948430000E0,7.886417908E0,1.008340836E0,1.584400024E2,2.000000000E0,3.160000038E1
3.522060976E2,5.231148000E1,4.948450000E0,8.686405534E0,1.085549116E0,1.555700073E2,2.000000000E0,3.160000038E1
3.532060976E2,5.231146000E1,4.948463333E0,9.486384632E0,1.152977824E0,1.566000061E2,2.000000000E0,3.160000038E1
3.542060976E2,5.231145167E1,4.948480000E0,9.886382228E0,1.195184946E0,1.460399933E2,2.000000000E0,3.170000076E1
3.552060976E2,5.231143667E1,4.948488333E0,1.078636561E1,1.236877441E0,1.504799957E2,1.899999976E0,3.139999962E1
3.562060976E2,5.231142833E1,4.948505000E0,1.128636320E1,1.263128281E0,1.270500031E2,2.000000000E0,3.160000038E1
3.572060976E2,5.231142333E1,4.948516667E0,1.178636271E1,1.256436944E0,9.608000183E1,2.000000000E0,3.160000038E1
3.582060976E2,5.231142000E1,4.948520000E0,1.218635985E1,1.243054152E0,1.170100021E2,2.000000000E0,3.179999924E1
3.592060976E2,5.231142000E1,4.948535000E0,1.258636837E1,1.199302793E0,1.041999969E2,1.899999976E0,3.160000038E1
3.602060976E2,5.231142333E1,4.948558333E0,1.278638635E1,1.115403056E0,9.915000153E1,1.899999976E0,3.150000000E1
3.612060976E2,5.231142333E1,4.948580000E0,1.288639865E1,9.779722095E-1,1.028600006E2,2.000000000E0,3.160000038E1
3.622060976E2,5.231142333E1,4.948595000E0,1.318640716E1,8.250997066E-1,1.223600006E2,2.099999905E0,3.160000038E1
3.632060976E2,5.231141500E1,4.948603333E0,1.348640003E1,7.571563721E-1,1.601399994E2,2.000000000E0,3.179999924E1
3.642060976E2,5.231139833E1,4.948616667E0,1.368638387E1,7.401705384E-1,1.593300018E2,2.000000000E0,3.160000038E1
3.652060976E2,5.231138500E1,4.948618333E0,1.398636584E1,7.535533309E-1,1.805500031E2,2.099999905E0,3.170000076E1
3.662060976E2,5.231137167E1,4.948623333E0,1.418634969E1,7.731127739E-1,1.770399933E2,2.200000048E0,3.209999847E1
3.672060976E2,5.231135667E1,4.948633333E0,1.438633402E1,8.168641925E-1,1.680800018E2,2.200000048E0,3.220000076E1
3.682060976E2,5.231134500E1,4.948646667E0,1.468632497E1,8.389972448E-1,1.617400055E2,2.200000048E0,3.250000000E1
3.692060976E2,5.231133500E1,4.948663333E0,1.508632020E1,8.287028074E-1,1.726699982E2,2.200000048E0,3.300000000E1
3.702060976E2,5.231133000E1,4.948673333E0,1.518631876E1,7.834072113E-1,1.788099976E2,2.099999905E0,3.350000000E1
3.712060976E2,5.231131833E1,4.948681667E0,1.508630688E1,7.643625140E-1,1.633800049E2,2.200000048E0,3.409999847E1
3.722060976E2,5.231130500E1,4.948688333E0,1.498629168E1,7.931869626E-1,1.765399933E2,2.200000048E0,3.309999847E1
3.732060976E2,5.231128500E1,4.948703333E0,1.498627172E1,8.353941441E-1,1.622799988E2,2.200000048E0,3.329999924E1
3.742060976E2,5.231126333E1,4.948715000E0,1.518624750E1,8.966460824E-1,1.532899933E2,2.299999952E0,3.329999924E1
3.752060976E2,5.231125000E1,4.948718333E0,1.508623041E1,9.105436206E-1,1.922299957E2,2.299999952E0,3.350000000E1
3.762060976E2,5.231124833E1,4.948733333E0,1.498623655E1,8.971608281E-1,2.194100037E2,2.299999952E0,3.270000076E1
3.772060976E2,5.231124667E1,4.948753333E0,1.528624553E1,8.770866394E-1,1.802500000E2,2.299999952E0,3.270000076E1
3.782060976E2,5.231123167E1,4.948780000E0,1.528623931E1,9.357650280E-1,1.499400024E2,2.299999952E0,3.250000000E1
3.792060976E2,5.231122500E1,4.948805000E0,1.508624400E1,1.012458563E0,1.198399963E2,2.299999952E0,3.259999847E1
3.802060976E2,5.231121500E1,4.948825000E0,1.488624112E1,1.086578608E0,1.282200012E2,2.299999952E0,3.290000153E1
3.812060976E2,5.231120667E1,4.948840000E0,1.468623777E1,1.078343034E0,1.334499969E2,2.299999952E0,3.300000000E1
3.822060976E2,5.231120333E1,4.948853333E0,1.448624059E1,1.010914445E0,1.187900009E2,2.400000095E0,3.290000153E1
3.832060976E2,5.231118833E1,4.948861667E0,1.428622396E1,9.455447197E-1,1.596699982E2,2.400000095E0,3.250000000E1
3.842060976E2,5.231117000E1,4.948875000E0,1.378620543E1,8.920136094E-1,1.646499939E2,2.299999952E0,3.250000000E1
3.852060976E2,5.231115000E1,4.948890000E0,1.308618547E1,8.920136094E-1,1.593899994E2,2.299999952E0,3.250000000E1
3.862060976E2,5.231113000E1,4.948911667E0,1.248616930E1,1.008855581E0,1.328200073E2,2.200000048E0,3.240000153E1
3.872060976E2,5.231111000E1,4.948941667E0,1.188615785E1,1.161213279E0,1.388699951E2,2.200000048E0,3.160000038E1
3.882060976E2,5.231110000E1,4.948973333E0,1.138616158E1,1.250260234E0,1.312599945E2,2.099999905E0,3.139999962E1
3.892060976E2,5.231109000E1,4.949003333E0,1.098616437E1,1.294011712E0,1.206900024E2,2.000000000E0,3.150000000E1
3.902060976E2,5.231108833E1,4.949023333E0,1.038617335E1,1.313571095E0,1.126800003E2,2.000000000E0,3.139999962E1
3.912060976E2,5.231108833E1,4.949038333E0,9.886181860E0,1.394382477E0,8.791000366E1,2.000000000E0,3.150000000E1
3.922060976E2,5.231109000E1,4.949050000E0,9.386190853E0,1.476223350E0,6.993000031E1,1.899999976E0,3.170000076E1
3.932060976E2,5.231109333E1,4.949043333E0,8.386191815E0,1.471590877E0,6.245999908E1,1.899999976E0,3.179999924E1
3.942060976E2,5.231109667E1,4.949038333E0,7.586193723E0,1.409824133E0,1.410000038E1,1.799999952E0,3.160000038E1
3.952060976E2,5.231110167E1,4.949036667E0,6.786199895E0,1.352689981E0,1.970999908E1,1.799999952E0,3.160000038E1
3.962060976E2,5.231111000E1,4.949036667E0,6.186211759E0,1.226583004E0,2.311000061E1,1.700000048E0,3.150000000E1
3.972060976E2,5.231111333E1,4.949041667E0,5.486219341E0,1.069592834E0,5.815000153E1,1.700000048E0,3.160000038E1
3.982060976E2,5.231111333E1,4.949043333E0,4.886220287E0,9.043669701E-1,7.455000305E1,1.700000048E0,3.179999924E1
3.992060976E2,5.231111167E1,4.949046667E0,4.286219806E0,8.065696955E-1,1.158300018E2,1.700000048E0,3.189999962E1
4.002060976E2,5.231109833E1,4.949046667E0,3.586200825E0,8.127464056E-1,1.567799988E2,1.799999952E0,3.170000076E1
4.012060976E2,5.231107833E1,4.949056667E0,2.986178027E0,8.539241552E-1,1.605899963E2,1.799999952E0,3.160000038E1
4.022060976E2,5.231105500E1,4.949060000E0,2.486146701E0,9.651041627E-1,1.643899994E2,1.799999952E0,3.170000076E1
4.032060976E2,5.231102833E1,4.949056667E0,1.786106847E0,1.111285329E0,1.744100037E2,1.799999952E0,3.179999924E1
4.042060976E2,5.231102500E1,4.949060000E0,3.861039928E-1,1.113858938E0,2.590999985E1,1.799999952E0,3.200000000E1
4.052060976E2,5.231102500E1,4.949063333E0,-3.138941157E-1,1.099446654E0,2.326000023E1,1.700000048E0,3.170000076E1
4.062060976E2,5.231102000E1,4.949063333E0,-1.113901234E0,1.050033331E0,6.175999832E1,1.600000024E0,3.150000000E1
4.072060976E2,5.231101500E1,4.949076667E0,-9.139007858E-1,1.060327768E0,1.066500015E2,1.600000024E0,3.150000000E1
4.082060976E2,5.231100500E1,4.949088333E0,-1.413908402E0,1.161728024E0,1.325700073E2,1.600000024E0,3.150000000E1
4.092060976E2,5.231098667E1,4.949100000E0,-2.013927881E0,1.259010553E0,1.584299927E2,1.600000024E0,3.150000000E1
4.102060976E2,5.231096500E1,4.949110000E0,-2.413953052E0,1.337248325E0,1.554600067E2,1.700000048E0,3.150000000E1
4.112060976E2,5.231093833E1,4.949123333E0,-2.713983449E0,1.422177553E0,1.590200043E2,1.700000048E0,3.150000000E1
4.122060976E2,5.231091667E1,4.949135000E0,-3.214007674E0,1.422177553E0,1.547200012E2,1.600000024E0,3.160000038E1
4.132060976E2,5.231090500E1,4.949148333E0,-3.514016718E0,1.375852466E0,1.448699951E2,1.700000048E0,3.170000076E1
4.142060976E2,5.231089500E1,4.949161667E0,-3.814023388E0,1.466443658E0,1.452899933E2,1.700000048E0,3.189999962E1
4.152060976E2,5.231088833E1,4.949173333E0,-4.214026259E0,1.542622447E0,1.483600006E2,1.700000048E0,3.150000000E1
4.162060976E2,5.231088167E1,4.949185000E0,-4.614029130E0,1.648140550E0,1.457200012E2,1.799999952E0,3.170000076E1
4.172060976E2,5.231086833E1,4.949191667E0,-4.814044329E0,1.758291125E0,1.536300049E2,1.799999952E0,3.160000038E1
4.182060976E2,5.231085333E1,4.949201667E0,-4.914060010E0,1.790203929E0,1.609700012E2,1.799999952E0,3.170000076E1
4.192060976E2,5.231083667E1,4.949210000E0,-5.014079008E0,1.807704449E0,1.619400024E2,1.799999952E0,3.179999924E1
4.202060976E2,5.231082667E1,4.949221667E0,-5.214086625E0,1.738216996E0,1.645700073E2,1.799999952E0,3.160000038E1
4.212060976E2,5.231082333E1,4.949235000E0,-5.414083805E0,1.563726068E0,1.394100037E2,1.799999952E0,3.160000038E1
4.222060976E2,5.231081500E1,4.949240000E0,-5.514092832E0,1.443281054E0,1.810200043E2,1.799999952E0,3.160000038E1
4.232060976E2,5.231080500E1,4.949241667E0,-5.714106123E0,1.356293082E0,1.996300049E2,1.799999952E0,3.160000038E1
4.242060976E2,5.231079167E1,4.949246667E0,-5.914122267E0,1.327468634E0,1.922200012E2,1.700000048E0,3.160000038E1
4.252060976E2,5.231078000E1,4.949253333E0,-5.914135094E0,1.331071615E0,1.821399994E2,1.799999952E0,3.160000038E1
4.262060976E2,5.231076500E1,4.949263333E0,-6.014150775E0,1.376881957E0,1.702500000E2,1.799999952E0,3.160000038E1
4.272060976E2,5.231075000E1,4.949283333E0,-6.114160782E0,1.387691140E0,1.616300049E2,1.899999976E0,3.160000038E1
4.282060976E2,5.231073500E1,4.949301667E0,-6.314171734E0,1.405706406E0,1.556300049E2,1.799999952E0,3.139999962E1
4.292060976E2,5.231071500E1,4.949318333E0,-6.314190751E0,1.441736937E0,1.568300018E2,1.799999952E0,3.150000000E1
4.302060976E2,5.231070167E1,4.949336667E0,-6.414199331E0,1.441736937E0,1.481199951E2,1.799999952E0,3.150000000E1
4.312060976E2,5.231069500E1,4.949348333E0,-6.314202203E0,1.465414166E0,1.443800049E2,1.799999952E0,3.150000000E1
4.322060976E2,5.231068667E1,4.949356667E0,-6.314209339E0,1.449457765E0,1.423500061E2,1.799999952E0,3.150000000E1
4.332060976E2,5.231067833E1,4.949360000E0,-6.214219311E0,1.416000843E0,1.721300049E2,1.799999952E0,3.160000038E1
4.342060976E2,5.231067167E1,4.949365000E0,-6.314225965E0,1.362984419E0,1.624900055E2,1.799999952E0,5.109999847E1
4.352060976E2,5.231066333E1,4.949370000E0,-6.414234992E0,1.330556989E0,1.679799957E2,1.899999976E0,5.150000000E1
4.362060976E2,5.231065167E1,4.949371667E0,-6.514250656E0,1.272393346E0,1.636799927E2,1.899999976E0,5.140000153E1
4.372060976E2,5.231064167E1,4.949378333E0,-6.614261111E0,1.207538366E0,1.595899963E2,2.000000000E0,5.140000153E1
4.382060976E2,5.231062667E1,4.949386667E0,-6.714277738E0,1.169448853E0,1.606100006E2,2.000000000E0,5.170000076E1
4.392060976E2,5.231061333E1,4.949400000E0,-6.714289155E0,1.129815221E0,1.558600006E2,1.899999976E0,5.140000153E1
4.402060976E2,5.231060000E1,4.949411667E0,-6.714301518E0,1.151948333E0,1.567200012E2,1.899999976E0,5.179999924E1
4.412060976E2,5.231058667E1,4.949423333E0,-6.714313881E0,1.185920000E0,1.550000000E2,1.899999976E0,5.170000076E1
4.422060976E2,5.231057833E1,4.949440000E0,-6.114316289E0,1.250260234E0,1.412899933E2,1.899999976E0,5.229999924E1
4.432060976E2,5.231056833E1,4.949455000E0,-6.014322016E0,1.330556989E0,1.489700012E2,2.000000000E0,5.279999924E1
4.442060976E2,5.231055333E1,4.949466667E0,-5.914336752E0,1.375852466E0,1.512700043E2,2.000000000E0,5.290000153E1
4.452060976E2,5.231054167E1,4.949480000E0,-5.714345797E0,1.380485058E0,1.581600037E2,1.899999976E0,5.309999847E1
4.462060976E2,5.231052833E1,4.949496667E0,-5.614355324E0,1.425780535E0,1.543099976E2,1.899999976E0,5.379999924E1
4.472060976E2,5.231051333E1,4.949508333E0,-5.514370060E0,1.475708604E0,1.596799927E2,2.000000000E0,5.429999924E1
4.482060976E2,5.231049833E1,4.949523333E0,-5.314382906E0,1.495268106E0,1.596900024E2,2.000000000E0,5.470000076E1
4.492060976E2,5.231048000E1,4.949533333E0,-5.214403334E0,1.540563583E0,1.653500061E2,2.000000000E0,5.550000000E1
4.502060976E2,5.231046500E1,4.949546667E0,-5.014417125E0,1.626007557E0,1.598800049E2,2.000000000E0,5.590000153E1
4.512060976E2,5.231045000E1,4.949553333E0,-5.014434698E0,1.669758916E0,1.604100037E2,2.099999905E0,5.659999847E1
4.522060976E2,5.231044333E1,4.949563333E0,-5.014438516E0,1.659464478E0,1.567299957E2,2.099999905E0,5.740000153E1
4.532060976E2,5.231044000E1,4.949568333E0,-4.814440425E0,1.595124125E0,1.551999969E2,2.099999905E0,5.740000153E1
4.542060976E2,5.231043667E1,4.949571667E0,-4.714443280E0,1.525121927E0,1.128300018E2,2.099999905E0,5.800000000E1
4.552060976E2,5.231043167E1,4.949576667E0,-4.614447562E0,1.467473030E0,1.287899933E2,2.000000000E0,5.840000153E1
4.562060976E2,5.231042167E1,4.949581667E0,-4.514458962E0,1.370705247E0,1.414900055E2,2.000000000E0,5.870000076E1
4.572060976E2,5.231041500E1,4.949596667E0,-4.514459944E0,1.315629959E0,1.376699982E2,1.899999976E0,5.950000000E1
4.582060976E2,5.231040500E1,4.949616667E0,-4.514462835E0,1.281658292E0,1.431799927E2,2.000000000E0,6.079999924E1
4.592060976E2,5.231039333E1,4.949641667E0,-4.514465262E0,1.253348589E0,1.480000000E2,2.000000000E0,6.129999924E1
4.602060976E2,5.231037500E1,4.949675000E0,-4.514472453E0,1.243054152E0,1.420899963E2,2.000000000E0,6.150000000E1
4.612060976E2,5.231035833E1,4.949700000E0,-4.514481999E0,1.263128281E0,1.473699951E2,2.099999905E0,6.220000076E1
4.622060976E2,5.231034333E1,4.949716667E0,-4.614493900E0,1.324895024E0,1.465399933E2,2.099999905E0,6.279999924E1
4.632060976E2,5.231033500E1,4.949731667E0,-4.114497255E0,1.400559187E0,1.388800049E2,2.000000000E0,6.090000153E1
4.642060976E2,5.231032167E1,4.949736667E0,-4.014513401E0,1.482914686E0,1.447799988E2,2.000000000E0,5.490000153E1
4.652060976E2,5.231030500E1,4.949743333E0,-3.914533349E0,1.560123086E0,1.510700073E2,2.000000000E0,5.329999924E1
4.662060976E2,5.231029000E1,4.949743333E0,-3.814554705E0,1.591521144E0,1.650000000E2,2.000000000E0,5.329999924E1
4.672060976E2,5.231027333E1,4.949741667E0,-3.714579379E0,1.588432789E0,1.674900055E2,2.000000000E0,5.359999847E1
4.682060976E2,5.231026000E1,4.949741667E0,-3.614598363E0,1.581741333E0,1.606699982E2,2.000000000E0,5.429999924E1
4.692060976E2,5.231024667E1,4.949750000E0,-3.514612619E0,1.549313903E0,1.565099945E2,2.000000000E0,5.340000153E1
4.702060976E2,5.231023333E1,4.949753333E0,-3.414629711E0,1.482399940E0,1.554700012E2,2.099999905E0,5.320000076E1
4.712060976E2,5.231022000E1,4.949755000E0,-3.314647749E0,1.439678073E0,1.597700043E2,2.200000048E0,5.379999924E1
4.722060976E2,5.231020833E1,4.949756667E0,-3.214663414E0,1.412912488E0,1.592899933E2,2.200000048E0,5.450000000E1
4.732060976E2,5.231019833E1,4.949760000E0,-3.114675760E0,1.389750004E0,1.589299927E2,2.299999952E0,5.559999847E1
4.742060976E2,5.231018833E1,4.949758333E0,-3.214690943E0,1.397470832E0,1.680299988E2,2.400000095E0,5.670000076E1
4.752060976E2,5.231017333E1,4.949750000E0,-3.014717027E0,1.389235258E0,1.821799927E2,2.400000095E0,5.800000000E1
4.762060976E2,5.231015833E1,4.949745000E0,-3.014741219E0,1.378426075E0,1.858500061E2,2.400000095E0,5.929999924E1
4.772060976E2,5.231015167E1,4.949756667E0,-2.814744093E0,1.348572254E0,1.737899933E2,2.299999952E0,6.070000076E1
4.782060976E2,5.231014667E1,4.949770000E0,-2.614743648E0,1.302247167E0,1.487500000E2,2.200000048E0,6.179999924E1
4.792060976E2,5.231013667E1,4.949786667E0,-2.314748431E0,1.291952729E0,1.512599945E2,2.099999905E0,6.309999847E1
4.802060976E2,5.231012167E1,4.949811667E0,-1.914755606E0,1.349087000E0,1.532599945E2,2.099999905E0,5.929999924E1
