"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.661642378E1,-3.217427254E0,7.031059265E-1,1.213178396E0
7.662645416E1,-3.211318493E0,8.301658630E-1,8.442157507E-1
7.663644339E1,-2.977967978E0,9.132435322E-1,4.654793143E-1
7.664644370E1,-2.561357975E0,9.560040832E-1,7.024950534E-2
7.665643208E1,-2.012800932E0,9.981538057E-1,-3.616322279E-1
7.666646339E1,-1.421483397E0,1.084896684E0,-7.892379165E-1
7.667642131E1,-8.814785480E-1,1.217454433E0,-1.249830246E0
7.668645239E1,-4.080579877E-1,1.431257248E0,-1.802052498E0
7.669644093E1,6.841690838E-2,1.669494748E0,-2.466673851E0
7.670644070E1,6.102544069E-1,1.875967145E0,-3.120299578E0
7.671642985E1,1.130100727E0,2.019520521E0,-3.773314714E0
7.672646031E1,1.589471340E0,2.147191286E0,-4.293160915E0
7.673641878E1,1.947438359E0,2.235155821E0,-4.599815369E0
7.674645147E1,2.294409752E0,2.243708134E0,-4.844161510E0
7.675643847E1,2.715906858E0,2.170404196E0,-5.066516399E0
7.676643847E1,3.437338829E0,2.020742178E0,-5.389053345E0
7.677642739E1,3.992004395E0,1.916284323E0,-5.511226177E0
7.678645793E1,4.604701996E0,1.769676566E0,-5.379279137E0
7.679644685E1,5.302921295E0,1.292590857E0,-5.092172623E0
7.680644654E1,5.954103470E0,6.090326309E-1,-4.940678120E0
7.681643601E1,6.266255856E0,-9.651670605E-2,-5.105000973E0
7.682646624E1,6.155078411E0,-6.982190013E-1,-5.405546665E0
7.683642501E1,5.712811947E0,-1.158811331E0,-5.467854977E0
7.684645516E1,5.113553047E0,-1.285260439E0,-5.430592060E0
7.685644439E1,4.244291782E0,-1.077566266E0,-5.578421593E0
7.686644439E1,3.028059006E0,-5.882632136E-1,-5.754350662E0
7.687643362E1,1.615738630E0,9.468411654E-2,-5.669440269E0
7.688646378E1,2.657263875E-1,7.525860071E-1,-5.348736286E0
7.689642247E1,-6.157521605E-1,1.247997642E0,-4.922963142E0
7.690645293E1,-8.894197941E-1,1.507615447E0,-4.554000378E0
7.691644216E1,-7.055493593E-1,1.492954612E0,-4.296826363E0
7.692644408E1,-1.857030392E-1,1.221119642E0,-4.056145191E0
7.693643116E1,4.917465150E-1,9.071348906E-1,-3.817907810E0
7.694646154E1,1.067181587E0,6.456845403E-1,-3.554013968E0
7.695642008E1,1.392772794E0,4.728097022E-1,-3.238196611E0
7.696645054E1,1.481348276E0,4.477642179E-1,-2.919325113E0
7.697643947E1,1.390329242E0,5.809328556E-1,-2.630385637E0
7.698643939E1,1.154535294E0,8.155050874E-1,-2.384207010E0
7.699642870E1,8.649851680E-1,1.060462117E0,-2.167349815E0
7.700645970E1,6.120869517E-1,1.277930140E0,-1.976759911E0
7.701641762E1,3.952298164E-1,1.348790407E0,-1.777006984E0
7.702644808E1,1.808161139E-1,1.198517561E0,-1.478293896E0
7.703643724E1,-7.269296050E-2,9.065240026E-1,-1.013425469E0
7.704646770E1,-3.671300113E-1,5.400048494E-1,-3.439171314E-1
7.705642616E1,-8.155050874E-1,4.459316283E-2,8.998045325E-1
7.706645662E1,-1.102611780E0,-2.864958048E-1,1.777006984E0
7.707644562E1,-1.331686258E0,-6.298020482E-1,2.608394623E0
7.708644624E1,-1.438587666E0,-9.108000994E-1,3.298061371E0
7.709643478E1,-1.408655286E0,-1.124602914E0,3.825238228E0
7.710646524E1,-1.283427835E0,-1.296866894E0,4.232685089E0
7.711642378E1,-1.199739337E0,-1.378722906E0,4.619362831E0
7.712645424E1,-1.361618638E0,-1.480126500E0,5.256495476E0
7.713644316E1,-1.792278647E0,-1.656055689E0,6.255870819E0
7.714644532E1,-2.257757902E0,-1.857030392E0,7.278459549E0
7.715643232E1,-2.507601738E0,-1.937053680E0,7.975456715E0
7.716646255E1,-2.393980980E0,-1.866804242E0,8.351749420E0
7.717642132E1,-1.961488247E0,-1.766011477E0,8.525235176E0
7.718645147E1,-1.366505504E0,-1.725083470E0,8.373129845E0
7.719644070E1,-7.727445364E-1,-1.593136549E0,7.725612640E0
7.720644093E1,-3.164281845E-1,-1.340849161E0,6.860627651E0
7.721642962E1,-1.716531366E-1,-1.090394497E0,6.238155842E0
7.722646032E1,-4.575380683E-1,-7.935139537E-1,5.842926025E0
7.723641885E1,-1.147815824E0,-4.135557711E-1,5.443420410E0
7.724645147E1,-1.968818665E0,-8.429940045E-2,5.022533894E0
7.725643847E1,-2.646268129E0,1.533271819E-1,4.565607071E0
7.726644039E1,-3.055547953E0,2.193006277E-1,4.121507645E0
7.727642747E1,-3.154508114E0,5.742133409E-2,3.720169306E0
7.728646001E1,-2.987741947E0,-2.266310006E-1,3.370754480E0
7.729644685E1,-2.696969986E0,-5.290092826E-1,3.112969398E0
7.730644893E1,-2.448347807E0,-7.623597980E-1,2.941926956E0
7.731643601E1,-2.336559534E0,-8.839219809E-1,2.802649736E0
7.732646862E1,-2.368935347E0,-8.729264140E-1,2.657874584E0
7.733642501E1,-2.527149439E0,-7.464773059E-1,2.475836754E0
7.734645732E1,-2.808147430E0,-5.088507533E-1,2.124589205E0
7.735644462E1,-2.893668652E0,-3.952298164E-1,1.833817482E0
7.736647639E1,-2.858238459E0,-3.029891551E-1,1.499063253E0
7.737643355E1,-2.714074373E0,-1.942551434E-1,1.136209369E0
7.738646462E1,-2.476447821E0,-3.848451003E-2,7.489207983E-1
7.739642255E1,-2.160630465E0,1.447750628E-1,3.426954150E-1
7.740645570E1,-1.780061364E0,3.512475193E-1,-6.230825558E-2
7.741644216E1,-1.361618638E0,5.320636034E-1,-4.514294267E-1
7.742644470E1,-9.297369123E-1,6.878342628E-1,-8.600982428E-1
7.743643116E1,-5.021312237E-1,8.784242272E-1,-1.322523236E0
7.744646124E1,-8.552113175E-2,1.101390004E0,-1.825265408E0
7.745641947E1,2.968805134E-1,1.392772794E0,-2.324953079E0
7.746644993E1,6.023131609E-1,1.752572417E0,-2.801428080E0
7.747643916E1,8.900306821E-1,2.162462950E0,-3.233920574E0
7.748643908E1,1.226006508E0,2.479501963E0,-3.591276884E0
7.749642808E1,1.703703165E0,2.533869028E0,-3.865555286E0
7.750646070E1,2.349387646E0,2.362826824E0,-4.117231846E0
7.751641724E1,3.089756489E0,2.069611549E0,-4.425107956E0
7.752644747E1,3.904039860E0,1.814880610E0,-4.751309872E0
7.753643670E1,4.830722332E0,1.590693116E0,-5.121494293E0
7.754646747E1,5.752518177E0,1.295645237E0,-5.553987026E0
7.755642616E1,6.372546196E0,8.552113175E-1,-5.940053463E0
7.756645639E1,6.486166954E0,2.620611787E-1,-6.276640415E0
7.757644562E1,6.160575867E0,-1.685988009E-1,-6.582684040E0
7.758644562E1,5.514891624E0,-2.461786866E-1,-6.744563103E0
7.759643478E1,4.778187752E0,-1.417207420E-1,-6.712187290E0
7.760646524E1,4.040873528E0,9.224065393E-2,-6.602231503E0
7.761642370E1,3.301115751E0,2.693915665E-1,-6.479447842E0
7.762645416E1,2.591901302E0,4.153883755E-1,-6.285803318E0
7.763644339E1,1.585195303E0,7.183775306E-1,-5.794667721E0
7.764644316E1,1.080620646E0,9.327912331E-1,-5.292536259E0
7.765643239E1,7.757988572E-1,1.087950945E0,-4.780020714E0
7.766646278E1,6.652322412E-1,1.145372391E0,-4.373795033E0
7.767642124E1,7.562511563E-1,1.100168347E0,-4.076303959E0
7.768645393E1,8.790351152E-1,9.896016717E-1,-3.889379025E0
7.769644070E1,9.480628371E-1,8.429940343E-1,-3.711617231E0
7.770644070E1,9.737191796E-1,7.452555895E-1,-3.443447351E0
7.771642993E1,9.376781583E-1,7.336491346E-1,-3.134960413E0
7.772646032E1,8.277224302E-1,8.307767510E-1,-2.849686384E0
7.773641886E1,6.835582256E-1,1.003651619E0,-2.622444391E0
7.774647609E1,4.972442985E-1,1.192408919E0,-2.445293665E0
7.775643847E1,2.461786866E-1,1.272432327E0,-2.301129341E0
7.776643916E1,-6.475171447E-2,1.210124016E0,-2.121535063E0
7.777642739E1,-4.202753007E-1,1.018312335E0,-1.811215401E0
7.778645786E1,-8.075638413E-1,6.383541822E-1,-1.329853654E0
7.779644686E1,-1.129489779E0,1.472185254E-1,-6.597344875E-1
7.780644655E1,-1.322523236E0,-3.274237812E-1,2.028072625E-1
7.781643601E1,-1.393994451E0,-7.244861722E-1,1.171028733E0
7.782646593E1,-1.361007810E0,-1.044579625E0,2.084882975E0
7.783642501E1,-1.259604096E0,-1.285260439E0,2.862514496E0
7.784645539E1,-1.175304770E0,-1.511891484E0,3.482542753E0
7.785644439E1,-1.130711555E0,-1.752572417E0,3.902817965E0
7.786644462E1,-1.166752577E0,-1.880854130E0,4.276667595E0
7.787643355E1,-1.494787216E0,-1.973094702E0,4.896084785E0
7.788646616E1,-2.251038313E0,-2.156965256E0,5.869193077E0
7.789642255E1,-3.203377247E0,-2.323731422E0,6.934542179E0
7.790645293E1,-3.935804844E0,-2.299296856E0,7.833125114E0
7.791644216E1,-4.111123085E0,-2.222938538E0,8.558833122E0
7.792644193E1,-3.070819616E0,-2.339613914E0,9.217345238E0
7.793643109E1,-1.669494748E0,-2.284636021E0,9.012705803E0
7.794646162E1,-2.076941878E-1,-1.886351824E0,8.250956535E0
7.795642032E1,8.026769161E-1,-1.474017859E0,7.312667847E0
7.796645055E1,1.063516378E0,-1.205847979E0,6.547864437E0
7.797643970E1,5.589417219E-1,-9.437867999E-1,6.016411781E0
7.798644163E1,-4.465425014E-1,-5.943718553E-1,5.604688644E0
7.799642863E1,-1.579086661E0,-2.144137025E-1,5.191133022E0
7.800646124E1,-2.489886761E0,1.069014147E-1,4.748255730E0
7.801641762E1,-3.020117760E0,3.164281845E-1,4.346917152E0
7.802645024E1,-3.228422880E0,3.396410644E-1,4.057977676E0
7.803643724E1,-3.191770792E0,1.563815027E-1,3.849061966E0
7.804646986E1,-2.944981337E0,-1.777617931E-1,3.676187038E0
7.805642616E1,-2.561357975E0,-5.473352671E-1,3.507588148E0
7.806645878E1,-2.188119411E0,-8.106181622E-1,3.341432810E0
7.807644586E1,-1.963320851E0,-9.242390990E-1,3.130073547E0
7.808644778E1,-1.941329718E0,-8.649851680E-1,2.851518869E0
7.809643455E1,-2.098932981E0,-6.921103001E-1,2.526538610E0
7.810646501E1,-2.345111609E0,-4.630358517E-1,2.153910875E0
7.811642378E1,-2.580294847E0,-2.089159191E-1,1.765400529E0
7.812645393E1,-2.756223917E0,2.626720630E-2,1.397659659E0
7.813644339E1,-2.809369326E0,2.247984111E-1,1.032973170E0
7.814644370E1,-2.698191881E0,3.946189582E-1,6.340781450E-1
7.815643232E1,-2.428189278E0,5.332853794E-1,1.979203373E-1
7.816646532E1,-2.015855312E0,6.511823535E-1,-2.596177161E-1
7.817642124E1,-1.514945865E0,7.415903807E-1,-7.385360599E-1
7.818645447E1,-9.578366876E-1,8.491026759E-1,-1.246165156E0
7.819644093E1,-3.933972120E-1,1.049466491E0,-1.773952723E0
7.820644286E1,1.270599663E-1,1.376890302E0,-2.327396631E0
7.821642986E1,7.232644558E-1,2.070222378E0,-3.084258556E0
7.822646032E1,1.037249207E0,2.479501963E0,-3.467881918E0
7.823641886E1,1.397659659E0,2.791043282E0,-3.769649506E0
7.824645147E1,1.852143407E0,2.981022358E0,-4.039651871E0
7.825643847E1,2.426967621E0,3.007289648E0,-4.249789715E0
7.826643847E1,3.172223330E0,2.937040091E0,-4.450764179E0
7.827642747E1,4.122118473E0,2.867401361E0,-4.611421585E0
7.828645793E1,5.256495476E0,2.662150621E0,-4.667621136E0
7.829644709E1,6.388428688E0,2.240042925E0,-4.852713585E0
7.830644678E1,7.249748707E0,1.639562368E0,-5.236336708E0
7.831643609E1,7.525249004E0,1.051299095E0,-5.670051098E0
7.832646624E1,7.119023800E0,5.064072609E-1,-6.001140118E0
7.833642493E1,6.236934185E0,2.809980139E-2,-6.082385063E0
7.834645540E1,5.241223812E0,-1.209513173E-1,-5.957158089E0
7.835644463E1,4.323093414E0,1.215621829E-1,-5.823378563E0
7.836644463E1,3.495981693E0,5.204572082E-1,-5.728083611E0
7.837643363E1,2.707354784E0,9.279043078E-1,-5.597358227E0
7.838646401E1,1.932166815E0,1.258382440E0,-5.360953331E0
7.839642255E1,1.230282545E0,1.441031098E0,-5.035973072E0
7.840645301E1,6.896668673E-1,1.486845970E0,-4.677395344E0
7.841644193E1,4.190535545E-1,1.368338108E0,-4.298048019E0
7.842644432E1,4.721988440E-1,1.058629513E0,-3.944967747E0
7.843643116E1,7.782423496E-1,7.678576112E-1,-3.675576210E0
7.844646063E1,1.160643935E0,6.298020482E-1,-3.491094828E0
7.845641970E1,1.465465665E0,5.351179838E-1,-3.309667826E0
7.846644993E1,1.637118816E0,4.593706727E-1,-3.095254183E0
7.847643909E1,1.664607763E0,4.599815309E-1,-2.886949062E0
7.848643909E1,1.546099901E0,5.210680366E-1,-2.715906858E0
7.849642809E1,1.265712738E0,6.139195561E-1,-2.611449003E0
7.850645916E1,4.581489265E-1,6.579018831E-1,-2.493551970E0
7.851641724E1,-3.042109013E-1,5.992587805E-1,-2.335337877E0
7.852644840E1,-1.134376764E0,5.235115290E-1,-2.099543810E0
7.853643670E1,-1.904677868E0,4.709770977E-1,-1.722029090E0
7.854646747E1,-2.500882387E0,3.878994286E-1,-1.052520871E0
7.855642624E1,-2.837469101E0,1.802052408E-1,-6.108652428E-2
7.856645640E1,-2.853351593E0,-1.930334121E-1,1.084285855E0
7.857644563E1,-2.499049664E0,-7.318165898E-1,2.114815474E0
7.858644624E1,-1.825265408E0,-1.299921274E0,2.822808266E0
7.859643478E1,-1.034194827E0,-1.775174379E0,3.205820799E0
7.860646524E1,-4.043927789E-1,-2.190562725E0,3.423288822E0
7.861642378E1,-1.417207420E-1,-2.486221552E0,3.744603872E0
7.862645701E1,-3.646865487E-1,-2.673757076E0,4.524678707E0
7.863644340E1,-1.058629513E0,-2.708576441E0,5.762291908E0
7.864644747E1,-1.846645594E0,-2.491719246E0,7.172168732E0
7.865643232E1,-2.342057467E0,-1.981035948E0,8.376794815E0
7.866646255E1,-2.419026375E0,-1.523497939E0,9.026755333E0
7.867642132E1,-1.992642403E0,-1.397659659E0,8.993158340E0
7.868645178E1,-1.183856845E0,-1.472796082E0,8.390233994E0
7.869644070E1,-2.938261926E-1,-1.627955914E0,7.437895298E0
7.870644093E1,3.671300113E-1,-1.753794074E0,6.536258221E0
7.871642986E1,5.271766782E-1,-1.693318486E0,5.987700939E0
7.872646032E1,8.429940045E-2,-1.446528912E0,5.821545601E0
7.873641886E1,-7.672467232E-1,-1.012814522E0,5.692653179E0
7.874644932E1,-1.759902716E0,-4.893030524E-1,5.312084198E0
7.875643847E1,-2.613281488E0,-9.712757170E-2,4.795903206E0
7.876644040E1,-3.163060188E0,4.031710699E-2,4.340808392E0
7.877642740E1,-3.414125919E0,-1.246165112E-1,3.979787111E0
7.878646001E1,-3.391523838E0,-4.618141353E-1,3.658472061E0
7.879644709E1,-3.162449360E0,-1.026864529E0,3.283400774E0
7.880644893E1,-3.060434818E0,-1.305419087E0,3.101973772E0
7.881643578E1,-3.059213161E0,-1.428813815E0,2.932153225E0
7.882646832E1,-3.163671017E0,-1.390940189E0,2.762943506E0
7.883642501E1,-3.355482817E0,-1.220508814E0,2.558303595E0
7.884645540E1,-3.552181482E0,-9.938777685E-1,2.325563908E0
7.885644463E1,-3.681073904E0,-7.208209634E-1,2.032348633E0
7.886644432E1,-3.714671612E0,-4.117231667E-1,1.648114443E0
7.887643355E1,-3.626707077E0,-1.240056455E-1,1.181413412E0
7.888646655E1,-3.410460711E0,1.508837193E-1,6.603453159E-1
7.889642247E1,-3.076928139E0,4.117231667E-1,1.307251602E-1
7.890645570E1,-2.661539793E0,6.420193911E-1,-3.824016452E-1
7.891644216E1,-2.222327709E0,8.527678847E-1,-8.869763613E-1
7.892644463E1,-1.787391663E0,1.065959811E0,-1.354288220E0
7.893643109E1,-1.335351467E0,1.341460109E0,-1.819767594E0
7.894646440E1,-8.436049223E-1,1.651779652E0,-2.343279123E0
7.895642009E1,-3.066543639E-1,1.998140216E0,-2.825251818E0
7.896645270E1,2.357939780E-1,2.406198263E0,-3.181997061E0
7.897643970E1,7.171558142E-1,2.805093288E0,-3.387247801E0
7.898644163E1,1.155757070E0,3.149010420E0,-3.379917383E0
7.899642863E1,1.645060062E0,3.484986305E0,-3.278513670E0
7.900646317E1,2.325563908E0,3.646254539E0,-3.350595951E0
7.901641763E1,3.318219900E0,3.485597134E0,-3.529579401E0
7.902644809E1,4.497189999E0,3.356704473E0,-3.756821156E0
7.903643732E1,5.727472305E0,2.939483643E0,-4.159381390E0
7.904646747E1,6.903998852E0,2.084272146E0,-4.660290718E0
7.905642617E1,7.767151356E0,1.303586483E0,-5.111109734E0
7.906645640E1,8.079303741E0,9.089674950E-1,-5.458080769E0
7.907644586E1,7.782423019E0,5.907067060E-1,-5.617516994E0
7.908644555E1,6.611394405E0,5.925392732E-2,-5.447696209E0
7.909643478E1,5.828876019E0,-1.453859210E-1,-5.266880035E0
7.910646501E1,5.145928860E0,-4.306600094E-1,-5.148372173E0
7.911642378E1,4.528954983E0,-6.359107494E-1,-5.031085968E0
7.912645424E1,3.905872345E0,-5.204572082E-1,-4.877148151E0
7.913644317E1,3.159394979E0,2.443460934E-2,-4.737870693E0
7.914644532E1,2.236988544E0,4.966334403E-1,-4.583322048E0
7.915643240E1,1.183246017E0,6.591235995E-1,-4.241848469E0
7.916646347E1,2.309070677E-1,2.419026345E-1,-3.584557295E0
7.917642132E1,-4.605923891E-1,3.604105115E-2,-2.700635195E0
7.918645386E1,-1.012814522E0,8.063421398E-2,-1.872912884E0
7.919644070E1,-1.446528912E0,3.433062732E-1,-1.365894675E0
7.920644063E1,-1.742798567E0,6.340781450E-1,-1.044579625E0
7.921642986E1,-1.868636727E0,8.411614299E-1,-8.943067193E-1
7.922646032E1,-1.695761919E0,7.709119320E-1,-8.765916228E-1
7.923641886E1,-1.013425469E0,6.475171447E-1,-8.069530129E-1
7.924645147E1,-1.404990070E-2,3.897320330E-1,-7.128797174E-1
7.925643847E1,9.053022861E-1,-5.436700583E-2,-6.682865620E-1
7.926643794E1,1.516167521E0,-5.210680366E-1,-6.499606371E-1
7.927642747E1,1.727526903E0,-9.034696817E-1,-5.839871764E-1
7.928645847E1,1.562593341E0,-1.100168347E0,-3.958406746E-1
7.929644686E1,1.080009699E0,-1.065959811E0,-1.423316002E-1
7.930644955E1,4.343251884E-1,-7.898487449E-1,2.095267773E-1
7.931643601E1,-2.993239760E-1,-5.375614166E-1,6.175847650E-1
7.932646863E1,-1.034194827E0,-3.756821156E-1,1.000597239E0
7.933642524E1,-1.672549009E0,-3.304781020E-1,1.274875760E0
7.934645755E1,-2.139860868E0,-3.316998184E-1,1.417818189E0
7.935644463E1,-2.392759085E0,-4.948008358E-1,1.527163148E0
7.936647886E1,-2.393980980E0,-1.167363524E0,1.750739813E0
7.937643355E1,-2.380541801E0,-1.743409395E0,2.724458933E0
7.938646686E1,-2.541810274E0,-2.163684607E0,3.810577393E0
7.939642255E1,-2.899777412E0,-2.362826824E0,5.107444286E0
7.940645509E1,-3.411682367E0,-2.341446400E0,6.387817860E0
7.941644217E1,-3.793473244E0,-2.262033939E0,7.543574810E0
7.942644194E1,-3.676797867E0,-2.259590626E0,8.178263664E0
7.943643117E1,-3.161227703E0,-2.376265764E0,7.424456120E0
7.944646063E1,-2.252260208E0,-2.415971994E0,5.629123211E0
7.945641947E1,-1.063516378E0,-2.466673851E0,3.366478443E0
7.946645209E1,4.031710699E-2,-2.656042099E0,1.258382440E0
7.947643909E1,6.945537925E-1,-2.663983345E0,2.871066704E-2
7.948643886E1,9.877691269E-1,-2.720793724E0,1.209513173E-1
7.949642809E1,8.833111525E-1,-2.596788168E0,1.220508814E0
7.950645848E1,2.657263875E-1,-2.260201454E0,2.499660492E0
7.951641732E1,-7.177666426E-1,-1.662775159E0,3.103195429E0
7.952644771E1,-1.710422635E0,-1.104444385E0,3.014009237E0
7.953643663E1,-2.491108418E0,-1.032362223E0,2.662761688E0
7.954646778E1,-2.988963604E0,-1.280984402E0,2.298074961E0
7.955642617E1,-3.270572424E0,-1.414153099E0,2.022574902E0
7.956645701E1,-3.447723389E0,-1.360396862E0,1.815491557E0
7.957644586E1,-3.578448534E0,-1.305419087E0,1.640784025E0
7.958644594E1,-3.668856621E0,-1.274875760E0,1.426981211E0
7.959643478E1,-3.706730366E0,-1.257160664E0,1.159422278E0
7.960646717E1,-3.659693718E0,-1.263269305E0,8.955284357E-1
7.961642371E1,-3.494760036E0,-1.236391306E0,6.713408828E-1
7.962645609E1,-3.229644537E0,-1.114829063E0,4.557054639E-1
7.963644340E1,-2.946814060E0,-9.291260242E-1,2.156354338E-1
7.964644524E1,-2.726291656E0,-6.090326309E-1,-9.101892263E-2
7.965643232E1,-2.588236094E0,-1.533271819E-1,-4.312708676E-1
7.966646471E1,-2.468506575E0,5.980370641E-1,-9.920451641E-1
7.967642132E1,-2.412917614E0,1.149037480E0,-1.359175205E0
7.968645363E1,-2.326785803E0,1.788002610E0,-1.734857321E0
7.969644094E1,-2.161241293E0,2.506380081E0,-2.111761093E0
7.970644348E1,-1.883297563E0,3.205209970E0,-2.421469927E0
7.971642986E1,-1.463022232E0,3.848451138E0,-2.690861464E0
7.972646309E1,-8.857545853E-1,4.366464615E0,-2.971859455E0
7.973641886E1,-1.484402567E-1,4.704884052E0,-3.265074730E0
7.974645140E1,7.611380816E-1,4.896084785E0,-3.500868797E0
7.975643848E1,1.813048005E0,4.941288948E0,-3.626096010E0
7.976644248E1,2.918103218E0,4.880813122E0,-3.656028509E0
7.977642740E1,3.966959000E0,4.830722332E0,-3.732997417E0
7.978645978E1,4.963891029E0,4.777576923E0,-4.042706013E0
7.979644686E1,5.935166836E0,4.409225464E0,-4.514904976E0
7.980644871E1,6.764721870E0,3.572950840E0,-4.916854382E0
7.981643609E1,7.259522438E0,2.584570885E0,-5.245500088E0
7.982646840E1,7.352984905E0,1.855808616E0,-5.319414616E0
7.983642501E1,7.183775425E0,1.749518037E0,-5.134322166E0
7.984645732E1,6.875899315E0,2.002416372E0,-4.933958530E0
7.985644440E1,6.422636986E0,2.157576084E0,-4.762305260E0
7.986644648E1,5.798332691E0,2.095267773E0,-4.575991631E0
7.987643363E1,5.006040573E0,1.947438359E0,-4.342030048E0
7.988646371E1,4.057366848E0,1.872301936E0,-4.008497715E0
7.989642248E1,3.001180887E0,1.929723263E0,-3.561955214E0
7.990645301E1,1.952325344E0,2.065335512E0,-3.043941498E0
7.991644217E1,1.059851170E0,2.208888769E0,-2.521651745E0
7.992644194E1,3.903428912E-1,2.315790176E0,-2.042122602E0
7.993643109E1,-6.414084882E-2,2.338392258E0,-1.618792892E0
7.994646132E1,-3.365867436E-1,2.265088320E0,-1.266934514E0
7.995642009E1,-4.660901725E-1,2.037846565E0,-8.368853927E-1
7.996645240E1,-4.153883755E-1,1.808771968E0,-6.236934066E-1
7.997643948E1,-2.736676335E-1,1.528384805E0,-4.379903674E-1
7.998644155E1,-5.925392732E-2,1.255328059E0,-2.712241709E-1
7.999642871E1,1.924225539E-1,1.017090678E0,-1.533271819E-1
8.000646101E1,4.294382632E-1,8.258898258E-1,-1.136209369E-1
8.001641755E1,5.998696685E-1,7.061602473E-1,-1.631010175E-1
8.002644994E1,6.456845403E-1,6.133087277E-1,-2.620611787E-1
8.003643724E1,5.387831330E-1,3.872885704E-1,-2.950479090E-1
8.004646748E1,3.042109013E-1,1.832595654E-2,-1.820378453E-1
8.005642648E1,-1.343903504E-2,-4.214970171E-1,1.166752651E-1
8.006645725E1,-3.616322279E-1,-8.405506015E-1,6.206390858E-1
8.007644586E1,-7.098253965E-1,-1.114829063E0,1.299310327E0
8.008644586E1,-1.030529618E0,-1.200350165E0,2.058005095E0
8.009643455E1,-1.264491081E0,-1.187522054E0,2.750115395E0
8.010646740E1,-1.375668526E0,-1.146594048E0,3.286454916E0
8.011642378E1,-1.357342601E0,-1.111163855E0,3.587611675E0
8.012645424E1,-1.254106402E0,-1.078177214E0,3.762319088E0
8.013644340E1,-1.224784851E0,-1.199739337E0,4.139833927E0
8.014644532E1,-1.414153099E0,-1.499063253E0,4.771468639E0
8.015643232E1,-1.860084653E0,-1.812437177E0,5.599190712E0
8.016646494E1,-2.527760267E0,-1.837482691E0,6.553362370E0
8.017642132E1,-3.161838531E0,-1.620625496E0,7.609548569E0
8.018645171E1,-3.427564859E0,-1.489900351E0,8.597928047E0
8.019644094E1,-3.237585783E0,-1.496619821E0,8.845939636E0
8.020644071E1,-2.643824816E0,-1.293201685E0,7.900930882E0
8.021642986E1,-1.773341775E0,-8.142833710E-1,6.243653774E0
8.022646248E1,-8.423831463E-1,-4.416555762E-1,4.850881100E0
8.023641909E1,-6.963863969E-2,-5.241223574E-1,4.158159733E0
8.024645148E1,3.133738637E-1,-1.340849161E0,3.960850239E0
8.025643848E1,8.552113548E-3,-1.756848454E0,3.864333630E0
8.026643825E1,-5.338962078E-1,-1.825265408E0,3.685961008E0
8.027642748E1,-1.097724795E0,-1.692707539E0,3.555235624E0
8.028645794E1,-1.555262923E0,-1.572367191E0,3.500868797E0
8.029644709E1,-1.895514846E0,-1.525330544E0,3.433673620E0
8.030644678E1,-2.154521704E0,-1.533271790E0,3.299283266E0
8.031643602E1,-2.357328892E0,-1.566258430E0,3.104417086E0
8.032646648E1,-2.518597364E0,-1.565036774E0,2.864958048E0
8.033642494E1,-2.650544405E0,-1.520443559E0,2.592512131E0
8.034645540E1,-2.750115395E0,-1.447139740E0,2.304794550E0
8.035644463E1,-2.817921400E0,-1.369559884E0,2.007303238E0
8.036644502E1,-2.848464727E0,-1.285871387E0,1.679268599E0
8.037643355E1,-2.853962421E0,-1.169806957E0,1.312138557E0
8.038646463E1,-2.850908041E0,-1.020144939E0,9.101892114E-1
8.039642255E1,-2.850297213E0,-8.319984674E-1,4.776966274E-1
8.040645271E1,-2.857627630E0,-5.815436840E-1,3.543018550E-2
8.041644225E1,-2.866790533E0,-2.748893499E-1,-3.958406746E-1
8.042644186E1,-2.862514496E0,1.264491081E-1,-8.155050874E-1
8.043643117E1,-2.827695131E0,6.230825782E-1,-1.244943380E0
8.044646317E1,-2.725069761E0,1.188743711E0,-1.669494748E0
8.045641971E1,-2.486832380E0,1.769676566E0,-2.094046116E0
8.046645263E1,-2.031737804E0,2.318844557E0,-2.544864655E0
8.047643917E1,-1.335351467E0,2.806925774E0,-2.999959230E0
8.048644125E1,-4.300491214E-1,3.140458107E0,-3.415347576E0
8.049642802E1,5.900958180E-1,3.345708847E0,-3.776368856E0
8.050646071E1,1.580308437E0,3.477045059E0,-4.137390137E0
8.051641702E1,2.474615097E0,3.550959587E0,-4.480085850E0
8.052644986E1,3.354871988E0,3.454442978E0,-4.764138222E0
8.053643671E1,4.800789833E0,2.905885935E0,-5.415931225E0
8.054646986E1,5.674938202E0,2.357328892E0,-6.029240131E0
8.055642617E1,6.206390858E0,1.952936172E0,-6.613227367E0
8.056645879E1,6.192340851E0,1.784948230E0,-6.916216373E0
8.057644563E1,5.626069069E0,1.627955914E0,-6.751282692E0
8.058644778E1,4.756196976E0,1.599245191E0,-6.331618309E0
8.059643486E1,3.838066339E0,1.720196486E0,-5.921727657E0
8.060646740E1,2.911994696E0,1.780061364E0,-5.539937019E0
8.061642371E1,1.970651269E0,1.713477015E0,-5.170974255E0
8.062645632E1,1.110553026E0,1.668272972E0,-4.835609436E0
8.063644317E1,4.532620013E-1,1.739744186E0,-4.502687931E0
8.064644532E1,2.932153270E-2,1.863139033E0,-4.133725166E0
8.065643232E1,-1.899790913E-1,1.901623487E0,-3.727499723E0
