"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.105034230E2,-1.081231460E-1,6.615670323E-1,5.104390144E0
2.105134230E2,-3.530801237E-1,7.165449262E-1,5.111109734E0
2.105234230E2,-7.092145681E-1,8.002334833E-1,5.073235989E0
2.105334230E2,-1.065348983E0,8.784242272E-1,5.039638042E0
2.105434230E2,-1.445918083E0,9.889908433E-1,5.027420998E0
2.105534230E2,-1.793500304E0,1.131933331E0,5.048190594E0
2.105634230E2,-2.083661318E0,1.255938888E0,5.091561794E0
2.105734230E2,-2.307848930E0,1.330464482E0,5.152648449E0
2.105834230E2,-2.463008642E0,1.347568750E0,5.189300060E0
2.105934230E2,-2.539366722E0,1.299921274E0,5.188078403E0
2.106034230E2,-2.551584244E0,1.174693823E0,5.136765957E0
2.106134230E2,-2.505769253E0,9.902125597E-1,5.033529758E0
2.106234230E2,-2.395813465E0,7.623597980E-1,4.889976501E0
2.106334230E2,-2.230268955E0,5.064072609E-1,4.710992813E0
2.106434230E2,-2.004248857E0,2.999348342E-1,4.489859581E0
2.106534230E2,-1.740355134E0,1.912008226E-1,4.163657665E0
2.106634230E2,-1.465465665E0,2.040289938E-1,3.679241419E0
2.106734230E2,-1.094059706E0,4.208861589E-1,2.909551144E0
2.106834230E2,-7.745771408E-1,6.707300544E-1,2.261423111E0
2.106934230E2,-4.453207552E-1,8.796459436E-1,1.720807433E0
2.107034230E2,-1.411098689E-1,9.908234477E-1,1.324966669E0
2.107134230E2,1.215621829E-1,9.724974632E-1,1.038470864E0
2.107234230E2,3.414736688E-1,8.582656980E-1,8.393288255E-1
2.107334230E2,4.862487316E-1,6.756169796E-1,6.829473376E-1
2.107434230E2,5.626068711E-1,4.801400900E-1,5.302310586E-1
2.107534230E2,5.815436840E-1,2.797762752E-1,3.573561609E-1
2.107634230E2,5.448917747E-1,1.050688252E-1,1.710422635E-1
2.107734230E2,4.697553813E-1,-1.221730467E-2,-4.214970022E-2
2.107834230E2,3.652974069E-1,-7.941248268E-2,-2.700024247E-1
2.107934230E2,2.492330223E-1,-1.386664063E-1,-4.899139404E-1
2.108034230E2,1.850921661E-1,-2.150245607E-1,-7.012733221E-1
2.108134230E2,1.924225539E-1,-4.465425014E-1,-9.871582389E-1
2.108234230E2,2.565633953E-1,-7.305948138E-1,-1.251052022E0
2.108334230E2,3.298672438E-1,-1.064127207E0,-1.534493446E0
2.108434230E2,3.976732790E-1,-1.372614264E0,-1.851532578E0
2.108534230E2,4.966334403E-1,-1.596801758E0,-2.217440844E0
2.108634230E2,6.389650702E-1,-1.706146598E0,-2.629774809E0
2.108734230E2,8.075638413E-1,-1.734246373E0,-3.072652102E0
2.108834230E2,9.682214260E-1,-1.712255239E0,-3.525303364E0
2.108934230E2,1.087340117E0,-1.662775159E0,-3.933361292E0
2.109034230E2,1.144761443E0,-1.580308437E0,-4.279721737E0
2.109134230E2,1.144761443E0,-1.447750688E0,-4.547280788E0
2.109234230E2,1.101390004E0,-1.268156290E0,-4.740925312E0
2.109334230E2,1.042136073E0,-1.067792416E0,-4.874704838E0
2.109434230E2,9.889908433E-1,-8.619308472E-1,-4.971832275E0
2.109534230E2,9.572258592E-1,-6.517932415E-1,-5.057964325E0
2.109634230E2,9.413433671E-1,-4.434881806E-1,-5.159368038E0
2.109734230E2,9.523389339E-1,-3.378084898E-1,-5.230228424E0
2.109834230E2,9.755517840E-1,-2.919935882E-1,-5.285817146E0
2.109934230E2,9.969320893E-1,-2.993239760E-1,-5.317582130E0
2.110034230E2,1.025642753E0,-3.359758854E-1,-5.317582130E0
2.110134230E2,1.059240341E0,-3.952298164E-1,-5.291314602E0
2.110234230E2,1.080620646E0,-4.642575979E-1,-5.232671738E0
2.110334230E2,1.086118460E0,-5.424483418E-1,-5.154480934E0
2.110434230E2,1.078177214E0,-6.230825782E-1,-5.040249348E0
2.110534230E2,1.053131700E0,-7.067710757E-1,-4.896695614E0
2.110634230E2,1.010371089E0,-7.648032904E-1,-4.732984066E0
2.110734230E2,9.450085163E-1,-8.008443117E-1,-4.548502445E0
2.110834230E2,8.607091308E-1,-8.277224302E-1,-4.343862534E0
2.110934230E2,7.703011036E-1,-8.527678847E-1,-4.112955570E0
2.111034230E2,6.560692787E-1,-8.894197941E-1,-3.797749281E0
2.111134230E2,5.601634383E-1,-9.230173826E-1,-3.520416498E0
2.111234230E2,4.740314186E-1,-9.688322544E-1,-3.228422880E0
2.111334230E2,3.958406746E-1,-9.963212013E-1,-2.996294022E0
2.111434230E2,2.907718420E-1,-9.779952765E-1,-2.816088676E0
2.111534230E2,1.508837193E-1,-9.083566070E-1,-2.641381264E0
2.111634230E2,-4.886921868E-2,-7.452555895E-1,-2.478891134E0
2.111734230E2,-3.426954150E-1,-4.831944108E-1,-2.318844557E0
2.111834230E2,-7.415903807E-1,-1.631010175E-1,-2.134363174E0
2.111934230E2,-1.180802464E0,2.125810981E-1,-1.929112434E0
2.112034230E2,-1.580919266E0,6.401867867E-1,-1.701870561E0
2.112134230E2,-1.877799749E0,1.067792416E0,-1.434311628E0
2.112234230E2,-2.045176744E0,1.418429136E0,-1.099557400E0
2.112334230E2,-2.058615923E0,1.661553502E0,-6.896668673E-1
2.112434230E2,-1.862528086E0,1.839926124E0,-8.246681094E-2
2.112534230E2,-1.600466967E0,1.826487064E0,4.831944108E-1
2.112634230E2,-1.321301579E0,1.635897160E0,1.151481032E0
2.112734230E2,-1.080009699E0,1.318247199E0,1.904066920E0
2.112834230E2,-9.053022861E-1,9.321803451E-1,2.727513313E0
2.112934230E2,-7.342600226E-1,5.290092826E-1,3.496592760E0
2.113034230E2,-4.776966274E-1,1.569923609E-1,4.134946823E0
2.113134230E2,-1.264491081E-1,-9.101892263E-2,4.592484951E0
2.113234230E2,2.883284092E-1,-2.199114859E-1,4.794070244E0
2.113334230E2,6.890559793E-1,-2.663372457E-1,4.762305260E0
2.113434230E2,9.957103729E-1,-2.877175212E-1,4.619973660E0
2.113534230E2,1.151481032E0,-3.249803185E-1,4.478864193E0
2.113634230E2,1.168585181E0,-3.414736688E-1,4.408614635E0
2.113734230E2,1.067792416E0,-3.036000133E-1,4.437325001E0
2.113834230E2,8.790351152E-1,-2.211332172E-1,4.551557064E0
2.113934230E2,5.497786999E-1,-7.147123665E-2,4.759251118E0
2.114034230E2,2.241875380E-1,9.590584040E-2,4.915021896E0
2.114134230E2,-1.362229437E-1,2.883284092E-1,5.018868923E0
2.114234230E2,-5.002986193E-1,5.027421117E-1,5.052466393E0
2.114334230E2,-8.637634516E-1,7.250970602E-1,5.012760162E0
2.114434230E2,-1.227839112E0,9.205739498E-1,4.913188934E0
2.114534230E2,-1.594969153E0,1.127046347E0,4.773911953E0
2.114634230E2,-1.963931799E0,1.323745012E0,4.643797398E0
2.114734230E2,-2.298686028E0,1.476461291E0,4.547280788E0
2.114834230E2,-2.559525490E0,1.579697490E0,4.490470409E0
2.114934230E2,-2.729956865E0,1.627955914E0,4.468479156E0
2.115034230E2,-2.801428080E0,1.618792892E0,4.470311642E0
2.115134230E2,-2.782491207E0,1.557095528E0,4.467257500E0
2.115234230E2,-2.697580814E0,1.467909217E0,4.421442509E0
2.115334230E2,-2.532036543E0,1.311527729E0,4.279721737E0
2.115434230E2,-2.368935347E0,1.167974353E0,4.110512257E0
2.115534230E2,-2.177123785E0,1.012203693E0,3.901596308E0
2.115634230E2,-1.963320851E0,8.466592431E-1,3.662748098E0
2.115734230E2,-1.737911582E0,7.354817390E-1,3.407406330E0
2.115834230E2,-1.514334917E0,6.713408828E-1,3.097697735E0
2.115934230E2,-1.296866894E0,6.554583907E-1,2.747671843E0
2.116034230E2,-1.070846796E0,6.762278080E-1,2.373822451E0
2.116134230E2,-8.454375267E-1,6.786713004E-1,2.007914066E0
2.116234230E2,-6.206390858E-1,6.279694438E-1,1.668883801E0
2.116334230E2,-4.080579877E-1,5.125159621E-1,1.353066564E0
2.116434230E2,-2.186897546E-1,3.665191531E-1,1.067792416E0
2.116534230E2,-6.169738993E-2,2.180788964E-1,8.069530129E-1
2.116634230E2,3.787364438E-2,1.154535338E-1,5.540547967E-1
2.116734230E2,7.147123665E-2,7.696902007E-2,2.761110961E-1
2.116834230E2,6.902777404E-2,1.136209369E-1,-1.050688252E-1
2.116934230E2,7.147123665E-2,1.795943826E-1,-4.251621962E-1
2.117034230E2,9.346238524E-2,2.382374406E-1,-7.397578359E-1
2.117134230E2,1.380555481E-1,2.492330223E-1,-1.041525245E0
2.117234230E2,2.095267773E-1,2.095267773E-1,-1.342681766E0
2.117334230E2,2.834414840E-1,8.979719132E-2,-1.665829539E0
2.117434230E2,3.420845270E-1,-1.056796908E-1,-1.996307611E0
2.117534230E2,4.129449129E-1,-3.023782969E-1,-2.302350998E0
2.117634230E2,5.076290369E-1,-4.593706727E-1,-2.572964430E0
2.117734230E2,6.218608022E-1,-5.748242140E-1,-2.816088676E0
2.117834230E2,7.745771408E-1,-6.456845403E-1,-3.042109013E0
2.117934230E2,9.425650835E-1,-7.031059265E-1,-3.263853073E0
2.118034230E2,1.102611780E0,-7.721336484E-1,-3.485597134E0
2.118134230E2,1.236391306E0,-8.374962807E-1,-3.687182665E0
2.118234230E2,1.370170712E0,-8.967501521E-1,-3.908315897E0
2.118334230E2,1.455691934E0,-8.955284357E-1,-4.064086437E0
2.118434230E2,1.523497939E0,-8.607091308E-1,-4.203363895E0
2.118534230E2,1.574810624E0,-8.081747293E-1,-4.326147556E0
2.118634230E2,1.621236324E0,-7.318165898E-1,-4.447710037E0
2.118734230E2,1.665218711E0,-6.615670323E-1,-4.557665825E0
2.118834230E2,1.711033583E0,-6.114761233E-1,-4.647462845E0
2.118934230E2,1.757459283E0,-5.729916096E-1,-4.710992813E0
2.119034230E2,1.798387289E0,-5.357288122E-1,-4.750699043E0
2.119134230E2,1.828319669E0,-5.186246037E-1,-4.771468639E0
2.119234230E2,1.850310802E0,-5.149593949E-1,-4.767803192E0
2.119334230E2,1.857641220E0,-5.222898126E-1,-4.745201111E0
2.119434230E2,1.845423937E0,-5.357288122E-1,-4.696942806E0
2.119534230E2,1.811215401E0,-5.577199459E-1,-4.624249935E0
2.119634230E2,1.742798567E0,-5.894849896E-1,-4.499022484E0
2.119734230E2,1.667051196E0,-6.255260110E-1,-4.371962547E0
2.119834230E2,1.569312811E0,-6.566801667E-1,-4.224743843E0
2.119934230E2,1.443474531E0,-6.713408828E-1,-4.050647259E0
2.120034230E2,1.302364707E0,-6.780604124E-1,-3.858835697E0
2.120134230E2,1.155757070E0,-6.707300544E-1,-3.646865606E0
2.120234230E2,1.010371089E0,-6.646214128E-1,-3.407406330E0
2.120334230E2,8.662069440E-1,-6.597344875E-1,-3.146566868E0
2.120434230E2,7.104362845E-1,-6.585127115E-1,-2.877175331E0
2.120534230E2,5.320636034E-1,-6.640105247E-1,-2.625498772E0
2.120634230E2,3.371976018E-1,-6.517932415E-1,-2.412917614E0
2.120734230E2,1.209513173E-1,-5.919284225E-1,-2.243097067E0
2.120834230E2,1.209513173E-1,-5.919284225E-1,-2.243097067E0
2.120934230E2,-3.640756905E-1,-3.274237812E-1,-1.999972820E0
2.121034230E2,-6.646214128E-1,-1.007927656E-1,-1.929723263E0
2.121134230E2,-1.088561893E0,2.675589919E-1,-1.839926124E0
2.121234230E2,-1.431868076E0,6.334672570E-1,-1.721418262E0
2.121334230E2,-1.700648785E0,1.073290229E0,-1.538158655E0
2.121434230E2,-1.842369556E0,1.501506805E0,-1.272432327E0
2.121534230E2,-1.827708840E0,1.856419444E0,-9.193521738E-1
2.121634230E2,-1.671327353E0,2.138028383E0,-5.143485069E-1
2.121734230E2,-1.426981211E0,2.306016207E0,-8.307767659E-2
2.121834230E2,-1.145983219E0,2.340224743E0,3.524692357E-1
2.121934230E2,-8.772025108E-1,2.205223560E0,7.922922373E-1
2.122034230E2,-6.829473376E-1,1.908343077E0,1.229060888E0
2.122134230E2,-5.626068711E-1,1.522887111E0,1.654833913E0
2.122234230E2,-4.660901725E-1,1.095892191E0,2.060448408E0
2.122334230E2,-3.445279896E-1,6.609562039E-1,2.453234911E0
2.122434230E2,-1.612684280E-1,2.718350291E-1,2.802649736E0
2.122534230E2,9.590584040E-2,-4.092797264E-2,3.105638981E0
2.122634230E2,2.266310006E-1,-1.527163088E-1,3.208875179E0
2.122734230E2,2.516764700E-1,-1.783726513E-1,3.232088089E0
2.122834230E2,1.685988009E-1,-1.502728462E-1,3.223536015E0
2.122934230E2,1.221730490E-3,-6.597344577E-2,3.228422880E0
2.123034230E2,-2.217440903E-1,7.024950534E-2,3.274848461E0
2.123134230E2,-4.685336351E-1,2.241875380E-1,3.371365309E0
2.123234230E2,-6.914994717E-1,3.506366611E-1,3.500868797E0
2.123334230E2,-8.533787727E-1,4.483750761E-1,3.614489555E0
2.123434230E2,-9.468411207E-1,5.363397002E-1,3.693291187E0
2.123534230E2,-1.017090678E0,6.047565937E-1,3.701843500E0
2.123634230E2,-1.103833556E0,6.255260110E-1,3.630372047E0
2.123734230E2,-1.244332552E0,5.986479521E-1,3.508810043E0
2.123834230E2,-1.440420270E0,5.338962078E-1,3.353039265E0
2.123934230E2,-1.661553502E0,4.813618064E-1,3.205209970E0
2.124034230E2,-1.943162322E0,4.685336351E-1,3.058602333E0
2.124134230E2,-2.143526077E0,5.204572082E-1,2.983465910E0
2.124234230E2,-2.320677042E0,6.212499738E-1,2.938261747E0
2.124334230E2,-2.483778000E0,7.446447611E-1,2.910772800E0
2.124434230E2,-2.622444391E0,8.509352803E-1,2.894890308E0
2.124534230E2,-2.713463306E0,9.694431424E-1,2.879618883E0
2.124634230E2,-2.772717237E0,1.042747021E0,2.806925774E0
2.124734230E2,-2.770273924E0,1.041525245E0,2.720793724E0
2.124834230E2,-2.770273924E0,1.041525245E0,2.720793724E0
2.124934230E2,-2.598009825E0,8.912523985E-1,2.527149439E0
2.125034230E2,-2.455067396E0,7.629706860E-1,2.417193890E0
2.125134230E2,-2.270586014E0,5.931501389E-1,2.295631647E0
2.125234230E2,-2.039679050E0,4.019493461E-1,2.142915249E0
2.125334230E2,-1.767233133E0,2.364048511E-1,1.970040441E0
2.125434230E2,-1.398881435E0,4.520402849E-2,1.740965962E0
2.125534230E2,-1.076955438E0,-1.093448773E-1,1.556484699E0
2.125634230E2,-7.501425147E-1,-2.571742535E-1,1.367116451E0
2.125734230E2,-4.294382632E-1,-3.811798990E-1,1.178359032E0
2.125834230E2,-1.478293836E-1,-4.856378734E-1,9.798278809E-1
2.125934230E2,8.185594529E-2,-5.277875662E-1,7.739662528E-1
2.126034230E2,2.431243658E-1,-5.131267905E-1,5.589417219E-1
2.126134230E2,3.365867436E-1,-4.538728893E-1,3.262020350E-1
2.126234230E2,3.756821156E-1,-3.646865487E-1,7.513642311E-2
2.126334230E2,4.019493461E-1,-2.797762752E-1,-1.838704348E-1
2.126434230E2,4.550946057E-1,-2.254092693E-1,-4.379903674E-1
2.126534230E2,5.326744914E-1,-2.480112910E-1,-7.024950385E-1
2.126634230E2,6.017022729E-1,-3.622430861E-1,-9.871582389E-1
2.126734230E2,6.633996367E-1,-5.247332454E-1,-1.270599723E0
2.126834230E2,7.544185519E-1,-6.939429045E-1,-1.591914773E0
2.126934230E2,8.466592431E-1,-7.782423496E-1,-1.825265408E0
2.127034230E2,9.749409556E-1,-8.124507666E-1,-2.039068222E0
2.127134230E2,1.154535294E0,-8.161159754E-1,-2.254703522E0
2.127234230E2,1.332297087E0,-8.191702962E-1,-2.477669477E0
2.127334230E2,1.460578799E0,-8.136724830E-1,-2.696359158E0
2.127434230E2,1.528384805E0,-7.715228200E-1,-2.888781786E0
2.127534230E2,1.552208543E0,-6.945537925E-1,-3.051882744E0
2.127634230E2,1.556484699E0,-5.711590052E-1,-3.188105822E0
2.127734230E2,1.555873752E0,-4.037819207E-1,-3.298672438E0
2.127834230E2,1.561982393E0,-2.083050460E-1,-3.387858629E0
2.127934230E2,1.583362699E0,-2.138028294E-2,-3.462384224E0
2.128034230E2,1.613295078E0,1.337794960E-1,-3.518583775E0
2.128134230E2,1.652390480E0,2.700024247E-1,-3.556457520E0
2.128234230E2,1.689653277E0,3.720169365E-1,-3.580281258E0
2.128334230E2,1.738522530E0,4.373795092E-1,-3.591276884E0
2.128434230E2,1.786780834E0,4.361577928E-1,-3.581502914E0
2.128534230E2,1.837482691E0,3.964515328E-1,-3.557068348E0
2.128634230E2,1.885130167E0,3.194825351E-1,-3.521638155E0
2.128734230E2,1.917505980E0,2.211332172E-1,-3.472769022E0
2.128834230E2,1.927279830E0,1.142318025E-1,-3.407406330E0
2.128834230E2,1.927279830E0,1.142318025E-1,-3.407406330E0
2.129034230E2,1.835650086E0,-5.986479297E-2,-3.238807440E0
2.129134230E2,1.733024716E0,-1.270599663E-1,-3.121521473E0
2.129234230E2,1.600466967E0,-1.637118906E-1,-2.974913836E0
2.129334230E2,1.453859329E0,-1.832595766E-1,-2.789210796E0
2.129434230E2,1.317025423E0,-1.857030392E-1,-2.572353601E0
2.129534230E2,1.188743711E0,-1.893682331E-1,-2.329839945E0
2.129634230E2,1.065959811E0,-2.003637999E-1,-2.087326527E0
2.129734230E2,9.114109278E-1,-2.266310006E-1,-1.811215401E0
2.129834230E2,7.874053121E-1,-2.596177161E-1,-1.612684250E0
2.129934230E2,6.517932415E-1,-2.858849466E-1,-1.422705173E0
2.130034230E2,5.112941861E-1,-2.907718420E-1,-1.236391306E0
2.130134230E2,3.335324228E-1,-2.577851415E-1,-1.109942198E0
2.130234230E2,8.674286306E-2,-1.521054506E-1,-1.059240341E0
2.130334230E2,-2.205223590E-1,2.748893574E-2,-1.037860036E0
2.130434230E2,-5.589417219E-1,2.528982162E-1,-9.908234477E-1
2.130534230E2,-8.753699064E-1,5.155702829E-1,-8.918632865E-1
2.130634230E2,-1.154535294E0,7.996225953E-1,-7.318165898E-1
2.130734230E2,-1.367727280E0,1.088561893E0,-4.770857692E-1
2.130834230E2,-1.497230768E0,1.364062071E0,-1.282816976E-1
2.130934230E2,-1.544267297E0,1.604132175E0,2.926044464E-1
2.131034230E2,-1.554041147E0,1.753794074E0,7.648032904E-1
2.131134230E2,-1.525941372E0,1.763567924E0,1.251052022E0
2.131234230E2,-1.418429136E0,1.574199796E0,1.860695481E0
2.131334230E2,-1.256549835E0,1.247997642E0,2.321287870E0
2.131434230E2,-1.014647126E0,7.849618196E-1,2.738508940E0
2.131534230E2,-7.147123218E-1,2.223549485E-1,3.101362944E0
2.131634230E2,-3.891211748E-1,-3.530801237E-1,3.375030518E0
2.131734230E2,-1.014036313E-1,-8.784242272E-1,3.541796684E0
2.131834230E2,9.224065393E-2,-1.288925648E0,3.591276884E0
2.131934230E2,1.747074574E-1,-1.546099901E0,3.563176870E0
2.132034230E2,1.386664063E-1,-1.634064555E0,3.544851065E0
2.132134230E2,-2.871066704E-2,-1.563204169E0,3.629150391E0
2.132234230E2,-3.225368559E-1,-1.353066564E0,3.814853430E0
2.132334230E2,-6.890559793E-1,-1.053131700E0,4.038430214E0
2.132434230E2,-1.056185961E0,-7.110471725E-1,4.224133015E0
2.132534230E2,-1.389107585E0,-3.799581826E-1,4.331034660E0
2.132634230E2,-1.725694299E0,-5.681046844E-2,4.313930511E0
2.132734230E2,-1.901012659E0,1.221730486E-1,4.188703060E0
2.132834230E2,-2.000583649E0,2.364048511E-1,4.020104408E0
2.132934230E2,-2.065335512E0,2.846632004E-1,3.839287996E0
2.133034230E2,-2.130697966E0,2.712241709E-1,3.691458702E0
2.133134230E2,-2.201558352E0,2.217440903E-1,3.601661444E0
2.133234230E2,-2.274862289E0,1.551597714E-1,3.555846691E0
2.133334230E2,-2.312124968E0,7.391469181E-2,3.528968573E0
2.133434230E2,-2.305405378E0,-3.665191587E-3,3.499646902E0
2.133534230E2,-2.249205828E0,-6.963863969E-2,3.437338829E0
2.133634230E2,-2.138028383E0,-1.233947799E-1,3.354261160E0
2.133734230E2,-1.995696783E0,-1.973094791E-1,3.272405148E0
2.133834230E2,-1.825265408E0,-2.590068579E-1,3.201544762E0
2.133934230E2,-1.634064555E0,-2.901609838E-1,3.136793137E0
2.134034230E2,-1.400714040E0,-3.292563558E-1,3.054937124E0
2.134134230E2,-1.232115149E0,-3.671300113E-1,2.977967978E0
2.134234230E2,-1.070846796E0,-3.646865487E-1,2.881451368E0
2.134334230E2,-9.272934198E-1,-3.420845270E-1,2.728734970E0
2.134434230E2,-8.081747293E-1,-3.176499307E-1,2.499660492E0
2.134534230E2,-6.695083380E-1,-2.773328125E-1,2.219273329E0
2.134634230E2,-5.076290369E-1,-2.382374406E-1,1.896125674E0
2.134734230E2,-3.286454976E-1,-2.174680233E-1,1.551597714E0
2.134834230E2,-1.374446750E-1,-2.357939780E-1,1.205237150E0
2.134934230E2,4.459316283E-2,-2.590068579E-1,8.576548100E-1
2.135034230E2,2.021963894E-1,-2.608394623E-1,5.100724697E-1
2.135134230E2,3.310889602E-1,-2.724458873E-1,1.692096740E-1
2.135234230E2,4.202753007E-1,-2.638937831E-1,-1.466076523E-1
2.135334230E2,4.563163519E-1,-2.070833147E-1,-4.489859641E-1
2.135434230E2,4.477642179E-1,-1.032362282E-1,-7.513642311E-1
2.135534230E2,4.074471295E-1,1.649336144E-2,-1.112385631E0
2.135634230E2,3.933972120E-1,6.169738993E-2,-1.381777167E0
2.135734230E2,4.141666293E-1,3.970624134E-2,-1.651168704E0
2.135834230E2,4.508185387E-1,-8.735372871E-2,-1.938886285E0
2.135934230E2,5.002986193E-1,-2.932153046E-1,-2.221716881E0
2.136034230E2,5.619960427E-1,-5.039638281E-1,-2.483778000E0
2.136134230E2,6.261368990E-1,-6.750060916E-1,-2.721404552E0
2.136234230E2,7.018841505E-1,-7.709119320E-1,-2.933985710E0
2.136334230E2,8.063421249E-1,-7.886270285E-1,-3.123353958E0
2.136434230E2,9.395107627E-1,-7.715228200E-1,-3.307835340E0
2.136534230E2,1.080009699E0,-7.489207983E-1,-3.485597134E0
2.136634230E2,1.207069755E0,-7.208209634E-1,-3.649308920E0
2.136734230E2,1.315192819E0,-6.786713004E-1,-3.799581766E0
2.136834230E2,1.411098719E0,-5.949827433E-1,-3.938858986E0
2.136934230E2,1.524719596E0,-4.697553813E-1,-4.080579758E0
2.137034230E2,1.613906026E0,-3.671300113E-1,-4.166100979E0
2.137134230E2,1.700648785E0,-2.522873580E-1,-4.243680954E0
2.137234230E2,1.779450417E0,-1.588249654E-1,-4.303545475E0
2.137334230E2,1.851532578E0,-8.613199741E-2,-4.351192951E0
2.137434230E2,1.921782017E0,-3.909537569E-2,-4.386623383E0
2.137534230E2,1.989588141E0,-3.176499158E-2,-4.408614635E0
2.137634230E2,2.047620296E0,-5.375614017E-2,-4.414722919E0
2.137734230E2,2.096489429E0,-8.613199741E-2,-4.401284218E0
2.137834230E2,2.120924234E0,-1.307251602E-1,-4.373795033E0
2.137934230E2,2.111150265E0,-1.765400618E-1,-4.331034660E0
2.138034230E2,2.060448408E0,-2.211332172E-1,-4.259563446E0
2.138134230E2,1.977981687E0,-2.498438805E-1,-4.169765949E0
2.138234230E2,1.882686734E0,-2.785545588E-1,-4.051869392E0
2.138334230E2,1.745242000E0,-2.956587672E-1,-3.907094002E0
2.138434230E2,1.619403720E0,-3.005456924E-1,-3.704286814E0
2.138534230E2,1.480126500E0,-2.962696552E-1,-3.513696909E0
2.138634230E2,1.323134065E0,-2.913827300E-1,-3.292563677E0
2.138734230E2,1.155146122E0,-2.816088796E-1,-3.050050259E0
2.138834230E2,9.914342761E-1,-2.657263875E-1,-2.813645363E0
2.138934230E2,8.142833710E-1,-2.162462920E-1,-2.599231720E0
2.139034230E2,6.346889734E-1,-1.227839142E-1,-2.428189278E0
2.139134230E2,4.324925840E-1,2.138028294E-2,-2.279749155E0
2.139234230E2,1.991420686E-1,1.692096740E-1,-2.114815474E0
2.139334230E2,-6.658431143E-2,3.121521473E-1,-1.940718889E0
2.139434230E2,-3.714060783E-1,4.648684561E-1,-1.776396155E0
2.139534230E2,-7.055493593E-1,6.316346526E-1,-1.602299571E0
2.139634230E2,-1.049466491E0,8.216137290E-1,-1.395216227E0
2.139734230E2,-1.361618638E0,1.047633886E0,-1.120326877E0
2.139834230E2,-1.618792892E0,1.342681766E0,-6.737843752E-1
2.139934230E2,-1.687820673E0,1.527163148E0,-2.406809032E-1
2.140034230E2,-1.662164330E0,1.631010175E0,2.449569702E-1
2.140134230E2,-1.592525721E0,1.607797384E0,7.666358948E-1
2.140234230E2,-1.512502313E0,1.444696307E0,1.299921274E0
2.140334230E2,-1.449583173E0,1.119716048E0,1.832595706E0
2.140434230E2,-1.392772794E0,6.682865620E-1,2.354274750E0
2.140534230E2,-1.279762745E0,1.508837193E-1,2.846021175E0
2.140634230E2,-1.056796908E0,-3.903428912E-1,3.298672438E0
2.140734230E2,-7.293730974E-1,-9.034696817E-1,3.701232433E0
2.140834230E2,-3.109304011E-1,-1.319468975E0,4.006665230E0
2.140934230E2,1.337794960E-1,-1.628566742E0,4.178929329E0
2.141034230E2,5.198463202E-1,-1.806939363E0,4.230852604E0
2.141134230E2,7.733554244E-1,-1.847867370E0,4.213137627E0
2.141234230E2,8.032878041E-1,-1.696983695E0,4.183205128E0
2.141334230E2,6.206390858E-1,-1.408655286E0,4.203974724E0
2.141434230E2,3.194825351E-1,-1.010371089E0,4.293771744E0
2.141534230E2,-5.619960278E-2,-5.699372888E-1,4.435492516E0
2.141634230E2,-4.550946057E-1,-1.466076523E-1,4.592484951E0
2.141734230E2,-8.161159754E-1,2.089159191E-1,4.730540276E0
2.141834230E2,-1.102611780E0,4.416555762E-1,4.817893982E0
2.141934230E2,-1.332297087E0,5.485569835E-1,4.852102757E0
2.142034230E2,-1.553430319E0,5.613851547E-1,4.845993996E0
2.142134230E2,-1.792278647E0,4.972442985E-1,4.807509422E0
2.142234230E2,-2.016466141E0,4.019493461E-1,4.736649036E0
2.142334230E2,-2.221106052E0,3.176499307E-1,4.648073673E0
2.142434230E2,-2.385428667E0,2.669481039E-1,4.585765362E0
2.142534230E2,-2.508823633E0,2.272418737E-1,4.564384937E0
2.142634230E2,-2.588236094E0,2.205223590E-1,4.569882870E0
2.142734230E2,-2.635272741E0,2.382374406E-1,4.572326183E0
2.142834230E2,-2.634050846E0,2.480112910E-1,4.530176640E0
2.142934230E2,-2.585792542E0,2.394591719E-1,4.431827545E0
2.143034230E2,-2.475836754E0,1.893682331E-1,4.279721737E0
2.143134230E2,-2.299296856E0,9.712757170E-2,4.089742661E0
2.143234230E2,-2.078774452E0,-1.221730490E-3,3.852727175E0
2.143334230E2,-1.809993744E0,-5.436700583E-2,3.554624796E0
2.143434230E2,-1.502117634E0,-1.954768784E-2,3.136793137E0
2.143534230E2,-1.169196129E0,1.117883399E-1,2.613281488E0
2.143634230E2,-8.002334833E-1,2.974913716E-1,2.058615923E0
2.143734230E2,-4.202753007E-1,4.801400900E-1,1.541823864E0
2.143834230E2,-5.436700583E-2,5.888741016E-1,1.117883444E0
2.143934230E2,2.663372457E-1,6.139195561E-1,7.770205736E-1
2.144034230E2,5.510004759E-1,5.870414972E-1,4.972442985E-1
2.144134230E2,8.246681094E-1,4.642575979E-1,1.912008226E-1
2.144234230E2,9.834930301E-1,3.445279896E-1,-1.527163107E-2
2.144334230E2,1.080620646E0,2.217440903E-1,-2.272418737E-1
2.144434230E2,1.122770309E0,9.529497474E-2,-4.471533597E-1
2.144534230E2,1.114829063E0,-6.841690838E-2,-6.725626588E-1
2.144634230E2,1.096503139E0,-2.828305960E-1,-8.741481900E-1
2.144734230E2,1.086118460E0,-5.772676468E-1,-1.065959811E0
2.144834230E2,1.062294602E0,-9.315695167E-1,-1.281595230E0
