"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.471134230E2,-7.556403279E-1,6.407976151E-1,2.285857677E0
3.471234230E2,-6.298020482E-1,7.238753438E-1,1.634064555E0
3.471334230E2,-4.563163519E-1,7.831292152E-1,1.022588372E0
3.471434230E2,-2.266310006E-1,8.356636763E-1,4.379903674E-1
3.471534230E2,5.864306539E-2,8.588765264E-1,-1.148426682E-1
3.471634230E2,3.207042515E-1,7.947356701E-1,-5.852088928E-1
3.471734230E2,5.436700583E-1,7.049384713E-1,-9.731083512E-1
3.471834230E2,7.159340382E-1,6.169738770E-1,-1.335351467E0
3.471934230E2,8.246681094E-1,5.253441334E-1,-1.690875053E0
3.472034230E2,8.955284357E-1,4.159992337E-1,-2.056172371E0
3.472134230E2,9.382890463E-1,2.950479090E-1,-2.419637203E0
3.472234230E2,9.505063295E-1,1.417207420E-1,-2.788599730E0
3.472334230E2,9.572258592E-1,-7.086037099E-2,-3.253468275E0
3.472434230E2,9.743300676E-1,-2.284636050E-1,-3.608381033E0
3.472534230E2,1.037860036E0,-3.738495409E-1,-3.916867971E0
3.472634230E2,1.138652802E0,-5.296201706E-1,-4.207028866E0
3.472734230E2,1.250441194E0,-6.945537925E-1,-4.492913723E0
3.472834230E2,1.367116451E0,-8.692612648E-1,-4.784907341E0
3.472934230E2,1.467909217E0,-1.054964304E0,-5.086063862E0
3.473034230E2,1.518000126E0,-1.224784851E0,-5.390275002E0
3.473134230E2,1.514334917E0,-1.362840414E0,-5.643784046E0
3.473234230E2,1.483791709E0,-1.447139740E0,-5.838038921E0
3.473334230E2,1.418429136E0,-1.453859329E0,-5.998696804E0
3.473434230E2,1.323134065E0,-1.383609772E0,-6.139806747E0
3.473534230E2,1.212567568E0,-1.237612963E0,-6.272974968E0
3.473634230E2,1.091005325E0,-1.050688267E0,-6.406754494E0
3.473734230E2,9.798278809E-1,-8.313875794E-1,-6.509990692E0
3.473834230E2,8.332201838E-1,-5.448917747E-1,-6.580851078E0
3.473934230E2,7.703011036E-1,-3.561344445E-1,-6.568634033E0
3.474034230E2,7.464773059E-1,-3.194825351E-1,-6.433632851E0
3.474134230E2,7.403686643E-1,-2.773328125E-1,-6.178291321E0
3.474234230E2,7.092145681E-1,-2.406809032E-1,-5.884464741E0
3.474334230E2,6.627888083E-1,-1.704314053E-1,-5.646838188E0
3.474434230E2,6.084218025E-1,-9.224065393E-2,-5.459913731E0
3.474534230E2,5.461135507E-1,2.199114859E-2,-5.318803787E0
3.474634230E2,4.764748812E-1,1.441642046E-1,-5.220454216E0
3.474734230E2,4.343251884E-1,3.353650272E-1,-5.160589695E0
3.474834230E2,4.514294267E-1,6.157521605E-1,-5.120883465E0
3.474934230E2,3.463605940E-1,6.792821288E-1,-5.127603054E0
3.475034230E2,3.897320330E-1,8.161159754E-1,-4.896084785E0
3.475134230E2,3.469714522E-1,7.489207983E-1,-4.623028278E0
3.475234230E2,3.145956099E-1,6.566801667E-1,-4.229020119E0
3.475334230E2,2.498438805E-1,5.448917747E-1,-3.892433405E0
3.475434230E2,1.783726513E-1,4.825835526E-1,-3.563787937E0
3.475534230E2,9.346238524E-2,4.440990388E-1,-3.169779778E0
3.475634230E2,-3.481931984E-2,4.221078753E-1,-2.689028740E0
3.475734230E2,-2.101376504E-1,4.318817258E-1,-2.180788994E0
3.475834230E2,-4.233296216E-1,4.783074856E-1,-1.714698792E0
3.475934230E2,-6.566801667E-1,5.461135507E-1,-1.302975535E0
3.476034230E2,-8.680394888E-1,6.188064814E-1,-9.395107627E-1
3.476134230E2,-1.020755768E0,7.024950385E-1,-5.949827433E-1
3.476234230E2,-1.098335743E0,7.434229851E-1,-2.266310006E-1
3.476334230E2,-1.079398870E0,7.092145681E-1,1.582140923E-1
3.476434230E2,-9.272934198E-1,6.640105247E-1,5.247332454E-1
3.476534230E2,-6.554583907E-1,5.833762884E-1,8.784242272E-1
3.476634230E2,-3.152064681E-1,4.581489265E-1,1.232726097E0
3.476734230E2,8.491026610E-2,2.064724565E-1,1.730581284E0
3.476834230E2,3.543018401E-1,-1.185078546E-1,2.225382090E0
3.476934230E2,6.267477274E-1,-5.167919993E-1,2.827084303E0
3.477034230E2,9.505063295E-1,-9.468411207E-1,3.466660261E0
3.477134230E2,1.359175205E0,-1.324355841E0,3.998112917E0
3.477234230E2,1.824654460E0,-1.569923639E0,4.367075443E0
3.477334230E2,2.267531872E0,-1.681101203E0,4.602869511E0
3.477434230E2,2.584570885E0,-1.675603390E0,4.695110321E0
3.477534230E2,2.698802710E0,-1.609019041E0,4.678006172E0
3.477634230E2,2.609616280E0,-1.492343783E0,4.631580353E0
3.477734230E2,2.337170362E0,-1.334129691E0,4.623028278E0
3.477834230E2,1.936442852E0,-1.102000952E0,4.682892799E0
3.477934230E2,1.463022232E0,-7.709119320E-1,4.808731079E0
3.478034230E2,9.731083512E-1,-3.365867436E-1,4.960836887E0
3.478134230E2,4.196644127E-1,2.455678284E-1,5.136765957E0
3.478234230E2,6.780604273E-2,6.566801667E-1,5.251608372E0
3.478334230E2,-1.838704348E-1,9.767735004E-1,5.339572906E0
3.478434230E2,-3.915646076E-1,1.228450060E0,5.402492046E0
3.478534230E2,-6.078109145E-1,1.441641927E0,5.445252895E0
3.478634230E2,-8.875871897E-1,1.604132175E0,5.487402439E0
3.478734230E2,-1.237612963E0,1.764178872E0,5.552764893E0
3.478834230E2,-1.663386106E0,2.079385281E0,5.652336121E0
3.478934230E2,-2.101376534E0,2.531425476E0,5.662720680E0
3.479034230E2,-2.514321327E0,2.568688393E0,5.459913731E0
3.479134230E2,-2.773328304E0,2.466063023E0,5.182580948E0
3.479234230E2,-2.805704117E0,2.059226751E0,4.967556000E0
3.479334230E2,-2.655431271E0,1.590082288E0,4.776966095E0
3.479434230E2,-2.369546175E0,1.084285855E0,4.620584488E0
3.479534230E2,-1.883908391E0,5.143485069E-1,4.480085850E0
3.479634230E2,-1.465465665E0,2.235766798E-1,4.388455868E0
3.479734230E2,-1.076955438E0,6.108652335E-3,4.276667595E0
3.479834230E2,-7.098253965E-1,-1.698205322E-1,4.142888069E0
3.479934230E2,-3.567453027E-1,-3.188716471E-1,4.006665230E0
3.480034230E2,-2.076941915E-2,-4.172209501E-1,3.878994226E0
3.480134230E2,2.730567753E-1,-4.404338300E-1,3.753767014E0
3.480234230E2,5.131267905E-1,-4.355469346E-1,3.590665817E0
3.480334230E2,7.104362845E-1,-3.897320330E-1,3.364645720E0
3.480434230E2,8.491026759E-1,-3.268128932E-1,3.044552326E0
3.480534230E2,9.272934198E-1,-2.455678284E-1,2.614503145E0
3.480634230E2,9.443976879E-1,-1.710422635E-1,2.101987362E0
3.480734230E2,8.991936445E-1,-9.773843735E-2,1.546710849E0
3.480834230E2,7.965682745E-1,3.665191587E-3,9.902125597E-1
3.480934230E2,6.792821288E-1,9.834930301E-2,4.709770977E-1
3.481034230E2,5.259549618E-1,1.166752651E-1,-4.703662544E-2
3.481134230E2,3.946189582E-1,4.153883830E-2,-3.378084898E-1
3.481234230E2,2.816088796E-1,-6.414084882E-2,-5.503895879E-1
3.481334230E2,1.899790913E-1,-2.058615834E-1,-7.360926270E-1
3.481434230E2,1.478293836E-1,-3.860668242E-1,-9.340129495E-1
3.481534230E2,1.362229437E-1,-5.705481172E-1,-1.177748203E0
3.481634230E2,1.478293836E-1,-7.654141784E-1,-1.514334917E0
3.481734230E2,1.808161139E-1,-9.431759119E-1,-1.955379605E0
3.481834230E2,2.168571651E-1,-1.122159481E0,-2.447736979E0
3.481934230E2,2.492330223E-1,-1.285260439E0,-2.955366135E0
3.482034230E2,2.614503205E-1,-1.442252874E0,-3.456275463E0
3.482134230E2,2.400700450E-1,-1.564425945E0,-3.904039860E0
3.482234230E2,1.863138974E-1,-1.661553502E0,-4.309654236E0
3.482334230E2,8.002334833E-2,-1.711033583E0,-4.680449486E0
3.482434230E2,-1.276708394E-1,-1.643227458E0,-5.050023079E0
3.482534230E2,-3.310889602E-1,-1.478293896E0,-5.269323826E0
3.482634230E2,-5.473352671E-1,-1.147204876E0,-5.443420410E0
3.482734230E2,-7.660250068E-1,-6.646214128E-1,-5.566204071E0
3.482834230E2,-9.578366876E-1,-1.185078546E-1,-5.656001091E0
3.482934230E2,-1.086118460E0,4.276056588E-1,-5.740911484E0
3.483034230E2,-1.129489779E0,9.126327038E-1,-5.841093540E0
3.483134230E2,-1.089172721E0,1.289536476E0,-5.968764305E0
3.483234230E2,-9.578366876E-1,1.507004619E0,-6.117815495E0
3.483334230E2,-7.593054771E-1,1.552208543E0,-6.274807930E0
3.483434230E2,-5.485569835E-1,1.456913590E0,-6.449515343E0
3.483534230E2,-3.555235863E-1,1.258382440E0,-6.659041882E0
3.483634230E2,-1.753183305E-1,9.755517840E-1,-6.866125584E0
3.483734230E2,3.665191587E-3,6.212499738E-1,-6.990741730E0
3.483834230E2,1.514945775E-1,2.993239760E-1,-7.026172161E0
3.483934230E2,2.559525371E-1,5.192354694E-2,-6.925990105E0
3.484034230E2,2.736676335E-1,2.199114859E-2,-6.762278080E0
3.484134230E2,2.382374406E-1,1.007927656E-1,-6.486778259E0
3.484234230E2,1.606575549E-1,2.510656118E-1,-6.098878384E0
3.484334230E2,7.208210230E-2,4.630358517E-1,-5.633399487E0
3.484434230E2,6.719517522E-3,7.006624341E-1,-5.108055115E0
3.484534230E2,-2.443460934E-2,8.741481900E-1,-4.541172028E0
3.484634230E2,-2.871066704E-2,9.486737251E-1,-3.938248158E0
3.484734230E2,-1.404990070E-2,9.279043078E-1,-3.316387415E0
3.484834230E2,1.221730490E-3,8.295549750E-1,-2.663983345E0
3.484934230E2,5.497787148E-3,7.104362845E-1,-2.019520521E0
3.485034230E2,-1.649336144E-2,6.017022729E-1,-1.433700681E0
3.485134230E2,-7.086037099E-2,5.088507533E-1,-9.529497623E-1
3.485234230E2,-1.032362282E-1,4.776966274E-1,-5.968153477E-1
3.485334230E2,-1.484402567E-1,4.355469346E-1,-3.243694305E-1
3.485434230E2,-2.174680233E-1,4.557054639E-1,-1.765400618E-1
3.485534230E2,-2.186897546E-1,4.660901725E-1,-4.764748737E-2
3.485634230E2,-1.276708394E-1,5.461135507E-1,3.970624134E-2
3.485734230E2,5.742133409E-2,6.866125464E-1,1.081231460E-1
3.485834230E2,3.512475193E-1,7.116580009E-1,2.254092693E-1
3.485934230E2,7.232644558E-1,5.485569835E-1,3.915646076E-1
3.486034230E2,1.037860036E0,2.223549485E-1,6.010913849E-1
3.486134230E2,1.200961113E0,-2.333505303E-1,8.796459436E-1
3.486234230E2,1.189354658E0,-6.756169796E-1,1.259604096E0
3.486334230E2,1.055575132E0,-1.036638379E0,1.766011477E0
3.486434230E2,8.949176073E-1,-1.280373573E0,2.357328892E0
3.486534230E2,8.173376918E-1,-1.368338108E0,2.931542397E0
3.486634230E2,8.582656980E-1,-1.332907915E0,3.441004038E0
3.486734230E2,9.975429177E-1,-1.133765936E0,3.954741478E0
3.486834230E2,1.073290229E0,-9.474520087E-1,4.226576805E0
3.486934230E2,1.044579625E0,-7.910705209E-1,4.380514622E0
3.487034230E2,8.851437569E-1,-6.560692787E-1,4.492302895E0
3.487134230E2,6.371324658E-1,-5.070181489E-1,4.615087032E0
3.487234230E2,4.166100919E-1,-3.652974069E-1,4.764749050E0
3.487334230E2,2.993239760E-1,-1.624901593E-1,4.907080650E0
3.487434230E2,3.243694305E-1,9.896016866E-2,5.048801422E0
3.487534230E2,4.709770977E-1,3.854559660E-1,5.136765957E0
3.487634230E2,5.986479521E-1,5.815436840E-1,5.147761345E0
3.487734230E2,5.907067060E-1,6.395758986E-1,5.081177235E0
3.487834230E2,4.428772926E-1,5.406157374E-1,4.944343090E0
3.487934230E2,2.321287990E-1,3.988949955E-1,4.767803192E0
3.488034230E2,-2.809980139E-2,2.602286041E-1,4.614476204E0
3.488134230E2,-3.213151097E-1,1.771509200E-1,4.522846222E0
3.488234230E2,-6.688974500E-1,2.070833147E-1,4.522846222E0
3.488334230E2,-9.254608750E-1,2.718350291E-1,4.546669960E0
3.488434230E2,-1.162476540E0,3.396410644E-1,4.563163280E0
3.488534230E2,-1.354899168E0,3.842342496E-1,4.559498310E0
3.488634230E2,-1.472796082E0,3.921754956E-1,4.492302895E0
3.488734230E2,-1.528384805E0,3.836233616E-1,4.324925900E0
3.488834230E2,-1.527163148E0,4.190535545E-1,4.035986900E0
3.488934230E2,-1.469130874E0,5.461135507E-1,3.626707077E0
3.489034230E2,-1.384831548E0,6.957755089E-1,3.171001434E0
3.489134230E2,-1.285871387E0,8.020660877E-1,2.734232903E0
3.489234230E2,-1.114829063E0,8.857545853E-1,2.383596182E0
3.489334230E2,-8.723155856E-1,9.089674950E-1,2.160630465E0
3.489434230E2,-6.023131609E-1,7.996225953E-1,2.049452782E0
3.489534230E2,-3.323107064E-1,6.255260110E-1,2.014022827E0
3.489634230E2,-2.932153270E-2,3.659082949E-1,2.040289879E0
3.489734230E2,1.490511149E-1,1.215621829E-1,2.053729057E0
3.489834230E2,2.632829249E-1,-1.276708394E-1,2.031737804E0
3.489934230E2,3.200933933E-1,-3.341432810E-1,1.976759911E0
3.490034230E2,3.298672438E-1,-4.563163519E-1,1.903456092E0
3.490134230E2,2.852740586E-1,-4.697553813E-1,1.783726573E0
3.490234230E2,2.046398520E-1,-3.824016452E-1,1.579086661E0
3.490334230E2,8.368854225E-2,-1.863138974E-1,1.268767118E0
3.490434230E2,-8.613199741E-2,1.246165112E-1,9.138544202E-1
3.490534230E2,-2.883284092E-1,4.966334403E-1,5.406157374E-1
3.490634230E2,-4.752531648E-1,8.662069440E-1,1.447750628E-1
3.490734230E2,-5.888741016E-1,1.120326877E0,-2.339613885E-1
3.490834230E2,-5.986479521E-1,1.229671717E0,-5.601634383E-1
3.490934230E2,-5.479460955E-1,1.177137375E0,-8.228355050E-1
3.491034230E2,-4.563163519E-1,9.346238375E-1,-1.020755768E0
3.491134230E2,-2.846632004E-1,4.355469346E-1,-1.226006508E0
3.491234230E2,-1.038470939E-1,-4.825835302E-2,-1.392161846E0
3.491334230E2,9.224065393E-2,-5.100724697E-1,-1.590082288E0
3.491434230E2,2.785545588E-1,-9.101892114E-1,-1.844202161E0
3.491534230E2,4.190535545E-1,-1.214400053E0,-2.155743361E0
3.491634230E2,5.009095073E-1,-1.379944563E0,-2.515542984E0
3.491734230E2,5.033529401E-1,-1.414153099E0,-2.874120951E0
3.491834230E2,4.740314186E-1,-1.361618638E0,-3.210096836E0
3.491934230E2,4.392121136E-1,-1.229671717E0,-3.509420872E0
3.492034230E2,4.062253833E-1,-1.034194827E0,-3.776979923E0
3.492134230E2,3.805690408E-1,-7.751879692E-1,-4.006665230E0
3.492234230E2,3.549126983E-1,-5.112941861E-1,-4.199698448E0
3.492334230E2,3.323107064E-1,-2.877175212E-1,-4.364632130E0
3.492434230E2,3.207042515E-1,-1.276708394E-1,-4.516126633E0
3.492534230E2,3.255911767E-1,3.237585723E-2,-4.679838657E0
3.492634230E2,3.494149148E-1,1.154535338E-1,-4.832554817E0
3.492734230E2,3.903428912E-1,9.101892263E-2,-4.984660625E0
3.492834230E2,4.440990388E-1,6.963863969E-2,-5.105000973E0
3.492934230E2,4.899139404E-1,6.230825558E-2,-5.131878853E0
3.493034230E2,5.009095073E-1,5.864306539E-2,-5.065905571E0
3.493134230E2,4.990769029E-1,4.276056774E-3,-4.892419815E0
3.493234230E2,5.051855445E-1,-1.197295859E-1,-4.610199928E0
3.493334230E2,4.948008358E-1,-2.822197378E-1,-4.241848469E0
3.493434230E2,4.416555762E-1,-4.667010605E-1,-3.826459885E0
3.493534230E2,3.579670191E-1,-6.682865620E-1,-3.386636972E0
3.493634230E2,2.559525371E-1,-8.448266387E-1,-2.954755306E0
3.493734230E2,1.490511149E-1,-9.431759119E-1,-2.549140692E0
3.493834230E2,7.513642311E-2,-9.773843884E-1,-2.144747972E0
3.493934230E2,5.558873713E-2,-1.009760261E0,-1.609019041E0
3.494034230E2,2.871066704E-2,-9.932668805E-1,-1.174082994E0
3.494134230E2,-4.214970022E-2,-9.633345008E-1,-7.409795523E-1
3.494234230E2,-1.673770845E-1,-8.967501521E-1,-3.494149148E-1
3.494334230E2,-3.298672438E-1,-7.709119320E-1,-3.604105115E-2
3.494434230E2,-5.106833577E-1,-5.943718553E-1,1.795943826E-1
3.494534230E2,-6.841690540E-1,-3.359758854E-1,2.877175212E-1
3.494634230E2,-8.008443117E-1,-1.771509275E-2,2.944370508E-1
3.494734230E2,-8.710938692E-1,3.433062732E-1,1.838704348E-1
3.494834230E2,-8.967501521E-1,7.171558142E-1,-1.527163107E-2
3.494934230E2,-8.222246170E-1,9.773843884E-1,-1.942551434E-1
3.495034230E2,-6.383541822E-1,1.123381138E0,-2.773328125E-1
3.495134230E2,-3.952298164E-1,1.099557400E0,-2.076941878E-1
3.495234230E2,-1.062905490E-1,8.655960560E-1,5.131268129E-2
3.495334230E2,1.441642046E-1,4.581489265E-1,5.174028873E-1
3.495434230E2,2.962696552E-1,-1.417207420E-1,1.333518863E0
3.495534230E2,3.329215646E-1,-4.685336351E-1,2.048841953E0
3.495634230E2,3.995058835E-1,-5.754350424E-1,2.706743956E0
3.495734230E2,5.662720799E-1,-4.972442985E-1,3.219259739E0
3.495834230E2,8.063421249E-1,-2.999348342E-1,3.566842079E0
3.495934230E2,1.035416603E0,-3.298672289E-2,3.729943275E0
3.496034230E2,1.178969979E0,2.822197378E-1,3.671911001E0
3.496134230E2,1.215011001E0,5.601634383E-1,3.481321096E0
3.496234230E2,1.154535294E0,7.794640660E-1,3.292563677E0
3.496334230E2,1.039081812E0,8.851437569E-1,3.200933933E0
3.496434230E2,8.998045325E-1,9.254608750E-1,3.196657896E0
3.496534230E2,7.568620443E-1,9.505063295E-1,3.242472649E0
3.496634230E2,5.900958180E-1,9.413433671E-1,3.326161146E0
3.496734230E2,3.958406746E-1,9.156870246E-1,3.430008411E0
3.496834230E2,1.014036313E-1,8.833111525E-1,3.533855438E0
3.496934230E2,-1.496619880E-1,8.808676600E-1,3.603494167E0
3.497034230E2,-3.909537494E-1,8.998045325E-1,3.676797867E0
3.497134230E2,-6.041457057E-1,9.156870246E-1,3.729332209E0
3.497234230E2,-7.843509912E-1,9.468411207E-1,3.757432222E0
3.497334230E2,-9.395107627E-1,1.006095052E0,3.756210327E0
3.497434230E2,-1.054353356E0,1.038470864E0,3.739717007E0
3.497534230E2,-1.105666041E0,1.039692640E0,3.701232433E0
3.497634230E2,-1.098946571E0,9.999864101E-1,3.624263525E0
3.497734230E2,-1.021366715E0,9.199630618E-1,3.500257969E0
3.497834230E2,-8.643743396E-1,7.831292152E-1,3.342043638E0
3.497934230E2,-6.395758986E-1,6.157521605E-1,3.182607889E0
3.498034230E2,-3.811798990E-1,4.312708676E-1,3.046385050E0
3.498134230E2,-1.160643995E-1,2.486221492E-1,2.944370508E0
3.498234230E2,1.576032341E-1,9.040805697E-2,2.872288465E0
3.498334230E2,4.856378734E-1,-1.038470957E-2,2.783102036E0
3.498434230E2,6.872233748E-1,-8.552113548E-3,2.719572067E0
3.498534230E2,8.240572214E-1,3.543018550E-2,2.656652927E0
3.498634230E2,8.918632865E-1,1.087340117E-1,2.592512131E0
3.498734230E2,8.924741149E-1,1.905899495E-1,2.534479856E0
3.498834230E2,8.374962807E-1,2.474004179E-1,2.514932156E0
3.498934230E2,7.440338731E-1,2.443460971E-1,2.500271559E0
3.499034230E2,6.181956530E-1,1.924225539E-1,2.418415546E0
3.499134230E2,4.721988440E-1,1.111774743E-1,2.249816656E0
3.499234230E2,3.268128932E-1,3.359758854E-2,1.968207836E0
3.499334230E2,1.783726513E-1,6.108652335E-3,1.565036774E0
3.499434230E2,5.070181563E-2,8.002334833E-2,1.054964304E0
3.499534230E2,-6.108652428E-2,2.339613885E-1,5.009095073E-1
3.499634230E2,-1.673770845E-1,4.312708676E-1,-3.298672289E-2
3.499734230E2,-2.614503205E-1,6.817256212E-1,-6.475171447E-1
3.499834230E2,-2.791654170E-1,8.637634516E-1,-1.065348983E0
3.499934230E2,-2.382374406E-1,9.633345008E-1,-1.420872569E0
3.500034230E2,-1.753183305E-1,9.199630618E-1,-1.735468149E0
3.500134230E2,-1.020144969E-1,7.458664775E-1,-1.998751044E0
3.500234230E2,-3.848451003E-2,4.972442985E-1,-2.223549604E0
3.500334230E2,1.038470957E-2,2.064724565E-1,-2.415361166E0
3.500434230E2,6.963863969E-2,-1.093448773E-1,-2.596788168E0
3.500534230E2,1.496619880E-1,-4.037819207E-1,-2.783712864E0
3.500634230E2,2.370157093E-1,-6.994407177E-1,-2.998126507E0
3.500734230E2,3.292563558E-1,-9.981538057E-1,-3.226590157E0
3.500834230E2,4.111123085E-1,-1.284038782E0,-3.447723389E0
3.500934230E2,4.691445231E-1,-1.557706356E0,-3.651141644E0
3.501034230E2,4.996877611E-1,-1.796554685E0,-3.813020945E0
3.501134230E2,4.954117239E-1,-1.973094702E0,-3.954741478E0
3.501234230E2,4.630358517E-1,-1.992642403E0,-4.047593117E0
3.501334230E2,4.111123085E-1,-1.944384098E0,-4.166100979E0
3.501434230E2,3.536909819E-1,-1.885130167E0,-4.277889252E0
3.501534230E2,3.005456924E-1,-1.780672193E0,-4.318206310E0
3.501634230E2,2.681698501E-1,-1.635286212E0,-4.301102161E0
3.501734230E2,2.535090744E-1,-1.506393671E0,-4.240015507E0
3.501834230E2,2.437352389E-1,-1.360396862E0,-4.156327248E0
3.501934230E2,2.083050460E-1,-1.249219418E0,-4.076914787E0
3.502034230E2,1.563815027E-1,-1.143539786E0,-3.993836880E0
3.502134230E2,9.407325089E-2,-1.015868902E0,-3.921144009E0
3.502234230E2,-6.108652451E-4,-9.065240026E-1,-3.881437778E0
3.502334230E2,-1.166752651E-1,-7.874053121E-1,-3.844175100E0
3.502434230E2,-2.455678284E-1,-6.481280327E-1,-3.791640520E0
3.502534230E2,-3.689626157E-1,-5.131267905E-1,-3.728721380E0
3.502634230E2,-5.076290369E-1,-3.243694305E-1,-3.650530815E0
3.502734230E2,-6.139195561E-1,-1.863138974E-1,-3.580892086E0
3.502834230E2,-6.976081133E-1,-4.642575979E-2,-3.504534006E0
3.502934230E2,-7.635815740E-1,7.208210230E-2,-3.360980511E0
3.503034230E2,-8.161159754E-1,1.288925707E-1,-3.125797510E0
3.503134230E2,-8.576548100E-1,1.521054506E-1,-2.829527855E0
3.503234230E2,-9.010262489E-1,1.643227488E-1,-2.494162798E0
3.503334230E2,-9.627236128E-1,1.924225539E-1,-2.178345442E0
3.503434230E2,-1.039692640E0,2.687807083E-1,-1.912619114E0
3.503534230E2,-1.134987593E0,3.860668242E-1,-1.681712031E0
3.503634230E2,-1.228450060E0,4.960225821E-1,-1.513724089E0
3.503734230E2,-1.308473349E0,6.334672570E-1,-1.400103092E0
3.503834230E2,-1.384220600E0,8.124507666E-1,-1.305419087E0
3.503934230E2,-1.415985584E0,9.779952765E-1,-1.163087368E0
3.504034230E2,-1.331686258E0,1.142928839E0,-8.802568316E-1
3.504134230E2,-1.128268123E0,1.224173903E0,-6.151412725E-1
3.504234230E2,-8.344419003E-1,1.251052022E0,-3.139847219E-1
3.504334230E2,-4.905247986E-1,1.213789225E0,5.436700583E-2
3.504434230E2,-1.704314053E-1,1.097113967E0,4.923573732E-1
3.504534230E2,7.452555746E-2,9.156870246E-1,1.004873276E0
3.504634230E2,2.571742535E-1,6.493497491E-1,1.610240817E0
3.504734230E2,4.312708676E-1,3.225368559E-1,2.268142700E0
3.504834230E2,6.591235995E-1,1.099557430E-2,2.869234085E0
3.504934230E2,9.633345008E-1,-2.144137025E-1,3.277292013E0
3.505034230E2,1.284649611E0,-2.938261926E-1,3.389080286E0
3.505134230E2,1.493565559E0,-2.211332172E-1,3.202766418E0
3.505234230E2,1.478293896E0,-4.703662544E-2,2.863736153E0
3.505334230E2,1.232115149E0,1.105666086E-1,2.593733788E0
3.505434230E2,8.503243923E-1,2.999348342E-1,2.469728231E0
3.505534230E2,3.610213697E-1,5.742133260E-1,2.519819021E0
3.505634230E2,2.443460934E-2,8.008443117E-1,2.657263756E0
3.505734230E2,-2.474004179E-1,1.039692640E0,2.813034534E0
3.505834230E2,-4.691445231E-1,1.280373573E0,2.944981337E0
3.505934230E2,-6.493497491E-1,1.471574426E0,3.082426071E0
3.506034230E2,-8.087855577E-1,1.620625496E0,3.219259739E0
3.506134230E2,-9.682214260E-1,1.717753053E0,3.373197794E0
3.506234230E2,-1.145983219E0,1.696983695E0,3.545461893E0
3.506334230E2,-1.379333735E0,1.586417079E0,3.678630590E0
3.506434230E2,-1.616960287E0,1.477683067E0,3.741549730E0
3.506534230E2,-1.828930497E0,1.416596532E0,3.761097431E0
3.506634230E2,-2.005470514E0,1.372614264E0,3.745214701E0
3.506734230E2,-2.122756720E0,1.314581990E0,3.700010777E0
3.506834230E2,-2.171015024E0,1.215011001E0,3.632204771E0
3.506934230E2,-2.142915249E0,1.032362223E0,3.558290005E0
3.507034230E2,-2.037235498E0,8.998045325E-1,3.504534006E0
3.507134230E2,-1.860695481E0,7.544185519E-1,3.469714642E0
3.507234230E2,-1.635286212E0,5.656611919E-1,3.452610254E0
3.507334230E2,-1.374446750E0,3.720169365E-1,3.437338829E0
3.507434230E2,-1.089783549E0,1.838704348E-1,3.411071539E0
3.507534230E2,-8.277224302E-1,-1.527163107E-2,3.390913010E0
3.507634230E2,-5.998696685E-1,-1.612684280E-1,3.399465084E0
3.507734230E2,-4.276056588E-1,-2.638937831E-1,3.445890903E0
3.507834230E2,-3.029891551E-1,-3.500257730E-1,3.508199215E0
3.507934230E2,-1.905899495E-1,-4.465425014E-1,3.539353132E0
3.508034230E2,-7.147123665E-2,-5.705481172E-1,3.477655888E0
3.508134230E2,5.192354694E-2,-6.499606371E-1,3.229644537E0
3.508234230E2,1.496619880E-1,-6.481280327E-1,2.754391432E0
3.508334230E2,2.162462920E-1,-5.870414972E-1,1.944384098E0
3.508434230E2,2.260201424E-1,-4.667010605E-1,1.229060888E0
3.508534230E2,2.138028294E-1,-2.541199327E-1,5.302310586E-1
3.508634230E2,1.643227488E-1,-9.773843922E-3,-7.452555746E-2
3.508734230E2,9.101892263E-2,2.174680233E-1,-5.503895879E-1
3.508834230E2,3.420845419E-2,3.897320330E-1,-9.211847782E-1
3.508934230E2,6.108652335E-3,4.838052690E-1,-1.219897866E0
3.509034230E2,1.588249579E-2,4.404338300E-1,-1.473407030E0
3.509134230E2,6.352998316E-2,2.724458873E-1,-1.712255239E0
3.509234230E2,1.288925707E-1,7.941247895E-3,-1.982868552E0
3.509334230E2,1.942551434E-1,-2.803871334E-1,-2.292577267E0
3.509434230E2,2.620611787E-1,-5.418374538E-1,-2.601064205E0
3.509534230E2,3.646865487E-1,-7.531968355E-1,-2.909551144E0
3.509634230E2,4.868595898E-1,-9.315695167E-1,-3.211318493E0
3.509734230E2,6.273586154E-1,-1.088561893E0,-3.479488373E0
3.509834230E2,8.246681094E-1,-1.279151797E0,-3.772092819E0
3.509934230E2,9.560040832E-1,-1.432479024E0,-3.971235037E0
3.510034230E2,1.051299095E0,-1.577864885E0,-4.133725166E0
3.510134230E2,1.100779176E0,-1.700037956E0,-4.280332565E0
3.510234230E2,1.122770309E0,-1.781283021E0,-4.411668777E0
3.510334230E2,1.126435518E0,-1.801441550E0,-4.538728714E0
3.510434230E2,1.117883444E0,-1.772120118E0,-4.668843269E0
3.510534230E2,1.101390004E0,-1.744631171E0,-4.812396526E0
3.510634230E2,1.091005325E0,-1.698205352E0,-4.969999790E0
3.510734230E2,1.084285855E0,-1.646281838E0,-5.114774704E0
3.510834230E2,1.091005325E0,-1.602299571E0,-5.211902142E0
