"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
9.132609429E1,5.230807833E1,4.951950000E0,2.388354728E1,1.098417163E0,1.140500031E2,2.400000095E0,4.370000076E1
9.232609429E1,5.230806833E1,4.951985000E0,2.278355288E1,1.136506677E0,1.123899994E2,2.299999952E0,4.300000000E1
9.332609429E1,5.230805000E1,4.952001667E0,2.208353622E1,1.152977824E0,1.353000031E2,2.200000048E0,4.279999924E1
9.432609429E1,5.230802667E1,4.951998333E0,2.108350110E1,1.154521942E0,1.775800018E2,2.200000048E0,4.109999847E1
9.532609429E1,5.230801333E1,4.952006667E0,2.018348683E1,1.168419480E0,1.886900024E2,2.200000048E0,4.120000076E1
9.698009429E1,5.230799333E1,4.951998333E0,1.938345362E1,1.171507835E0,2.085599976E2,2.299999952E0,4.140000153E1
9.798009429E1,5.230797833E1,4.952000000E0,1.858343321E1,1.186949492E0,2.023200073E2,2.500000000E0,3.590000153E1
9.898009429E1,5.230797167E1,4.952003333E0,1.758342560E1,1.180772781E0,1.987799988E2,2.299999952E0,2.870000076E1
9.998009429E1,5.230795333E1,4.952008333E0,1.668340232E1,1.199302793E0,2.056499939E2,2.299999952E0,2.910000038E1
1.009800943E2,5.230794000E1,4.952006667E0,1.588338239E1,1.235848069E0,2.043600006E2,2.200000048E0,2.900000000E1
1.019800943E2,5.230785167E1,4.952093333E0,8.183305708E0,1.230700850E0,1.987599945E2,2.000000000E0,2.829999924E1
1.039640943E2,5.230784333E1,4.952071667E0,8.683281559E0,1.192611337E0,2.622000122E2,2.299999952E0,2.420000076E1
1.049640943E2,5.230785333E1,4.952051667E0,9.783284465E0,1.186949492E0,3.123500061E2,2.200000048E0,2.189999962E1
1.059640943E2,5.230785833E1,4.952023333E0,1.108327553E1,1.182831645E0,3.089800110E2,2.200000048E0,2.239999962E1
1.069640943E2,5.230786667E1,4.951996667E0,1.288327228E1,1.191581964E0,3.196700134E2,2.099999905E0,2.170000076E1
1.079640943E2,5.230788000E1,4.951976667E0,1.328327993E1,1.193640828E0,3.303599854E2,2.099999905E0,2.179999924E1
1.089640943E2,5.230788833E1,4.951956667E0,1.368328047E1,1.154007196E0,3.209800110E2,2.099999905E0,2.160000038E1
1.099640943E2,5.230789500E1,4.951933333E0,1.398327673E1,1.129815221E0,3.136499939E2,2.099999905E0,2.279999924E1
1.109640943E2,5.230790667E1,4.951911667E0,1.428328107E1,1.101505518E0,3.117600098E2,2.000000000E0,2.379999924E1
1.119640943E2,5.230791833E1,4.951881667E0,1.458328068E1,1.075254679E0,3.071900024E2,1.899999976E0,2.250000000E1
1.129640943E2,5.230792667E1,4.951863333E0,1.488328216E1,1.056210041E0,3.192799988E2,1.899999976E0,2.229999924E1
1.139640943E2,5.230793667E1,4.951846667E0,1.458328695E1,1.089152217E0,3.119700012E2,1.899999976E0,2.279999924E1
1.149640943E2,5.230794833E1,4.951833333E0,1.448329601E1,1.102020264E0,3.168200073E2,1.899999976E0,2.279999924E1
1.159640943E2,5.230795667E1,4.951825000E0,1.508330315E1,1.092755318E0,3.243500061E2,1.799999952E0,2.329999924E1
1.169640943E2,5.230796667E1,4.951813333E0,1.548331078E1,1.071651697E0,3.255700073E2,1.799999952E0,2.400000000E1
1.179640943E2,5.230797833E1,4.951803333E0,1.568332173E1,1.073710561E0,3.374899902E2,1.799999952E0,2.370000076E1
1.189640943E2,5.230799167E1,4.951796667E0,1.558333694E1,1.115403056E0,3.430199890E2,1.799999952E0,2.429999924E1
1.199640943E2,5.230800500E1,4.951788333E0,1.558335121E1,1.157095551E0,3.376400146E2,1.799999952E0,2.329999924E1
1.209640943E2,5.230801500E1,4.951778333E0,1.568335978E1,1.178199172E0,3.256600037E2,1.799999952E0,2.289999962E1
1.219640943E2,5.230802667E1,4.951765000E0,1.568336884E1,1.211656094E0,3.283999939E2,1.799999952E0,2.329999924E1
1.229640943E2,5.230803833E1,4.951753333E0,1.548337884E1,1.259010553E0,3.313500061E2,1.799999952E0,2.329999924E1
1.239640943E2,5.230805000E1,4.951740000E0,1.528338790E1,1.304820776E0,3.237000122E2,1.799999952E0,2.389999962E1
1.249640943E2,5.230806000E1,4.951726667E0,1.508339458E1,1.336733580E0,3.422900085E2,1.799999952E0,2.470000076E1
1.259640943E2,5.230807167E1,4.951720000E0,1.458340742E1,1.370190501E0,3.362900085E2,1.799999952E0,2.450000000E1
1.269640943E2,5.230808000E1,4.951710000E0,1.448341361E1,1.408280015E0,3.372799988E2,1.799999952E0,2.520000076E1
1.279640943E2,5.230809167E1,4.951698333E0,1.448342362E1,1.421662807E0,3.279500122E2,1.799999952E0,2.510000038E1
1.289640943E2,5.230810000E1,4.951688333E0,1.468342982E1,1.408794761E0,3.310199890E2,1.799999952E0,2.550000000E1
1.299640943E2,5.230811167E1,4.951676667E0,1.468343982E1,1.456149220E0,3.207900085E2,1.799999952E0,2.579999924E1
1.309640943E2,5.230812167E1,4.951666667E0,1.488344839E1,1.513283372E0,3.223500061E2,1.799999952E0,2.529999924E1
1.319640943E2,5.230813000E1,4.951660000E0,1.508345648E1,1.523577809E0,3.325499878E2,1.799999952E0,2.529999924E1
1.329640943E2,5.230813833E1,4.951653333E0,1.518346457E1,1.510195017E0,3.297500000E2,1.700000048E0,2.579999924E1
1.339640943E2,5.230814833E1,4.951646667E0,1.548347503E1,1.473649740E0,3.376600037E2,1.700000048E0,2.639999962E1
1.349640943E2,5.230815833E1,4.951643333E0,1.598348738E1,1.446884155E0,3.331600037E2,1.799999952E0,2.570000076E1
1.359640943E2,5.230816667E1,4.951636667E0,1.648349547E1,1.440192819E0,3.416799927E2,1.799999952E0,2.610000038E1
1.369640943E2,5.230817500E1,4.951630000E0,1.688350356E1,1.403132796E0,3.389800110E2,1.799999952E0,2.679999924E1
1.379640943E2,5.230818333E1,4.951628333E0,1.718351448E1,1.367616892E0,3.544700012E2,1.799999952E0,2.720000076E1
1.389640943E2,5.230819000E1,4.951623333E0,1.748352114E1,1.315629959E0,3.382300110E2,1.799999952E0,2.779999924E1
1.399640943E2,5.230819833E1,4.951620000E0,1.778353112E1,1.230700850E0,3.432099915E2,1.799999952E0,2.789999962E1
1.409640943E2,5.230820333E1,4.951618333E0,1.818353730E1,1.123123884E0,3.410499878E2,1.799999952E0,2.800000000E1
1.419640943E2,5.230821000E1,4.951615000E0,1.828354490E1,1.033562183E0,3.341900024E2,1.700000048E0,2.800000000E1
1.429640943E2,5.230821833E1,4.951608333E0,1.828355299E1,9.692219496E-1,3.326700134E2,1.700000048E0,2.850000000E1
1.439640943E2,5.230822333E1,4.951601667E0,1.848355633E1,8.842927814E-1,3.086600037E2,1.700000048E0,2.900000000E1
1.449640943E2,5.230823000E1,4.951595000E0,1.868356205E1,7.942163944E-1,3.484800110E2,1.700000048E0,2.979999924E1
1.459640943E2,5.230824000E1,4.951585000E0,1.888357062E1,8.070844412E-1,3.338699951E2,1.799999952E0,3.020000076E1
1.469640943E2,5.230825500E1,4.951570000E0,1.888358348E1,8.698805571E-1,3.395700073E2,1.799999952E0,3.079999924E1
1.479640943E2,5.230827000E1,4.951558333E0,1.888359823E1,9.424563646E-1,3.277799988E2,1.799999952E0,2.920000076E1
1.489640943E2,5.230827833E1,4.951550000E0,1.888360537E1,9.841488600E-1,3.270199890E2,1.799999952E0,2.989999962E1
1.499640943E2,5.230828833E1,4.951538333E0,1.868361300E1,1.031503320E0,3.313500061E2,1.799999952E0,2.939999962E1
1.509640943E2,5.230830167E1,4.951528333E0,1.868362632E1,1.106652737E0,3.331000061E2,1.799999952E0,2.989999962E1
1.519640943E2,5.230831167E1,4.951518333E0,1.878363489E1,1.171507835E0,3.418999939E2,1.799999952E0,3.050000000E1
1.529640943E2,5.230832333E1,4.951510000E0,1.878364678E1,1.228641987E0,3.420000000E2,1.799999952E0,3.129999924E1
1.539640943E2,5.230833667E1,4.951500000E0,1.878366010E1,1.340851426E0,3.429599915E2,1.799999952E0,3.220000076E1
1.549640943E2,5.230834833E1,4.951490000E0,1.888367104E1,1.440192819E0,3.332000122E2,1.799999952E0,3.270000076E1
1.559640943E2,5.230836000E1,4.951480000E0,1.858368199E1,1.459237456E0,3.339200134E2,1.799999952E0,3.240000153E1
1.569640943E2,5.230837167E1,4.951471667E0,1.838369388E1,1.389750004E0,3.222200012E2,1.799999952E0,3.309999847E1
1.579640943E2,5.230837833E1,4.951466667E0,1.838370054E1,1.284746647E0,3.259500122E2,1.799999952E0,3.350000000E1
1.589640943E2,5.230838500E1,4.951465000E0,1.828370909E1,1.247171998E0,3.389599915E2,1.700000048E0,3.390000153E1
1.599640943E2,5.230838833E1,4.951461667E0,1.828371194E1,1.170478344E0,3.285599976E2,1.700000048E0,3.450000000E1
1.609640943E2,5.230839167E1,4.951456667E0,1.838371386E1,1.075254679E0,3.152000122E2,1.799999952E0,3.479999924E1
1.619640943E2,5.230839667E1,4.951450000E0,1.828371720E1,9.846636057E-1,3.197300110E2,1.799999952E0,3.529999924E1
1.629640943E2,5.230840000E1,4.951443333E0,1.798371817E1,8.889252543E-1,3.197900085E2,1.799999952E0,3.579999924E1
1.639640943E2,5.230840167E1,4.951440000E0,1.798371865E1,7.823777795E-1,3.242500000E2,1.799999952E0,3.650000000E1
1.649640943E2,5.230840667E1,4.951436667E0,1.798372388E1,6.861247420E-1,3.243500061E2,1.799999952E0,3.659999847E1
1.659640943E2,5.230841000E1,4.951435000E0,1.798372768E1,5.651649833E-1,3.304800110E2,1.899999976E0,3.609999847E1
1.669640943E2,5.230841500E1,4.951430000E0,1.818373197E1,5.049424767E-1,3.256900024E2,1.899999976E0,3.650000000E1
1.679640943E2,5.230842167E1,4.951425000E0,1.808373863E1,4.977363944E-1,3.281700134E2,1.899999976E0,3.700000000E1
1.689640943E2,5.230843167E1,4.951420000E0,1.808375003E1,4.931038916E-1,3.286900024E2,1.899999976E0,3.679999924E1
1.699640943E2,5.230843833E1,4.951418333E0,1.818375858E1,5.064866543E-1,3.325799866E2,2.000000000E0,3.709999847E1
1.709640943E2,5.230844167E1,4.951413333E0,1.828376049E1,5.250166655E-1,2.993800049E2,2.000000000E0,3.709999847E1
1.719640943E2,5.230845167E1,4.951403333E0,1.848376907E1,5.636208057E-1,3.107300110E2,2.000000000E0,3.729999924E1
1.729640943E2,5.230846333E1,4.951395000E0,1.848378096E1,6.269316673E-1,3.376700134E2,2.000000000E0,3.770000076E1
1.739640943E2,5.230848000E1,4.951385000E0,1.848379902E1,7.556121945E-1,3.416900024E2,2.000000000E0,3.829999924E1
1.749640943E2,5.230849000E1,4.951376667E0,1.868380854E1,8.338500261E-1,3.280899963E2,2.000000000E0,3.840000153E1
1.759640943E2,5.230850333E1,4.951363333E0,1.888381997E1,9.769427776E-1,3.331199951E2,2.000000000E0,3.540000153E1
1.769640943E2,5.230852000E1,4.951356667E0,1.888383992E1,1.130329967E0,3.406600037E2,2.000000000E0,3.550000000E1
1.779640943E2,5.230853667E1,4.951345000E0,1.888385704E1,1.288864493E0,3.310100098E2,2.000000000E0,3.579999924E1
1.789640943E2,5.230855500E1,4.951331667E0,1.868387559E1,1.401588559E0,3.307000122E2,2.000000000E0,3.320000076E1
1.799640943E2,5.230857000E1,4.951315000E0,1.878388750E1,1.530269146E0,3.236199951E2,2.000000000E0,3.390000153E1
1.809640943E2,5.230858500E1,4.951298333E0,1.838389941E1,1.623433948E0,3.252200012E2,2.000000000E0,3.470000076E1
1.819640943E2,5.230859333E1,4.951285000E0,1.818390372E1,1.666670561E0,3.206099854E2,2.000000000E0,3.479999924E1
1.829640943E2,5.230860667E1,4.951275000E0,1.798391704E1,1.648140550E0,3.098099976E2,1.899999976E0,3.470000076E1
1.839640943E2,5.230862000E1,4.951266667E0,1.768393130E1,1.562181950E0,3.114500122E2,1.899999976E0,3.470000076E1
1.849640943E2,5.230863000E1,4.951256667E0,1.748393987E1,1.547255039E0,3.359700012E2,1.799999952E0,3.209999847E1
1.859640943E2,5.230864333E1,4.951250000E0,1.748395508E1,1.457178593E0,3.373699951E2,1.799999952E0,3.209999847E1
1.869640943E2,5.230865333E1,4.951246667E0,1.758396743E1,1.340336680E0,3.405899963E2,1.799999952E0,3.240000153E1
1.879640943E2,5.230866667E1,4.951245000E0,1.768398548E1,1.271878600E0,9.700000286E-1,1.799999952E0,3.279999924E1
1.889640943E2,5.230868167E1,4.951241667E0,1.788400495E1,1.256436944E0,3.510400085E2,1.799999952E0,3.329999924E1
1.899640943E2,5.230869833E1,4.951230000E0,1.798402207E1,1.231215596E0,3.348399963E2,1.799999952E0,3.350000000E1
1.909640943E2,5.230871167E1,4.951223333E0,1.818403727E1,1.213714957E0,3.402000122E2,1.799999952E0,3.340000153E1
1.919640943E2,5.230872333E1,4.951210000E0,1.798404633E1,1.219376922E0,3.275000000E2,1.799999952E0,3.240000153E1
1.929640943E2,5.230873500E1,4.951205000E0,1.798406011E1,1.279599428E0,3.286400146E2,1.799999952E0,3.209999847E1
1.939640943E2,5.230874500E1,4.951193333E0,1.818406773E1,1.356293082E0,3.169800110E2,1.799999952E0,3.089999962E1
1.949640943E2,5.230875500E1,4.951185000E0,1.828407725E1,1.364013910E0,3.293500061E2,1.799999952E0,3.029999924E1
1.959640943E2,5.230876333E1,4.951180000E0,1.868408628E1,1.359381437E0,3.155899963E2,1.799999952E0,3.010000038E1
1.969640943E2,5.230877167E1,4.951171667E0,1.928409342E1,1.400559187E0,3.144299927E2,1.799999952E0,3.020000076E1
1.979640943E2,5.230878333E1,4.951161667E0,1.958410437E1,1.427839398E0,3.161499939E2,1.799999952E0,3.010000038E1
1.989640943E2,5.230879667E1,4.951153333E0,2.038411863E1,1.404162169E0,3.167399902E2,1.799999952E0,2.939999962E1
1.999640943E2,5.230880833E1,4.951146667E0,2.098413146E1,1.350116372E0,3.264299927E2,1.799999952E0,2.950000000E1
2.009640943E2,5.230881833E1,4.951140000E0,2.148414192E1,1.314085841E0,3.198900146E2,1.799999952E0,2.860000038E1
2.019640943E2,5.230882667E1,4.951133333E0,2.218415001E1,1.276511073E0,3.148699951E2,1.899999976E0,2.870000076E1
2.029640943E2,5.230883333E1,4.951125000E0,2.268415478E1,1.208567739E0,2.865599976E2,1.899999976E0,2.839999962E1
2.039640943E2,5.230884167E1,4.951115000E0,2.318416097E1,1.147315860E0,3.158500061E2,1.899999976E0,2.850000000E1
2.049640943E2,5.230884500E1,4.951096667E0,2.428415533E1,1.119006157E0,3.286300049E2,2.000000000E0,2.760000038E1
2.059640943E2,5.230885667E1,4.951090000E0,2.498416816E1,1.132903576E0,3.482900085E2,1.899999976E0,2.700000000E1
2.069640943E2,5.230886833E1,4.951085000E0,2.578418194E1,1.119520783E0,3.482000122E2,1.899999976E0,2.660000038E1
2.079640943E2,5.230888000E1,4.951081667E0,2.648419666E1,1.046944976E0,3.481700134E2,2.000000000E0,2.650000000E1
2.089640943E2,5.230889667E1,4.951075000E0,2.698421662E1,1.017091155E0,3.493500061E2,2.000000000E0,2.639999962E1
2.099640943E2,5.230890833E1,4.951068333E0,2.748422945E1,9.733397365E-1,3.441300049E2,2.099999905E0,2.650000000E1
2.109640943E2,5.230892000E1,4.951056667E0,2.798423945E1,9.753986001E-1,3.396799927E2,2.099999905E0,2.650000000E1
2.119640943E2,5.230893500E1,4.951045000E0,2.848425419E1,1.003193617E0,3.412699890E2,2.000000000E0,2.670000076E1
2.129640943E2,5.230894833E1,4.951023333E0,2.888426089E1,1.058268905E0,3.161799927E2,2.000000000E0,2.679999924E1
2.139640943E2,5.230896167E1,4.951003333E0,2.938426854E1,1.129815221E0,3.150799866E2,2.000000000E0,2.689999962E1
2.149640943E2,5.230897167E1,4.950985000E0,2.998427238E1,1.178199172E0,3.189400024E2,2.000000000E0,2.729999924E1
2.159640943E2,5.230898667E1,4.950966667E0,3.028428335E1,1.255407453E0,3.216199951E2,2.000000000E0,2.750000000E1
2.169640943E2,5.230900000E1,4.950950000E0,3.088429288E1,1.301732540E0,3.326700134E2,2.000000000E0,2.729999924E1
2.179640943E2,5.230900667E1,4.950940000E0,3.148429671E1,1.339307189E0,3.255000000E2,2.000000000E0,2.750000000E1
2.189640943E2,5.230901500E1,4.950921667E0,3.188429818E1,1.383573294E0,3.319400024E2,1.899999976E0,2.810000038E1
2.199640943E2,5.230901833E1,4.950913333E0,3.238429820E1,1.454090238E0,3.292200012E2,1.799999952E0,2.860000038E1
2.209640943E2,5.230902667E1,4.950900000E0,3.248430251E1,1.495268106E0,3.347999878E2,1.799999952E0,2.900000000E1
2.219640943E2,5.230905333E1,4.950886667E0,2.858433292E1,1.532328010E0,3.281900024E2,2.599999905E0,2.870000076E1
2.229640943E2,5.230907000E1,4.950871667E0,2.798434814E1,1.568358660E0,3.293399963E2,2.299999952E0,2.839999962E1
2.239640943E2,5.230908333E1,4.950856667E0,2.828435863E1,1.546225548E0,3.351000061E2,2.099999905E0,2.889999962E1
2.249640943E2,5.230909500E1,4.950848333E0,2.888437051E1,1.491665006E0,3.516300049E2,1.899999976E0,2.939999962E1
2.259640943E2,5.230910333E1,4.950836667E0,2.998437576E1,1.410853624E0,3.274500122E2,1.899999976E0,2.970000076E1
2.269640943E2,5.230911667E1,4.950826667E0,3.048438908E1,1.361955047E0,3.411400146E2,1.899999976E0,2.810000038E1
2.279640943E2,5.230912833E1,4.950820000E0,3.088440191E1,1.305850267E0,3.311499939E2,1.799999952E0,2.820000076E1
2.289640943E2,5.230913667E1,4.950811667E0,3.128440905E1,1.222465277E0,3.345100098E2,1.799999952E0,2.710000038E1
2.299640943E2,5.230914833E1,4.950805000E0,3.138442189E1,1.148859978E0,3.411799927E2,1.799999952E0,2.710000038E1
2.309640943E2,5.230915667E1,4.950801667E0,3.188443186E1,1.087093353E0,3.459400024E2,1.799999952E0,2.739999962E1
2.319640943E2,5.230916667E1,4.950796667E0,3.218444327E1,1.022238374E0,3.489599915E2,1.799999952E0,2.760000038E1
2.329640943E2,5.230917833E1,4.950793333E0,3.248445799E1,9.656189084E-1,3.423599854E2,1.799999952E0,2.689999962E1
2.339640943E2,5.230919000E1,4.950781667E0,3.288446799E1,9.496625066E-1,3.216799927E2,1.799999952E0,2.570000076E1
2.349640943E2,5.230920167E1,4.950766667E0,3.318447609E1,1.002164125E0,3.257000122E2,1.799999952E0,2.579999924E1
2.359640943E2,5.230921333E1,4.950755000E0,3.358448609E1,1.020694137E0,3.236300049E2,1.799999952E0,2.620000076E1
2.369640943E2,5.230922000E1,4.950746667E0,3.398449086E1,9.810605645E-1,3.219200134E2,1.799999952E0,2.670000076E1
2.379640943E2,5.230922667E1,4.950743333E0,3.438449846E1,9.651041627E-1,3.387200012E2,1.799999952E0,2.729999924E1
2.389640943E2,5.230923500E1,4.950736667E0,3.478450654E1,9.723103046E-1,3.354700012E2,1.799999952E0,2.560000038E1
2.399640943E2,5.230924167E1,4.950731667E0,3.528451320E1,1.002678871E0,3.275199890E2,1.799999952E0,2.420000076E1
2.409640943E2,5.230925167E1,4.950723333E0,3.578452272E1,1.095328927E0,3.359800110E2,1.799999952E0,2.400000000E1
2.419640943E2,5.230926667E1,4.950710000E0,3.608453651E1,1.206508875E0,3.372099915E2,1.799999952E0,2.420000076E1
2.429640943E2,5.230928167E1,4.950698333E0,3.618455126E1,1.226583004E0,3.383500061E2,1.799999952E0,2.460000038E1
2.439640943E2,5.230929000E1,4.950695000E0,3.648456123E1,1.170478344E0,3.460899963E2,1.700000048E0,2.479999924E1
2.449640943E2,5.230929833E1,4.950685000E0,3.688456743E1,1.131359458E0,3.393200073E2,1.700000048E0,2.529999924E1
2.459640943E2,5.230930500E1,4.950680000E0,3.708457409E1,1.106138110E0,3.261900024E2,1.700000048E0,2.529999924E1
2.469640943E2,5.230931333E1,4.950671667E0,3.728458123E1,1.137536168E0,3.294800110E2,1.799999952E0,2.589999962E1
2.479640943E2,5.230932000E1,4.950668333E0,3.748458883E1,1.152463078E0,3.301099854E2,1.799999952E0,2.660000038E1
2.489640943E2,5.230932500E1,4.950661667E0,3.768459217E1,1.152977824E0,3.096000061E2,1.899999976E0,2.700000000E1
2.499640943E2,5.230932667E1,4.950655000E0,3.768459076E1,1.085549116E0,2.993599854E2,1.899999976E0,2.539999962E1
2.509640943E2,5.230933167E1,4.950650000E0,3.748459504E1,9.599569440E-1,3.214299927E2,1.899999976E0,2.550000000E1
2.519640943E2,5.230934167E1,4.950641667E0,3.738460456E1,8.281880617E-1,3.344400024E2,1.899999976E0,2.570000076E1
2.529640943E2,5.230934667E1,4.950640000E0,3.768461073E1,7.741422057E-1,3.311300049E2,2.000000000E0,2.629999924E1
2.539640943E2,5.230935500E1,4.950635000E0,3.788461976E1,7.864955664E-1,3.426799927E2,2.099999905E0,2.579999924E1
2.549640943E2,5.230936000E1,4.950635000E0,3.818462688E1,7.566416860E-1,3.334800110E2,2.200000048E0,2.620000076E1
2.559640943E2,5.230936500E1,4.950630000E0,3.868463117E1,7.170080543E-1,3.149500122E2,2.200000048E0,2.670000076E1
2.569640943E2,5.230937167E1,4.950623333E0,3.908463688E1,6.784039140E-1,3.198900146E2,2.200000048E0,2.670000076E1
2.579640943E2,5.230939000E1,4.950615000E0,3.928465826E1,6.820069551E-1,3.359500122E2,2.200000048E0,2.710000038E1
2.589640943E2,5.230939833E1,4.950606667E0,3.978466540E1,6.923013926E-1,3.348399963E2,2.200000048E0,2.670000076E1
2.599640943E2,5.230941333E1,4.950593333E0,4.028467920E1,7.875249982E-1,3.253200073E2,2.200000048E0,2.689999962E1
2.609640943E2,5.230942167E1,4.950583333E0,4.068468539E1,8.503211141E-1,3.328900146E2,2.200000048E0,2.739999962E1
2.619640943E2,5.230943500E1,4.950576667E0,4.108470059E1,9.017933607E-1,3.311099854E2,2.299999952E0,2.750000000E1
2.629640943E2,5.230945667E1,4.950563333E0,4.188472388E1,9.795163870E-1,3.319100037E2,2.299999952E0,2.679999924E1
2.639640943E2,5.230948000E1,4.950556667E0,4.238475333E1,1.038194776E0,3.427200012E2,2.299999952E0,2.539999962E1
2.649640943E2,5.230949500E1,4.950550000E0,4.278477091E1,1.096358299E0,3.355499878E2,2.200000048E0,2.589999962E1
2.659640943E2,5.230950333E1,4.950545000E0,3.838477994E1,1.112829447E0,3.160299988E2,2.000000000E0,2.639999962E1
2.669640943E2,5.230951167E1,4.950533333E0,3.878478519E1,1.115403056E0,3.154500122E2,2.000000000E0,2.589999962E1
2.679640943E2,5.230951833E1,4.950520000E0,3.918478712E1,1.119006157E0,3.222699890E2,2.000000000E0,2.650000000E1
2.689640943E2,5.230952667E1,4.950496667E0,3.958478575E1,1.158639669E0,3.162699890E2,2.099999905E0,2.800000000E1
2.699640943E2,5.230954000E1,4.950475000E0,3.998479245E1,1.198788047E0,3.231099854E2,2.099999905E0,2.820000076E1
2.709640943E2,5.230956000E1,4.950455000E0,4.038480958E1,1.278570056E0,3.286900024E2,2.099999905E0,2.829999924E1
2.719640943E2,5.230958000E1,4.950435000E0,4.068482672E1,1.365558028E0,3.234299927E2,2.099999905E0,2.660000038E1
2.729640943E2,5.230960167E1,4.950415000E0,4.108484622E1,1.409309387E0,3.225899963E2,2.099999905E0,2.700000000E1
2.739640943E2,5.230961833E1,4.950393333E0,4.138485767E1,1.449972510E0,3.191099854E2,2.000000000E0,2.660000038E1
2.749640943E2,5.230963000E1,4.950380000E0,4.168486672E1,1.432986617E0,3.178900146E2,2.000000000E0,2.710000038E1
2.759640943E2,5.230963833E1,4.950373333E0,4.178487480E1,1.448943019E0,3.305499878E2,2.000000000E0,2.739999962E1
2.769640943E2,5.230964500E1,4.950375000E0,4.188488524E1,1.431957245E0,2.769999981E0,2.000000000E0,2.770000076E1
2.779640943E2,5.230964500E1,4.950358333E0,4.228487579E1,1.396956086E0,3.219800110E2,2.000000000E0,2.820000076E1
2.789640943E2,5.230964833E1,4.950343333E0,4.298487202E1,1.338277817E0,3.173200073E2,1.899999976E0,2.620000076E1
2.799640943E2,5.230965167E1,4.950331667E0,4.338487015E1,1.295041084E0,3.288800049E2,1.899999976E0,2.670000076E1
2.809640943E2,5.230966167E1,4.950318333E0,4.378487683E1,1.254378080E0,3.174500122E2,2.000000000E0,2.600000000E1
2.819640943E2,5.230967333E1,4.950301667E0,4.428488399E1,1.236362815E0,3.150599976E2,2.000000000E0,2.629999924E1
