"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.829640943E2,5.230969000E1,4.950281667E0,4.468489638E1,1.228127241E0,3.082900085E2,2.099999905E0,2.639999962E1
2.839640943E2,5.230970833E1,4.950268333E0,4.498491492E1,1.229671359E0,3.245000000E2,2.200000048E0,2.670000076E1
2.849640943E2,5.230972500E1,4.950263333E0,4.518493581E1,1.263128281E0,3.214599915E2,2.200000048E0,2.729999924E1
2.859640943E2,5.230974500E1,4.950263333E0,3.948496429E1,1.292467475E0,3.298900146E2,2.000000000E0,2.750000000E1
2.869640943E2,5.230976833E1,4.950260000E0,3.978499562E1,1.354234219E0,3.597399902E2,2.000000000E0,2.750000000E1
2.879640943E2,5.230978500E1,4.950260000E0,3.948501935E1,1.406735778E0,3.409299927E2,2.000000000E0,2.700000000E1
2.889640943E2,5.230979833E1,4.950253333E0,3.918503456E1,1.443281054E0,3.265599976E2,2.099999905E0,2.720000076E1
2.899640943E2,5.230981333E1,4.950250000E0,3.898505402E1,1.414971352E0,3.296300049E2,2.099999905E0,2.729999924E1
2.909640943E2,5.230982667E1,4.950248333E0,3.878507206E1,1.331071615E0,3.437600098E2,2.099999905E0,2.779999924E1
2.919640943E2,5.230984000E1,4.950246667E0,3.868509010E1,1.214229703E0,3.439599915E2,2.200000048E0,2.770000076E1
2.929640943E2,5.230984667E1,4.950235000E0,3.868509298E1,1.112314701E0,3.293200073E2,2.200000048E0,2.800000000E1
2.939640943E2,5.230985833E1,4.950223333E0,3.858510297E1,1.042312503E0,3.158599854E2,2.099999905E0,2.779999924E1
2.949640943E2,5.230986667E1,4.950210000E0,3.848510727E1,1.002678871E0,2.899700012E2,2.099999905E0,2.829999924E1
2.959640943E2,5.230987667E1,4.950196667E0,3.808511395E1,1.043341994E0,3.191000061E2,2.099999905E0,2.910000038E1
2.969640943E2,5.230988500E1,4.950180000E0,3.798511636E1,1.118491411E0,3.232500000E2,2.000000000E0,2.610000038E1
2.979640943E2,5.230990000E1,4.950160000E0,3.788512638E1,1.201876402E0,3.283999939E2,2.000000000E0,2.600000000E1
2.989640943E2,5.230991167E1,4.950141667E0,3.768513259E1,1.254892826E0,3.160700073E2,2.000000000E0,2.650000000E1
2.999640943E2,5.230992000E1,4.950111667E0,3.778512744E1,1.319747806E0,3.175499878E2,2.000000000E0,2.710000038E1
3.009640943E2,5.230993167E1,4.950098333E0,3.738513648E1,1.382029176E0,3.122699890E2,2.000000000E0,2.800000000E1
3.019640943E2,5.230994167E1,4.950086667E0,3.728514410E1,1.395411968E0,3.242799988E2,2.000000000E0,2.679999924E1
3.029640943E2,5.230994833E1,4.950078333E0,3.728514887E1,1.335189462E0,2.850499878E2,2.000000000E0,2.650000000E1
3.039640943E2,5.230995167E1,4.950063333E0,3.738514511E1,1.260554671E0,2.934299927E2,2.000000000E0,2.689999962E1
3.049640943E2,5.230995833E1,4.950050000E0,3.738514704E1,1.219891667E0,3.119899902E2,2.000000000E0,2.629999924E1
3.059640943E2,5.230996000E1,4.950041667E0,3.738514468E1,1.077828288E0,2.197799988E2,2.000000000E0,2.670000076E1
3.069640943E2,5.230996333E1,4.950033333E0,3.728514470E1,9.295883179E-1,3.130899963E2,2.000000000E0,2.679999924E1
3.079640943E2,5.230996667E1,4.950025000E0,3.748514472E1,7.916427851E-1,3.089100037E2,2.000000000E0,2.670000076E1
3.089640943E2,5.230997833E1,4.950015000E0,3.738515566E1,7.401705384E-1,3.338599854E2,2.000000000E0,2.700000000E1
3.099640943E2,5.230999167E1,4.950001667E0,3.728516708E1,7.170080543E-1,3.255899963E2,2.000000000E0,2.700000000E1
3.109640943E2,5.231000333E1,4.949991667E0,3.708517802E1,7.283319235E-1,3.283999939E2,2.000000000E0,2.820000076E1
3.119640943E2,5.231001333E1,4.949988333E0,3.288519037E1,7.885544300E-1,3.302500000E2,1.899999976E0,2.829999924E1
3.129640943E2,5.231002833E1,4.949981667E0,3.258520794E1,9.239264131E-1,3.331900024E2,2.000000000E0,2.900000000E1
3.139640943E2,5.231004333E1,4.949976667E0,3.248522646E1,1.076284170E0,3.360299988E2,2.000000000E0,2.920000076E1
3.149640943E2,5.231006167E1,4.949976667E0,3.238525257E1,1.172537208E0,3.433399963E2,2.000000000E0,2.960000038E1
3.159640943E2,5.231007667E1,4.949973333E0,3.218527203E1,1.299673557E0,3.413299866E2,2.099999905E0,2.889999962E1
3.169640943E2,5.231009000E1,4.949971667E0,3.188529007E1,1.375337720E0,3.288800049E2,2.099999905E0,2.950000000E1
3.179640943E2,5.231010000E1,4.949968333E0,3.158530242E1,1.445854664E0,3.389700012E2,2.200000048E0,2.779999924E1
3.189640943E2,5.231011333E1,4.949975000E0,2.758532518E1,1.403647542E0,3.391799927E2,2.099999905E0,2.839999962E1
3.199640943E2,5.231011833E1,4.949976667E0,2.728533325E1,1.312026978E0,2.614500122E2,2.099999905E0,2.829999924E1
3.209640943E2,5.231011833E1,4.949976667E0,2.728533325E1,1.210111976E0,2.611300049E2,2.200000048E0,2.870000076E1
3.219640943E2,5.231012167E1,4.949970000E0,2.698533421E1,1.085034490E0,2.420500031E2,2.200000048E0,2.879999924E1
3.229640943E2,5.231012333E1,4.949965000E0,2.708533375E1,9.342208505E-1,2.939899902E2,2.299999952E0,2.929999924E1
3.239640943E2,5.231013000E1,4.949960000E0,2.708534040E1,7.890691757E-1,3.277999878E2,2.299999952E0,2.839999962E1
3.249640943E2,5.231013833E1,4.949955000E0,2.708534943E1,7.056841850E-1,3.467099915E2,2.299999952E0,2.860000038E1
3.259640943E2,5.231014167E1,4.949946667E0,2.718534945E1,6.145783067E-1,3.514899902E2,2.299999952E0,2.620000076E1
3.269640943E2,5.231014833E1,4.949936667E0,2.718535327E1,5.595030785E-1,3.380700073E2,2.299999952E0,2.670000076E1
3.279640943E2,5.231015500E1,4.949923333E0,2.718535520E1,4.951627851E-1,3.571400146E2,2.299999952E0,2.689999962E1
3.289640943E2,5.231016333E1,4.949913333E0,2.718536139E1,5.049424767E-1,3.425299988E2,2.299999952E0,2.750000000E1
3.299640943E2,5.231017333E1,4.949886667E0,2.728536050E1,5.435466766E-1,3.356400146E2,2.200000048E0,2.770000076E1
3.309640943E2,5.231018500E1,4.949866667E0,2.738536577E1,6.238433123E-1,3.368399963E2,2.099999905E0,2.879999924E1
3.319640943E2,5.231019833E1,4.949853333E0,2.748537719E1,7.520091534E-1,3.367399902E2,2.099999905E0,2.550000000E1
3.329640943E2,5.231021167E1,4.949836667E0,2.768538671E1,9.007638693E-1,3.315000000E2,2.099999905E0,2.639999962E1
3.339640943E2,5.231022667E1,4.949816667E0,2.768539673E1,1.001649499E0,3.291099854E2,2.000000000E0,2.489999962E1
3.349640943E2,5.231024167E1,4.949798333E0,2.778540768E1,1.099961400E0,3.238200073E2,2.000000000E0,2.529999924E1
3.359640943E2,5.231025667E1,4.949781667E0,2.798541958E1,1.220921159E0,3.308999939E2,2.099999905E0,2.489999962E1
3.369640943E2,5.231027667E1,4.949770000E0,2.778544144E1,1.310997486E0,3.387399902E2,2.099999905E0,2.450000000E1
3.379640943E2,5.231029833E1,4.949753333E0,2.728546283E1,1.407765269E0,3.238099976E2,2.099999905E0,2.400000000E1
3.389640943E2,5.231031833E1,4.949736667E0,2.728548185E1,1.445340037E0,3.323500061E2,2.000000000E0,2.350000000E1
3.399640943E2,5.231033500E1,4.949725000E0,2.738549896E1,1.465414166E0,3.268099976E2,2.000000000E0,2.260000038E1
3.409640943E2,5.231035167E1,4.949715000E0,2.738551702E1,1.454604983E0,3.256300049E2,2.000000000E0,2.279999924E1
3.419640943E2,5.231036500E1,4.949706667E0,2.748553127E1,1.404676914E0,3.183599854E2,1.899999976E0,2.339999962E1
3.429640943E2,5.231037500E1,4.949696667E0,2.728553984E1,1.321291924E0,3.141499939E2,2.000000000E0,2.389999962E1
3.439640943E2,5.231038500E1,4.949688333E0,2.698554935E1,1.239451170E0,3.341499939E2,2.000000000E0,2.210000038E1
3.449640943E2,5.231039167E1,4.949688333E0,2.658555884E1,1.125697494E0,3.392999878E2,2.000000000E0,2.239999962E1
3.459640943E2,5.231040000E1,4.949688333E0,2.618557070E1,1.009370327E0,3.307300110E2,2.000000000E0,2.179999924E1
3.469640943E2,5.231040667E1,4.949685000E0,2.558557831E1,9.002491832E-1,3.266900024E2,2.000000000E0,2.229999924E1
3.479640943E2,5.231041500E1,4.949681667E0,2.528558828E1,8.101727962E-1,3.383999939E2,2.000000000E0,2.220000076E1
3.489640943E2,5.231042333E1,4.949678333E0,2.498559825E1,7.669361234E-1,3.377399902E2,2.000000000E0,2.279999924E1
3.499640943E2,5.231043000E1,4.949676667E0,2.498560680E1,7.324497104E-1,3.375000000E2,2.000000000E0,2.279999924E1
3.509640943E2,5.231043667E1,4.949675000E0,2.498561534E1,6.943602562E-1,3.427799988E2,2.000000000E0,2.279999924E1
3.519640943E2,5.231044500E1,4.949670000E0,2.468562437E1,6.650211215E-1,3.441900024E2,2.099999905E0,2.300000000E1
3.529640943E2,5.231044833E1,4.949660000E0,2.458562344E1,6.346524954E-1,3.260899963E2,2.099999905E0,2.189999962E1
3.539640943E2,5.231045333E1,4.949656667E0,2.438562867E1,6.392850280E-1,3.462500000E2,2.200000048E0,2.210000038E1
3.549640943E2,5.231046167E1,4.949650000E0,2.428563675E1,7.056841850E-1,3.366400146E2,2.200000048E0,2.220000076E1
3.559640943E2,5.231047000E1,4.949640000E0,2.408564295E1,7.628183365E-1,3.211199951E2,2.200000048E0,2.210000038E1
3.569640943E2,5.231048000E1,4.949630000E0,2.408565151E1,8.389972448E-1,3.375000000E2,2.200000048E0,2.229999924E1
3.579640943E2,5.231049333E1,4.949623333E0,2.408566671E1,9.295883179E-1,3.287900085E2,2.200000048E0,2.239999962E1
3.589640943E2,5.231050500E1,4.949610000E0,2.408567576E1,1.002164125E0,3.380599976E2,2.200000048E0,2.100000000E1
3.599640943E2,5.231051667E1,4.949601667E0,2.418568764E1,1.077828288E0,3.366000061E2,2.200000048E0,2.139999962E1
3.609640943E2,5.231052833E1,4.949591667E0,2.408569857E1,1.186949492E0,3.308699951E2,2.200000048E0,2.200000000E1
3.619640943E2,5.231054167E1,4.949571667E0,2.388570621E1,1.283717275E0,3.391000061E2,2.200000048E0,2.250000000E1
3.629640943E2,5.231054667E1,4.949541667E0,2.398569631E1,1.375852466E0,3.421000061E2,2.099999905E0,2.229999924E1
3.639640943E2,5.231055667E1,4.949533333E0,2.388570582E1,1.409309387E0,3.320599976E2,2.200000048E0,2.160000038E1
3.649640943E2,5.231056833E1,4.949526667E0,2.358571864E1,1.428868890E0,3.330400085E2,2.200000048E0,2.139999962E1
3.659640943E2,5.231058167E1,4.949516667E0,2.338573195E1,1.451516628E0,3.305599976E2,2.200000048E0,2.170000076E1
3.669640943E2,5.231059000E1,4.949510000E0,2.308574004E1,1.452546120E0,3.381400146E2,2.200000048E0,2.110000038E1
3.679640943E2,5.231059667E1,4.949493333E0,2.318574007E1,1.374823093E0,3.454299927E2,2.099999905E0,2.150000000E1
3.689640943E2,5.231060500E1,4.949475000E0,2.318574153E1,1.313571095E0,3.375000000E2,2.099999905E0,2.220000076E1
3.699640943E2,5.231061333E1,4.949460000E0,2.298574489E1,1.242539406E0,3.329800110E2,2.000000000E0,2.189999962E1
3.709640943E2,5.231062333E1,4.949448333E0,2.278575250E1,1.146801114E0,3.390400085E2,2.000000000E0,2.139999962E1
3.719640943E2,5.231063167E1,4.949443333E0,2.238576153E1,1.032018065E0,3.585199890E2,2.000000000E0,2.189999962E1
3.729640943E2,5.231063667E1,4.949440000E0,2.218576676E1,9.403975010E-1,3.477300110E2,2.000000000E0,2.200000000E1
3.739640943E2,5.231064167E1,4.949438333E0,2.188577293E1,8.688511252E-1,3.477699890E2,2.000000000E0,2.210000038E1
3.749640943E2,5.231064667E1,4.949436667E0,2.158577910E1,7.751716375E-1,3.474200134E2,1.899999976E0,2.250000000E1
3.759640943E2,5.231065167E1,4.949430000E0,2.108578244E1,6.840658188E-1,3.329700012E2,1.899999976E0,2.329999924E1
3.769640943E2,5.231065833E1,4.949423333E0,2.078578815E1,6.171519160E-1,3.301099854E2,1.899999976E0,2.270000076E1
3.779640943E2,5.231066500E1,4.949418333E0,2.058579480E1,6.017102599E-1,3.380400085E2,1.899999976E0,2.289999962E1
3.789640943E2,5.231067000E1,4.949406667E0,2.028579530E1,5.739153028E-1,3.218200073E2,1.899999976E0,2.229999924E1
3.799640943E2,5.231067500E1,4.949400000E0,1.998579864E1,5.481791496E-1,3.269500122E2,1.899999976E0,2.239999962E1
3.809640943E2,5.231068500E1,4.949395000E0,1.968581004E1,5.291344523E-1,3.325599976E2,1.899999976E0,2.250000000E1
3.819640943E2,5.231069000E1,4.949390000E0,1.938581432E1,5.286197066E-1,3.161700134E2,1.899999976E0,2.289999962E1
3.829640943E2,5.231070000E1,4.949378333E0,1.898582194E1,5.301638842E-1,3.206900024E2,2.000000000E0,2.279999924E1
3.839640943E2,5.231070833E1,4.949366667E0,1.878582718E1,5.543558598E-1,3.230499878E2,2.000000000E0,2.450000000E1
3.849640943E2,5.231072667E1,4.949346667E0,1.838584193E1,6.104605794E-1,3.255400085E2,2.000000000E0,2.489999962E1
3.859640943E2,5.231074333E1,4.949330000E0,1.808585621E1,7.015663981E-1,3.359500122E2,2.000000000E0,2.539999962E1
3.869640943E2,5.231075833E1,4.949318333E0,1.768587094E1,7.725980282E-1,3.248299866E2,2.000000000E0,2.589999962E1
3.879640943E2,5.231076500E1,4.949310000E0,1.758587570E1,8.472327590E-1,3.288800049E2,2.000000000E0,2.439999962E1
3.889640943E2,5.231077333E1,4.949305000E0,1.738588473E1,8.914988637E-1,3.197600098E2,2.099999905E0,2.510000038E1
3.899640943E2,5.231078000E1,4.949301667E0,1.708589233E1,9.285588861E-1,3.383900146E2,2.099999905E0,2.470000076E1
3.909640943E2,5.231079000E1,4.949293333E0,1.678590184E1,9.692219496E-1,3.288699951E2,2.200000048E0,2.400000000E1
3.919640943E2,5.231080333E1,4.949266667E0,1.528590569E1,1.049003839E0,3.247000122E2,2.900000095E0,2.410000038E1
3.929640943E2,5.231080667E1,4.949241667E0,1.458589625E1,1.115403056E0,3.228500061E2,2.599999905E0,2.410000038E1
3.939640943E2,5.231081833E1,4.949228333E0,1.398590529E1,1.207538366E0,3.315400085E2,2.400000095E0,2.450000000E1
3.949640943E2,5.231083333E1,4.949218333E0,1.348592097E1,1.264672518E0,3.314400024E2,2.299999952E0,2.539999962E1
3.959640943E2,5.231085000E1,4.949206667E0,1.318593808E1,1.254892826E0,3.302900085E2,2.299999952E0,2.600000000E1
3.969640943E2,5.231085833E1,4.949196667E0,1.278594427E1,1.238421679E0,3.368800049E2,2.299999952E0,2.779999924E1
3.979640943E2,5.231086667E1,4.949191667E0,1.248595330E1,1.199817538E0,3.365799866E2,2.200000048E0,2.570000076E1
3.989640943E2,5.231087333E1,4.949186667E0,1.218595995E1,1.158639669E0,3.351799927E2,2.200000048E0,2.560000038E1
3.999640943E2,5.231088167E1,4.949183333E0,1.188596992E1,1.150404215E0,3.390199890E2,2.200000048E0,2.579999924E1
4.009640943E2,5.231089333E1,4.949183333E0,1.218598653E1,1.103564501E0,3.503800049E2,2.200000048E0,2.670000076E1
4.019640943E2,5.231090167E1,4.949178333E0,1.258599556E1,1.009370327E0,3.393099976E2,2.200000048E0,2.639999962E1
4.029640943E2,5.231090667E1,4.949176667E0,1.258600173E1,9.079700112E-1,3.183500061E2,2.099999905E0,2.729999924E1
4.039640943E2,5.231091167E1,4.949173333E0,1.278600696E1,7.787747383E-1,3.201799927E2,2.099999905E0,2.660000038E1
4.049640943E2,5.231091667E1,4.949165000E0,1.288600935E1,6.634769440E-1,3.235499878E2,2.099999905E0,2.400000000E1
4.059640943E2,5.231092500E1,4.949156667E0,1.308601648E1,5.862686038E-1,3.243200073E2,2.099999905E0,2.489999962E1
4.069640943E2,5.231093167E1,4.949151667E0,1.338602314E1,5.353111029E-1,3.322099915E2,2.000000000E0,2.389999962E1
4.079640943E2,5.231094167E1,4.949146667E0,1.358603454E1,5.028836131E-1,3.394700012E2,2.000000000E0,2.510000038E1
4.089640943E2,5.231094833E1,4.949141667E0,1.388604119E1,5.070014000E-1,3.338699951E2,2.000000000E0,2.570000076E1
4.099640943E2,5.231095333E1,4.949130000E0,1.418604169E1,4.956775010E-1,3.259100037E2,2.000000000E0,2.450000000E1
4.109640943E2,5.231096000E1,4.949121667E0,1.418604645E1,5.095750093E-1,3.205400085E2,2.000000000E0,2.450000000E1
4.119640943E2,5.231097000E1,4.949108333E0,1.408605312E1,5.440613627E-1,3.207099915E2,2.000000000E0,2.570000076E1
4.129640943E2,5.231098333E1,4.949091667E0,1.418606264E1,6.130341887E-1,3.245400085E2,2.000000000E0,2.710000038E1
4.139640943E2,5.231100167E1,4.949068333E0,1.408607550E1,7.046546936E-1,3.253800049E2,2.000000000E0,2.570000076E1
4.149640943E2,5.231101667E1,4.949046667E0,1.408608456E1,8.060550094E-1,3.258999939E2,2.000000000E0,2.660000038E1
4.159640943E2,5.231103500E1,4.949028333E0,1.408610026E1,8.971608281E-1,3.411099854E2,2.000000000E0,2.689999962E1
4.169640943E2,5.231105000E1,4.949015000E0,1.418611405E1,9.584127665E-1,3.526199951E2,2.000000000E0,2.789999962E1
4.179640943E2,5.231106500E1,4.949000000E0,1.438612689E1,1.032532811E0,3.429599915E2,2.000000000E0,2.610000038E1
4.189640943E2,5.231107500E1,4.948993333E0,1.428613734E1,1.043341994E0,3.577500000E2,2.000000000E0,2.520000076E1
4.199640943E2,5.231108500E1,4.948973333E0,1.408614023E1,1.065474987E0,3.289599915E2,2.000000000E0,2.570000076E1
4.209640943E2,5.231109667E1,4.948956667E0,1.408614738E1,1.072166443E0,3.243500061E2,2.099999905E0,2.720000076E1
4.219640943E2,5.231110500E1,4.948943333E0,1.428615168E1,1.081431389E0,3.154100037E2,2.099999905E0,2.610000038E1
4.229640943E2,5.231111167E1,4.948938333E0,1.428615833E1,1.049003839E0,3.505100098E2,2.099999905E0,2.700000000E1
4.239640943E2,5.231112000E1,4.948928333E0,1.438616452E1,1.011429191E0,3.291199951E2,2.099999905E0,2.739999962E1
4.249640943E2,5.231113000E1,4.948916667E0,1.418617213E1,9.450299740E-1,3.086199951E2,2.099999905E0,2.839999962E1
4.259640943E2,5.231113333E1,4.948898333E0,1.428616648E1,8.920136094E-1,3.062399902E2,2.200000048E0,3.029999924E1
4.269640943E2,5.231114000E1,4.948881667E0,1.428616651E1,8.987050056E-1,2.983599854E2,2.200000048E0,3.240000153E1
4.279640943E2,5.231114667E1,4.948861667E0,1.428616465E1,9.239264131E-1,2.994899902E2,2.299999952E0,3.470000076E1
4.289640943E2,5.231114833E1,4.948848333E0,1.408615946E1,9.877519608E-1,2.918500061E2,2.400000095E0,2.989999962E1
4.299640943E2,5.231114667E1,4.948835000E0,1.388614952E1,1.038709402E0,2.815700073E2,2.400000095E0,3.089999962E1
4.309640943E2,5.231115000E1,4.948820000E0,1.378614575E1,1.094299436E0,2.816700134E2,2.500000000E0,3.540000153E1
4.319640943E2,5.231115500E1,4.948808333E0,1.378614625E1,1.132388830E0,2.797500000E2,2.500000000E0,2.879999924E1
4.329640943E2,5.231116000E1,4.948793333E0,1.388614485E1,1.227097750E0,2.860700073E2,2.599999905E0,2.810000038E1
4.339640943E2,5.231116500E1,4.948780000E0,1.408614440E1,1.283717275E0,2.911000061E2,2.700000048E0,2.889999962E1
4.349640943E2,5.231116667E1,4.948778333E0,1.428614583E1,1.274966955E0,2.668800049E2,2.700000048E0,2.960000038E1
4.359640943E2,5.231116833E1,4.948771667E0,1.438614442E1,1.233789206E0,2.369400024E2,2.799999952E0,2.839999962E1
4.369640943E2,5.231117167E1,4.948771667E0,1.448614917E1,1.121065021E0,1.382899933E2,2.799999952E0,2.860000038E1
4.379640943E2,5.231116833E1,4.948771667E0,1.448614442E1,1.004737735E0,1.820899963E2,2.799999952E0,3.179999924E1
4.389640943E2,5.231117167E1,4.948766667E0,1.448614633E1,8.909841776E-1,2.555299988E2,2.900000095E0,3.229999924E1
4.399640943E2,5.231117833E1,4.948761667E0,1.458615298E1,7.828925252E-1,3.094400024E2,2.900000095E0,3.320000076E1
4.409640943E2,5.231118333E1,4.948761667E0,1.458616010E1,6.742861271E-1,3.464899902E2,3.000000000E0,3.400000000E1
4.419640943E2,5.231118500E1,4.948761667E0,1.458616247E1,5.945041776E-1,2.308200073E2,3.000000000E0,3.490000153E1
4.429640943E2,5.231118167E1,4.948760000E0,1.458615678E1,0.000000000E0,2.308200073E2,3.099999905E0,3.590000153E1
4.439640943E2,5.231118000E1,4.948753333E0,1.458615062E1,0.000000000E0,2.308200073E2,3.099999905E0,3.670000076E1
4.449640943E2,5.231117500E1,4.948746667E0,1.458613972E1,0.000000000E0,2.308200073E2,3.200000048E0,3.570000076E1
4.459640943E2,5.231116667E1,4.948741667E0,1.468612502E1,0.000000000E0,2.308200073E2,3.299999952E0,3.640000153E1
4.469640943E2,5.231116000E1,4.948730000E0,1.468610891E1,0.000000000E0,2.308200073E2,3.299999952E0,3.679999924E1
4.479640943E2,5.231115333E1,4.948728333E0,1.468609848E1,0.000000000E0,2.308200073E2,3.400000095E0,3.709999847E1
4.489640943E2,5.231115333E1,4.948721667E0,1.468609469E1,0.000000000E0,2.308200073E2,3.299999952E0,3.679999924E1
4.499640943E2,5.231115000E1,4.948705000E0,1.468608049E1,0.000000000E0,2.308200073E2,3.299999952E0,4.179999924E1
4.509640943E2,5.231115167E1,4.948693333E0,1.458607624E1,0.000000000E0,2.308200073E2,3.200000048E0,3.290000153E1
4.519640943E2,5.231114500E1,4.948675000E0,1.438605635E1,0.000000000E0,2.308200073E2,3.200000048E0,2.820000076E1
4.529640943E2,5.231113667E1,4.948665000E0,1.418603881E1,0.000000000E0,2.308200073E2,3.200000048E0,2.770000076E1
4.539640943E2,5.231113167E1,4.948656667E0,1.408602696E1,0.000000000E0,2.308200073E2,3.099999905E0,2.739999962E1
4.549640943E2,5.231111833E1,4.948658333E0,1.388600893E1,0.000000000E0,2.308200073E2,3.099999905E0,2.710000038E1
4.559640943E2,5.231110167E1,4.948660000E0,1.358598615E1,7.561269403E-1,2.141199951E2,3.000000000E0,3.060000038E1
4.569640943E2,5.231109000E1,4.948658333E0,1.348596860E1,0.000000000E0,2.141199951E2,2.900000095E0,3.129999924E1
4.579640943E2,5.231107833E1,4.948653333E0,1.358594915E1,0.000000000E0,2.141199951E2,2.799999952E0,3.370000076E1
4.589640943E2,5.231107000E1,4.948650000E0,1.358593540E1,0.000000000E0,2.141199951E2,2.799999952E0,3.490000153E1
4.599640943E2,5.231107167E1,4.948640000E0,1.348593210E1,0.000000000E0,2.141199951E2,2.799999952E0,3.529999924E1
4.609640943E2,5.231106667E1,4.948631667E0,1.338592025E1,0.000000000E0,2.141199951E2,2.799999952E0,3.629999924E1
4.619640943E2,5.231106167E1,4.948616667E0,1.308590462E1,0.000000000E0,2.141199951E2,2.900000095E0,3.509999847E1
4.629640943E2,5.231105000E1,4.948606667E0,1.288588234E1,0.000000000E0,2.141199951E2,2.900000095E0,3.110000038E1
4.639640943E2,5.231104000E1,4.948595000E0,1.278586148E1,0.000000000E0,2.141199951E2,3.000000000E0,3.139999962E1
4.649640943E2,5.231103500E1,4.948585000E0,1.268584869E1,0.000000000E0,2.141199951E2,3.000000000E0,3.200000000E1
4.659640943E2,5.231103167E1,4.948575000E0,1.258583827E1,0.000000000E0,2.141199951E2,3.000000000E0,3.259999847E1
4.669640943E2,5.231102667E1,4.948555000E0,1.228581980E1,0.000000000E0,2.141199951E2,3.000000000E0,3.350000000E1
4.679640943E2,5.231103000E1,4.948530000E0,1.198581036E1,0.000000000E0,2.141199951E2,3.000000000E0,3.450000000E1
4.689640943E2,5.231103833E1,4.948500000E0,1.138580520E1,0.000000000E0,2.141199951E2,3.000000000E0,3.509999847E1
4.699640943E2,5.231105000E1,4.948461667E0,1.088580006E1,0.000000000E0,2.141199951E2,3.099999905E0,3.579999924E1
4.709640943E2,5.231105667E1,4.948413333E0,1.028578212E1,0.000000000E0,2.141199951E2,3.099999905E0,3.640000153E1
4.719640943E2,5.231106167E1,4.948351667E0,9.185754243E0,0.000000000E0,2.141199951E2,3.099999905E0,3.690000153E1
4.729640943E2,5.231108333E1,4.948311667E0,8.785762387E0,0.000000000E0,2.141199951E2,3.099999905E0,3.450000000E1
4.739640943E2,5.231109333E1,4.948291667E0,8.685765272E0,0.000000000E0,2.141199951E2,3.200000048E0,3.309999847E1
4.749640943E2,5.231113167E1,4.948228333E0,7.885783898E0,0.000000000E0,2.141199951E2,3.200000048E0,3.320000076E1
4.759640943E2,5.231115500E1,4.948171667E0,7.585784954E0,0.000000000E0,2.141199951E2,3.200000048E0,3.340000153E1
4.769640943E2,5.231116333E1,4.948140000E0,7.385778846E0,0.000000000E0,2.141199951E2,3.200000048E0,3.379999924E1
4.779640943E2,5.231117333E1,4.948125000E0,7.285784568E0,0.000000000E0,2.141199951E2,3.299999952E0,3.700000000E1
4.789640943E2,5.231118833E1,4.948085000E0,7.085783220E0,0.000000000E0,2.141199951E2,3.299999952E0,3.450000000E1
4.799640943E2,5.231119500E1,4.948060000E0,6.985778522E0,0.000000000E0,2.141199951E2,3.299999952E0,3.420000076E1
4.809640943E2,5.231120500E1,4.948035000E0,6.785778569E0,0.000000000E0,2.141199951E2,3.299999952E0,3.470000076E1
4.819640943E2,5.231121833E1,4.948015000E0,6.685786198E0,0.000000000E0,2.141199951E2,3.299999952E0,3.490000153E1
4.829640943E2,5.231122333E1,4.947988333E0,6.485778182E0,0.000000000E0,2.141199951E2,3.299999952E0,3.540000153E1
4.839640943E2,5.231123167E1,4.947926667E0,6.285755048E0,0.000000000E0,2.141199951E2,3.200000048E0,3.170000076E1
4.849640943E2,5.231123500E1,4.947895000E0,6.185741822E0,0.000000000E0,2.141199951E2,3.200000048E0,3.120000076E1
4.859640943E2,5.231123500E1,4.947866667E0,5.985725744E0,0.000000000E0,2.141199951E2,3.200000048E0,3.060000038E1
4.869640943E2,5.231124667E1,4.947838333E0,5.885726270E0,0.000000000E0,2.141199951E2,3.200000048E0,3.050000000E1
4.879640943E2,5.231125000E1,4.947823333E0,5.685722503E0,0.000000000E0,2.141199951E2,3.200000048E0,2.939999962E1
