"Time (s)","Illuminance (lx)"
4.100598748E2,6.000000000E0
4.101398732E2,7.000000000E0
4.136203403E2,6.000000000E0
4.139409480E2,7.000000000E0
4.141402763E2,6.000000000E0
4.142202899E2,7.000000000E0
4.142602733E2,6.000000000E0
4.144209575E2,7.000000000E0
4.147402797E2,6.000000000E0
4.147803397E2,7.000000000E0
4.148202821E2,6.000000000E0
4.153809333E2,7.000000000E0
4.175409726E2,6.000000000E0
4.178602976E2,7.000000000E0
4.186998397E2,6.000000000E0
4.187798588E2,7.000000000E0
4.188598834E2,6.000000000E0
4.190198625E2,7.000000000E0
4.190598670E2,6.000000000E0
4.191798646E2,7.000000000E0
4.208598658E2,6.000000000E0
4.209005529E2,7.000000000E0
4.244196871E2,5.000000000E0
4.244596964E2,4.000000000E0
4.245003681E2,3.000000000E0
4.245397342E2,4.000000000E0
4.245797170E2,2.000000000E0
4.247797269E2,1.000000000E0
4.248597032E2,0.000000000E0
4.261396930E2,1.000000000E0
4.263796663E2,3.000000000E0
4.264203585E2,5.000000000E0
4.265397034E2,7.000000000E0
4.267397066E2,6.000000000E0
4.270598563E2,7.000000000E0
4.271403927E2,6.000000000E0
4.272997296E2,7.000000000E0
4.273803831E2,6.000000000E0
4.277397037E2,7.000000000E0
4.288603622E2,5.000000000E0
4.289003293E2,3.000000000E0
4.289402698E2,2.000000000E0
4.289802304E2,0.000000000E0
4.310602893E2,1.000000000E0
4.311003036E2,3.000000000E0
4.311402896E2,5.000000000E0
4.312209513E2,7.000000000E0
4.384205899E2,6.000000000E0
4.388201040E2,7.000000000E0
4.392198640E2,6.000000000E0
4.393399055E2,7.000000000E0
4.394599093E2,6.000000000E0
4.395398563E2,7.000000000E0
4.396598493E2,6.000000000E0
4.400198793E2,7.000000000E0
4.400601151E2,6.000000000E0
4.401005474E2,7.000000000E0
4.408205603E2,6.000000000E0
4.412599203E2,7.000000000E0
4.413399086E2,6.000000000E0
4.418999256E2,7.000000000E0
4.515397950E2,5.000000000E0
4.516598440E2,4.000000000E0
4.519000649E2,2.000000000E0
4.519398264E2,1.000000000E0
4.525804790E2,0.000000000E0
4.526198208E2,1.000000000E0
4.531398091E2,0.000000000E0
4.539399290E2,1.000000000E0
4.542605206E2,0.000000000E0
4.546998787E2,1.000000000E0
4.548598864E2,2.000000000E0
4.548998979E2,1.000000000E0
4.549398911E2,0.000000000E0
4.553799116E2,1.000000000E0
4.555000754E2,0.000000000E0
4.564598486E2,1.000000000E0
4.565800330E2,3.000000000E0
4.566605450E2,4.000000000E0
4.567001010E2,5.000000000E0
4.567398898E2,7.000000000E0
4.567799433E2,6.000000000E0
4.569005643E2,4.000000000E0
4.570201224E2,2.000000000E0
4.570600628E2,1.000000000E0
4.572599347E2,2.000000000E0
4.573399465E2,4.000000000E0
4.573805582E2,3.000000000E0
4.574599024E2,2.000000000E0
4.574999705E2,3.000000000E0
4.575798914E2,2.000000000E0
4.576205853E2,0.000000000E0
4.585804726E2,1.000000000E0
4.586200635E2,2.000000000E0
4.586597700E2,4.000000000E0
4.586997966E2,6.000000000E0
4.587798130E2,7.000000000E0
4.640598403E2,5.000000000E0
4.641798080E2,3.000000000E0
4.642598163E2,5.000000000E0
4.643405646E2,7.000000000E0
4.648204910E2,5.000000000E0
4.650605062E2,7.000000000E0
4.653797953E2,5.000000000E0
4.654598173E2,7.000000000E0
4.656599114E2,5.000000000E0
4.656998120E2,7.000000000E0
4.711397705E2,5.000000000E0
4.712197613E2,7.000000000E0
4.714198139E2,5.000000000E0
4.714997794E2,3.000000000E0
4.715404421E2,1.000000000E0
4.715797843E2,0.000000000E0
