"Time (s)","Illuminance (lx)"
5.562129487E2,1.100000000E1
5.562529345E2,8.000000000E0
5.562936259E2,7.000000000E0
5.563729720E2,6.000000000E0
5.565336224E2,5.000000000E0
5.565732068E2,4.000000000E0
5.566529434E2,3.000000000E0
5.566929763E2,2.000000000E0
5.568137680E2,3.000000000E0
5.568937403E2,6.000000000E0
5.569338673E2,1.100000000E1
5.569737889E2,1.700000000E1
5.570147024E2,2.300000000E1
5.570537476E2,2.700000000E1
5.570939886E2,3.000000000E1
5.571338864E2,3.200000000E1
5.571738055E2,3.300000000E1
5.572937573E2,3.200000000E1
5.573337622E2,3.100000000E1
5.573737234E2,2.800000000E1
5.574138991E2,2.500000000E1
5.574539076E2,2.100000000E1
5.574944893E2,1.800000000E1
5.575338665E2,1.500000000E1
5.575737711E2,1.300000000E1
5.576137966E2,1.100000000E1
5.576539222E2,1.000000000E1
5.576937796E2,9.000000000E0
5.577346702E2,8.000000000E0
5.577738917E2,7.000000000E0
5.578137265E2,6.000000000E0
5.580137942E2,8.000000000E0
5.580537510E2,1.100000000E1
5.580937612E2,1.500000000E1
5.581338994E2,1.700000000E1
5.581737557E2,1.800000000E1
5.582144261E2,1.900000000E1
5.584548427E2,1.800000000E1
5.584937527E2,1.700000000E1
5.585337277E2,1.500000000E1
5.585738711E2,1.300000000E1
5.586139120E2,1.000000000E1
5.586537391E2,7.000000000E0
5.586945268E2,4.000000000E0
5.587339502E2,3.000000000E0
5.587738600E2,2.000000000E0
5.589343927E2,3.000000000E0
5.589738219E2,4.000000000E0
5.590137400E2,5.000000000E0
5.590539000E2,6.000000000E0
5.591338126E2,7.000000000E0
5.592138683E2,8.000000000E0
5.593337547E2,9.000000000E0
5.595337280E2,8.000000000E0
5.595738970E2,7.000000000E0
5.596137487E2,6.000000000E0
5.596543665E2,5.000000000E0
5.598137366E2,6.000000000E0
5.598537461E2,9.000000000E0
5.598944191E2,1.200000000E1
5.599337554E2,1.500000000E1
5.599737308E2,1.700000000E1
5.600538590E2,1.800000000E1
5.602937594E2,1.700000000E1
5.603337800E2,1.600000000E1
5.603744093E2,1.300000000E1
5.604139339E2,1.000000000E1
5.604537498E2,6.000000000E0
5.604939277E2,3.000000000E0
5.605339258E2,1.000000000E0
5.605738957E2,0.000000000E0
5.608544163E2,2.000000000E0
5.608937449E2,4.000000000E0
5.609337190E2,7.000000000E0
5.609737290E2,9.000000000E0
5.610137437E2,1.000000000E1
5.611737390E2,9.000000000E0
5.614937237E2,8.000000000E0
5.615337120E2,7.000000000E0
5.615744132E2,5.000000000E0
5.616139323E2,4.000000000E0
5.616537166E2,2.000000000E0
5.616937357E2,1.000000000E0
5.618142475E2,2.000000000E0
5.618533524E2,4.000000000E0
5.618933302E2,6.000000000E0
5.619333121E2,8.000000000E0
5.619733767E2,9.000000000E0
5.620133376E2,1.000000000E1
5.620539717E2,1.100000000E1
5.620933293E2,1.300000000E1
5.621333238E2,1.400000000E1
